
#69.0330
#Le site est situé au 68, rue Marietton, sur la commune de Lyon (69).
1	Le	DET	BO	_
2	site	NOUN	EO	_
3	est	AUX	O	_
4	situé	VERB	BL	_
5	au	PROPN	IL	_
6	68	NUM	IL	_
7	,	PUNCT	IL	_
8	rue	NOUN	IL	_
9	Marietton	PROPN	IL	_
10	,	PUNCT	O	_
11	sur	ADP	BL	_
12	la	DET	IL	_
13	commune	NOUN	IL	_
14	de	ADP	IL	_
15	Lyon	PROPN	EL	_
16	(	PUNCT	EL	_
17	69	PRON	EL	_
18	)	PUNCT	EL	_
19	.	PUNCT	O	_


#La superficie totale du site est d'environ 14 363 m².
1	La	DET	O	_
2	superficie	NOUN	O	_
3	totale	ADJ	O	_
4	du	DET	O	_
5	site	NOUN	O	_
6	est	AUX	O	_
7	d'	ADP	O	_
8	environ	ADV	O	_
9	14	NUM	O	_
10	363	NUM	O	_
11	m²	NOUN	O	_
12	.	PUNCT	O	_


#Une nappe d'eau souterraine se trouve au droit du site entre 4,5 et 5,1 m de profondeur.
1	Une	DET	O	_
2	nappe	NOUN	O	_
3	d'	ADP	O	_
4	eau	NOUN	O	_
5	souterraine	PROPN	O	_
6	se	PRON	BL	_
7	trouve	AUX	IL	_
8	au	PROPN	IL	_
9	droit	VERB	IL	_
10	du	DET	IL	_
11	site	NOUN	EL	_
12	entre	ADP	O	_
13	4,5	NUM	O	_
14	et	CCONJ	O	_
15	5,1	NUM	O	_
16	m	NOUN	O	_
17	de	ADP	O	_
18	profondeur	NOUN	O	_
19	.	PUNCT	O	_


#Le sens d'écoulement est orienté sud-sud/ouest.
1	Le	DET	BO	_
2	sens	NOUN	EO	_
3	d'	ADP	O	_
4	écoulement	ADV	O	_
5	est	AUX	O	_
6	orienté	VERB	IL	_
7	sud	PROPN	IL	_
8	-	PUNCT	IL	_
9	sud	PROPN	IL	_
10	/	PUNCT	IL	_
11	ouest	NOUN	EL	_
12	.	PUNCT	O	_


#Le réseau piézométrique est composé de 6 piézomètres :
1	Le	DET	O	_
2	réseau	NOUN	O	_
3	piézométrique	ADJ	O	_
4	est	AUX	O	_
5	composé	VERB	O	_
6	de	ADP	O	_
7	6	NUM	O	_
8	piézomètres	NOUN	O	_
9	:	PUNCT	O	_


#PZ1 en aval hydraulique direct de l'ancienne implantation de la station-service.
1	PZ1	NOUN	O	_
2	en	ADP	BL	_
3	aval	NOUN	IL	_
4	hydraulique	ADJ	IL	_
5	direct	NOUN	IL	_
6	de	ADP	IL	_
7	l'	DET	IL	_
8	ancienne	ADJ	IL	_
9	implantation	NOUN	EO	_
10	de	ADP	O	_
11	la	DET	O	_
12	station	NOUN	O	_
13	-	PUNCT	O	_
14	service	NOUN	O	_
15	.	PUNCT	O	_


#PZ2 à l'aval hydraulique en limite de parking et de l'école à proximité du site.
1	PZ2	NOUN	EO	_
2	à	ADP	BL	_
3	l'	DET	IL	_
4	aval	NOUN	IL	_
5	hydraulique	ADJ	IL	_
6	en	ADP	IL	_
7	limite	NOUN	IL	_
8	de	ADP	IL	_
9	parking	NOUN	IL	_
10	et	CCONJ	IL	_
11	de	ADP	IL	_
12	l'	DET	IL	_
13	école	NOUN	EL	_
14	à	ADP	BL	_
15	proximité	NOUN	IL	_
16	du	DET	IL	_
17	site	NOUN	EL	_
18	.	PUNCT	O	_


#PZ3 à l'amont hydraulique direct de l'implantation de l'ancienne station-service.
1	PZ3	NOUN	EO	_
2	à	ADP	BL	_
3	l'	DET	IL	_
4	amont	PROPN	IL	_
5	hydraulique	ADJ	IL	_
6	direct	NOUN	IL	_
7	de	ADP	IL	_
8	l'	DET	BN	_
9	implantation	NOUN	EN	_
10	de	ADP	O	_
11	l'	DET	O	_
12	ancienne	ADJ	O	_
