1	▁La	BO	_
2	▁société	IO	_
3	▁SM	EO	_
4	AC	EO	_
5	▁dispose	BR	_
6	▁d	ER	_
7	’	ER	_
8	une	BO	_
9	▁autorisation	EO	_
10	,	O	_
11	▁délivrée	BN	_
12	▁par	ER	_
13	▁arrêté	BO	_
14	▁préfectoral	EO	_
15	▁du	O	_
16	▁16	BT	_
17	▁janvier	IT	_
18	▁1961	ET	_
19	,	O	_
20	▁à	O	_
21	▁exploiter	BN	_
22	▁une	BO	_
23	▁centrale	IO	_
24	▁d	IO	_
25	’	IO	_
26	en	BA	_
27	rob	BA	_
28	age	BA	_
29	▁à	IA	_
30	▁chaud	EA	_
31	,	O	_
32	▁au	O	_
33	▁titre	O	_
34	▁de	O	_
35	▁la	O	_
36	▁législation	O	_
37	▁sur	O	_
38	▁les	BO	_
39	▁installations	IO	_
40	▁classées	EO	_
41	,	O	_
42	▁sur	BL	_
43	▁le	IL	_
44	▁territoire	IL	_
45	▁de	IL	_
46	▁la	IL	_
47	▁commune	IL	_
48	▁de	IL	_
49	▁Bordeaux	EL	_
50	.	O	_


1	▁Par	O	_
2	▁courrier	O	_
3	▁du	BT	_
4	▁15	IT	_
5	▁septembre	IT	_
6	▁2014,	ET	_
7	▁la	BO	_
8	▁société	EO	_
9	▁a	BN	_
10	▁déclaré	EN	_
11	,	O	_
12	▁à	O	_
13	▁Monsieur	BO	_
14	▁le	BO	_
15	▁Préfet	IO	_
16	▁de	IO	_
17	▁la	IO	_
18	▁Gironde	EO	_
19	,	O	_
20	▁la	BN	_
21	▁cessation	BN	_
22	▁de	IN	_
23	▁toute	IN	_
24	▁activité	EN	_
25	▁classée	BO	_
26	▁sur	BL	_
27	▁son	IL	_
28	▁site	IL	_
29	▁de	IL	_
30	▁Bordeaux	EL	_
31	▁à	BT	_
32	▁compter	IT	_
33	▁du	IT	_
34	▁30	IT	_
35	▁novembre	IT	_
36	▁2014.	ET	_


1	▁Il	O	_
2	▁est	O	_
3	▁à	O	_
4	▁noter	O	_
5	▁que	O	_
6	▁la	BO	_
7	▁société	IO	_
8	▁SM	EO	_
9	AC	EO	_
10	▁conserve	BR	_
11	▁ce	BO	_
12	▁terrain	EO	_
13	▁pour	O	_
14	▁un	BA	_
15	▁usage	IA	_
16	▁de	IA	_
17	▁bureau	EA	_
18	▁et	O	_
19	▁de	O	_
20	▁stockage	BO	_
21	▁de	IO	_
22	▁matériels	EO	_
23	.	O	_


1	▁1.	O	_


1	▁Mise	BN	_
2	▁en	IN	_
3	▁sécurité	EN	_
4	▁du	BO	_
5	▁site	EO	_


1	▁Conformément	O	_
2	▁à	O	_
3	▁l	O	_
4	’	O	_
5	article	O	_
6	▁R	O	_
7	.	O	_
8	51	O	_
9	2-3	O	_
10	9	O	_
11	-1	O	_
12	▁du	O	_
13	▁code	O	_
14	▁de	O	_
15	▁l	O	_
16	’	O	_
17	environnement	O	_
18	,	O	_
19	▁l	BO	_
20	’	BO	_
21	exploitant	EO	_
22	▁a	BN	_
23	▁indiqué	EN	_
24	▁les	O	_
25	▁mesures	O	_
26	▁prises	O	_
27	▁ou	O	_
28	▁prévues	O	_
29	▁pour	O	_
30	▁assurer	O	_
31	▁la	O	_
32	▁sécurité	O	_
33	▁du	O	_
34	▁site	O	_
35	,	O	_
36	▁à	O	_
37	▁savoir	O	_
38	▁:	O	_


1	▁-	O	_
2	l	BN	_
3	’	BN	_
4	évacuation	EN	_
5	▁et	O	_
6	▁l	BN	_
7	’	BN	_
8	élimination	IN	_
9	▁des	IN	_
10	▁produits	IN	_
11	▁dangereux	EN	_
12	▁et	O	_
13	▁des	O	_
14	▁déchets	O	_
15	▁présents	O	_
16	▁sur	O	_
17	▁le	O	_
18	▁site	O	_
19	▁:	O	_
20	▁les	O	_
21	▁bord	O	_
22	er	O	_
23	eaux	O	_
24	▁de	O	_
25	▁suivi	O	_
26	▁des	O	_
27	▁déchets	O	_
28	▁suivants	O	_
29	▁ont	BN	_
30	▁été	IN	_
31	▁joints	EN	_
32	▁à	O	_
33	▁la	O	_
34	▁notification	O	_
35	▁:	O	_
36	▁bitume	O	_
37	,	O	_
38	▁eau	O	_
39	▁mélangé	O	_
40	e	O	_
41	▁à	O	_
42	▁des	O	_
43	▁	O	_
44	hydrocarbures	O	_
45	,	O	_
46	▁terres	BO	_
47	▁pollué	EO	_
48	es	EO	_
49	▁;	O	_


1	▁-	O	_
2	les	O	_
3	▁interdiction	O	_
4	s	O	_
5	▁ou	O	_
6	▁limitation	O	_
7	s	O	_
8	▁d	O	_
9	’	O	_
10	accès	O	_
11	▁au	O	_
12	▁site	O	_
13	▁:	O	_
14	▁le	BO	_
15	▁site	EO	_
16	▁est	O	_
17	▁clôturé	O	_
18	▁et	O	_
19	▁l	O	_
20	’	O	_
21	accès	O	_
22	▁au	O	_
23	▁site	O	_
24	▁est	O	_
25	▁limité	O	_
26	▁au	O	_
27	▁personnel	O	_
28	▁autorisé	O	_
29	▁;	O	_


1	▁suppression	O	_
2	▁des	O	_
3	▁risques	O	_
4	▁d	O	_
5	’	O	_
6	incendie	O	_
7	▁et	O	_
8	▁d	O	_
9	’	O	_
10	explosion	O	_
11	▁:	O	_
12	▁les	BO	_
13	▁réseaux	IO	_
14	▁d	IO	_
15	’	EO	_
16	électricité	O	_
17	▁et	O	_
18	▁de	O	_
19	▁gaz	O	_
20	▁qui	O	_
21	▁aliment	O	_
22	aient	O	_
23	▁la	BA	_
24	▁centrale	IA	_
25	▁d	EA	_
26	’	EA	_
27	en	EA	_
28	rob	EA	_
29	age	EA	_
30	▁ont	BN	_
31	▁été	IN	_
32	▁coupé	EN	_
33	s	EN	_
34	,	O	_
35	▁les	BO	_
36	▁cuve	IO	_
37	s	IO	_
38	▁d	IO	_
39	’	IO	_
40	hydrocarbures	EO	_
41	▁qui	O	_
42	▁ne	O	_
43	▁sont	O	_
44	▁plus	O	_
45	▁nécessaires	O	_
46	▁au	O	_
47	▁fonctionnement	BO	_
48	▁du	IO	_
49	▁site	EO	_
50	▁ont	BN	_
51	▁été	IN	_
52	▁évacué	EN	_
53	es	EN	_
54	▁;	O	_


1	▁-	O	_
2	surveillance	BN	_
3	▁des	IN	_
4	▁effets	EN	_
5	▁de	O	_
6	▁l	BN	_
7	’	BN	_
8	installation	EN	_
9	▁sur	O	_
10	▁son	O	_
11	▁environnement	O	_
12	▁:	O	_
13	▁4	BO	_
14	▁pié	EO	_
15	z	EO	_
16	omètre	EO	_
17	s	EO	_
18	▁ont	BN	_
19	▁été	IN	_
20	▁installés	EN	_
21	▁pour	O	_
22	▁vérifier	O	_
23	▁l	O	_
24	’	O	_
25	absence	O	_
26	▁d	O	_
27	’	O	_
28	impact	O	_
29	▁de	O	_
30	▁l	O	_
31	’	O	_
32	ancienne	O	_
33	▁activité	O	_
34	▁et	O	_
35	▁de	O	_
36	▁la	BN	_
37	▁dé	EN	_
38	pollution	EN	_
39	▁du	IL	_
40	▁site	EL	_
41	,	O	_
42	▁sur	O	_
43	▁les	BO	_
44	▁eaux	IA	_
45	▁souterrain	EA	_
46	es	EA	_
47	.	O	_


1	▁2.	O	_


1	▁Mesure	O	_
2	▁de	O	_
3	▁maitrise	BO	_
4	▁de	IO	_
5	▁risques	IO	_


1	▁Conformément	O	_
2	▁à	O	_
3	▁l	O	_
4	’	O	_
5	article	O	_
6	▁R	O	_
7	.	O	_
8	51	O	_
9	2-3	O	_
10	9	O	_
11	-3	O	_
12	▁du	O	_
13	▁code	O	_
14	▁de	O	_
15	▁l	O	_
16	’	O	_
17	environnement	O	_
18	,	O	_
19	▁l	BO	_
20	’	BO	_
21	exploitant	EO	_
22	▁a	BN	_
23	▁fourni	BN	_
24	▁le	BT	_
25	▁15	IT	_
26	▁septembre	IT	_
27	▁2014	ET	_
28	▁un	O	_
29	▁«	O	_
30	▁Diagnostic	BN	_
31	▁environnemental	EN	_
32	▁du	O	_
33	▁milieu	BO	_
34	▁souterrain	EO	_
35	▁préalable	O	_
36	▁au	O	_
37	▁démantèlement	BN	_
38	▁des	IN	_
39	▁installations	EN	_
40	▁»	O	_
41	▁puis	O	_
42	▁le	BT	_
43	▁31	IT	_
44	▁mars	IT	_
45	▁2016	ET	_
46	▁un	O	_
47	▁mémoire	O	_
48	▁intitulé	O	_
49	▁«	O	_
50	▁Travaux	BN	_
51	▁de	IN	_
52	▁réhabilitation	EN	_
53	▁–	O	_
54	▁Dossier	O	_
55	▁des	O	_
56	▁ouvrages	O	_
57	▁exécuté	O	_
58	s	O	_
59	▁(	O	_
60	DO	O	_
61	E	O	_
62	)	O	_
63	▁»	O	_
64	▁précisant	O	_
65	▁les	O	_
66	▁mesures	O	_
67	▁prises	O	_
68	▁pour	O	_
69	▁assurer	O	_
70	▁la	O	_
71	▁protection	O	_
72	▁des	O	_
73	▁intérêts	O	_
74	▁visés	O	_
75	▁à	O	_
76	▁l	O	_
77	’	O	_
78	article	O	_
79	▁L	O	_
80	.	O	_
81	51	O	_
82	1-1	O	_
83	▁compte	O	_
84	▁tenu	O	_
85	▁de	O	_
86	▁l	BO	_
87	’	BO	_
88	usage	IO	_
89	▁futur	IO	_
90	▁validé	EO	_
91	▁par	O	_
92	▁Bordeaux	BO	_
93	▁Métropole	EO	_
94	▁le	BT	_
95	▁4	IT	_
96	▁mai	IT	_
97	▁2015,	ET	_
98	▁à	O	_
99	▁savoir	O	_
100	▁un	BA	_
101	▁usage	IA	_
102	▁d	IA	_
103	’	IA	_
104	entrepôt	EA	_
105	▁(	O	_
106	usage	O	_
107	▁industriel	O	_
108	▁non	O	_
109	▁sensible	O	_
110	).	O	_


1	▁Le	O	_
2	▁mémoire	O	_
3	▁s	O	_
4	’	O	_
5	appuie	O	_
6	▁notamment	O	_
7	▁sur	O	_
8	▁des	BO	_
9	▁objectifs	EO	_
10	▁de	O	_
11	▁dé	BN	_
12	pollution	EN	_
13	▁du	O	_
14	▁site	BO	_
15	▁compatibles	BR	_
16	▁avec	ER	_
17	▁l	BA	_
18	’	BA	_
19	usage	IA	_
20	▁futur	EA	_
21	,	O	_
22	▁et	O	_
23	▁notamment	O	_
24	▁une	BN	_
25	▁dé	EN	_
26	pollution	EN	_
27	▁à	O	_
28	▁hauteur	O	_
29	▁maximale	O	_
30	▁de	O	_
31	▁6	O	_
32	79	O	_
33	▁mg	O	_
34	/	O	_
35	kg	O	_
36	▁MS	O	_
37	▁d	O	_
38	’	O	_
39	hydrocarbures	O	_
40	.	O	_


1	▁Le	O	_
2	▁mémoire	O	_
3	▁conclut	O	_
4	▁les	O	_
5	▁éléments	O	_
6	▁suivants	O	_
7	▁:	O	_


1	▁«	O	_
2	▁Le	BN	_
3	▁démantèlement	BN	_
4	▁des	IN	_
5	▁installations	EN	_
6	▁et	O	_
7	▁la	BN	_
8	▁démolition	EN	_
9	/	O	_
10	dé	BN	_
11	construction	EN	_
12	▁des	BO	_
13	▁bâtiments	EO	_
14	▁ont	BN	_
15	▁été	IN	_
16	▁réalisés	EN	_
17	▁en	BT	_
