1	▁La	BO	_
2	▁société	IO	_
3	▁P	EO	_
4	ly	EO	_
5	mouth	EO	_
6	▁est	BN	_
7	▁située	IL	_
8	▁à	IL	_
9	▁Fe	IL	_
10	y	IL	_
11	zin	IL	_
12	▁à	IL	_
13	▁environ	IL	_
14	▁10	IL	_
15	▁km	IL	_
16	▁au	IL	_
17	▁sud	IL	_
18	▁de	IL	_
19	▁Lyon	EL	_
20	.	O	_


1	▁Le	BO	_
2	▁site	EO	_
3	▁est	O	_
4	▁bord	BL	_
5	é	BL	_
6	▁à	IL	_
7	▁l	IL	_
8	'	IL	_
9	ouest	IL	_
10	▁par	IL	_
11	▁le	IL	_
12	▁Rhône	EL	_
13	.	O	_


1	▁Une	O	_
2	▁n	O	_
3	appe	O	_
4	▁d	O	_
5	'	O	_
6	eaux	O	_
7	▁souterrain	O	_
8	es	O	_
9	▁se	BL	_
10	▁trouve	IL	_
11	▁au	IL	_
12	▁droit	IL	_
13	▁du	IL	_
14	▁site	EL	_
15	▁à	IL	_
16	▁10	IL	_
17	,	IL	_
18	2	IN	_
19	▁m	EN	_
20	▁de	O	_
21	▁profondeur	O	_
22	.	O	_


1	▁Cette	O	_
2	▁profondeur	O	_
3	▁peut	O	_
4	▁varier	O	_
5	▁de	O	_
6	▁5	O	_
7	▁m	O	_
8	▁à	O	_
9	▁cause	O	_
10	▁de	O	_
11	▁la	O	_
12	▁présence	O	_
13	▁du	BO	_
14	▁canal	IO	_
15	▁de	IO	_
16	▁dé	EO	_
17	riv	EO	_
18	ation	EO	_
19	▁à	BL	_
20	▁l	IL	_
21	'	IL	_
22	est	IL	_
23	▁du	IL	_
24	▁site	EL	_
25	.	O	_


1	▁Son	BO	_
2	▁sens	EO	_
3	▁d	O	_
4	'	O	_
5	écoulement	O	_
6	▁se	O	_
7	▁dirige	IL	_
8	▁vers	IL	_
9	▁le	IL	_
10	▁nord	IL	_
11	/	IL	_
12	ouest	IL	_
13	-	IL	_
14	sud	IL	_
15	-	EL	_
16	est	EL	_
17	.	O	_


1	▁Une	BO	_
2	▁n	EO	_
3	appe	EO	_
4	▁perché	EO	_
5	e	EO	_
6	▁se	BL	_
7	▁trouve	IL	_
8	▁également	IL	_
9	▁au	IL	_
10	▁droit	IL	_
11	▁du	IL	_
12	▁site	EL	_
13	▁à	O	_
14	▁une	O	_
15	▁profondeur	O	_
16	▁de	O	_
17	▁4	O	_
18	▁m	O	_
19	.	O	_


1	▁Elle	O	_
2	▁pro	O	_
3	viendra	O	_
4	it	O	_
5	▁de	O	_
6	▁la	BN	_
7	▁lente	IN	_
8	▁vidange	EN	_
9	▁du	O	_
10	▁bassin	BO	_
11	▁résiduel	EO	_
12	.	O	_


1	▁Le	BO	_
2	▁site	EO	_
3	▁est	BL	_
4	▁implanté	IL	_
5	▁dans	IL	_
6	▁une	IL	_
7	▁zone	IL	_
8	▁in	IL	_
9	onda	EL	_
10	ble	O	_
11	▁à	O	_
12	▁crue	O	_
13	▁cent	O	_
14	en	O	_
15	nale	O	_
16	.	O	_


1	▁La	BO	_
2	▁société	EO	_
3	▁bénéficie	BR	_
4	▁d	ER	_
5	'	ER	_
6	un	BO	_
7	▁arrêté	IO	_
8	▁préfectoral	EO	_
9	▁d	O	_
10	'	O	_
11	autorisation	BO	_
12	▁d	IO	_
13	'	IO	_
14	exploiter	EO	_
15	▁datant	BT	_
16	▁du	IT	_
17	▁12	IT	_
18	/01/19	IT	_
19	93	ET	_
20	.	ET	_


1	▁Elle	BA	_
2	▁réalise	IA	_
3	▁la	IA	_
4	▁transformation	IA	_
5	▁du	IA	_
6	▁caoutchouc	IA	_
7	▁et	IA	_
8	▁de	IA	_
9	▁matières	IA	_
10	▁plastiques	EA	_
11	.	O	_


1	▁Le	BO	_
2	▁site	EO	_
3	▁de	O	_
4	▁l	O	_
5	'	O	_
6	établissement	O	_
7	▁a	BN	_
8	▁été	IN	_
9	▁sélectionné	EN	_
10	▁au	O	_
11	▁titre	O	_
12	▁de	O	_
13	▁la	O	_
14	▁circulaire	O	_
15	▁du	O	_
16	▁03	BT	_
17	/04	IT	_
18	/	ET	_
19	1996	ET	_
20	.	ET	_


1	▁En	O	_
2	▁effet	O	_
3	,	O	_
4	▁cette	O	_
5	▁circulaire	O	_
6	▁prévoit	BR	_
7	▁la	BN	_
8	▁réalisation	BN	_
9	▁de	IN	_
10	▁diagnostic	EN	_
11	s	EN	_
12	▁in	EN	_
13	it	EN	_
14	iaux	EN	_
15	▁et	O	_
16	▁de	O	_
17	▁l	BN	_
18	'	BN	_
19	évaluation	BN	_
20	▁simplifiée	IN	_
21	▁des	IN	_
22	▁risques	EN	_
23	▁(	O	_
24	ES	O	_
25	R	O	_
26	)	O	_
27	▁sur	O	_
28	▁les	BO	_
29	▁sites	IO	_
30	▁industriels	EO	_
31	▁en	IL	_
32	▁activité	EL	_
33	.	O	_


1	▁L	O	_
2	'	O	_
3	objectif	O	_
4	▁de	O	_
5	▁ces	O	_
6	▁études	O	_
7	▁est	O	_
8	▁de	O	_
9	▁classer	O	_
10	▁les	O	_
11	▁sites	O	_
12	,	O	_
13	▁au	O	_
14	▁regard	O	_
15	▁de	O	_
16	▁la	O	_
17	▁pollution	O	_
18	▁du	O	_
19	▁sol	O	_
20	▁et	O	_
21	▁du	O	_
22	▁sous	O	_
23	–	O	_
24	sol	O	_
25	▁en	O	_
26	▁trois	O	_
27	▁groupes	O	_
28	▁:	O	_


1	▁-	O	_
2	▁les	O	_
3	▁sites	O	_
4	▁"	O	_
5	ban	O	_
6	alis	O	_
7	ables	O	_
8	"	O	_
9	▁pour	O	_
10	▁l	BN	_
11	'	IN	_
12	usage	IN	_
13	▁déclaré	EN	_
14	▁(	O	_
15	actuel	O	_
16	▁ou	O	_
17	▁prévu	O	_
18	),	O	_


1	▁-	O	_
2	▁les	O	_
3	▁sites	O	_
4	▁à	O	_
5	▁surveiller	O	_
6	,	O	_


1	▁-	O	_
2	▁les	O	_
3	▁sites	O	_
4	▁nécessitant	O	_
5	▁des	O	_
6	▁investigations	EN	_
7	▁approfondie	EN	_
8	s	EN	_
9	.	O	_


1	▁Une	O	_
2	▁grille	O	_
3	▁annexé	O	_
4	e	O	_
5	▁à	O	_
6	▁cette	O	_
7	▁circulaire	O	_
8	▁précise	O	_
9	▁les	O	_
10	▁secteurs	O	_
11	▁d	O	_
12	'	O	_
13	activité	O	_
14	▁prioritaires	O	_
15	.	O	_


1	▁On	O	_
2	▁y	O	_
3	▁trouve	O	_
4	▁en	O	_
5	▁priorité	O	_
6	▁1	O	_
7	,	O	_
8	▁les	BO	_
9	▁installations	EO	_
10	▁liées	BR	_
11	▁au	ER	_
12	▁secteur	IA	_
13	▁du	IA	_
14	▁déchet	EA	_
15	,	O	_
16	▁de	O	_
17	▁la	O	_
18	▁chimie	O	_
19	▁(	O	_
20	pé	O	_
21	tro	O	_
22	chimie	O	_
23	,	O	_
24	▁pharmacie	O	_
25	...),	O	_
26	▁de	O	_
27	▁la	O	_
28	▁métallurgie	O	_
29	,	O	_
30	▁du	O	_
31	▁textile	O	_
32	,	O	_
33	▁de	O	_
34	▁la	O	_
35	▁cristal	O	_
36	lerie	O	_
37	,	O	_
38	▁des	O	_
39	▁dépôts	O	_
40	▁d	O	_
41	'	O	_
42	hydrocarbures	O	_
43	.	O	_


1	▁165	O	_
2	▁entreprises	O	_
3	▁ont	O	_
4	▁été	O	_
5	▁proposées	O	_
6	▁en	O	_
7	▁Rhône	BT	_
8	-	EL	_
9	Alpes	EL	_
10	.	O	_


1	▁L	BO	_
2	'	BO	_
3	arrêté	IO	_
4	▁préfectoral	EO	_
5	▁du	O	_
6	▁09	BT	_
7	/10	IT	_
8	/	ET	_
9	1998	ET	_
10	▁a	BN	_
11	▁imposé	EN	_
12	▁à	O	_
13	▁l	BO	_
14	'	BO	_
15	exploitant	EO	_
16	▁cette	BN	_
17	▁étude	IN	_
18	▁de	IN	_
19	▁sol	EN	_
20	.	O	_


1	▁L	O	_
2	'	O	_
3	étude	O	_
4	▁d	O	_
5	'	O	_
6	ES	O	_
7	R	O	_
8	▁a	BN	_
9	▁été	IN	_
10	▁transmise	EN	_
11	▁à	O	_
12	▁l	BO	_
13	'	BO	_
14	administration	EO	_
15	▁le	BT	_
16	▁28	IT	_
17	/12/	IT	_
18	1999	ET	_
19	.	ET	_


1	▁Elle	O	_
2	▁met	O	_
3	▁en	O	_
4	▁évidence	O	_
5	▁une	BO	_
6	▁deuxième	BO	_
7	▁zone	IO	_
8	▁de	IO	_
9	▁pollution	EO	_
10	▁:	O	_


1	▁-	O	_
2	▁légère	O	_
3	▁pollution	O	_
4	▁des	O	_
5	▁sols	O	_
6	▁au	O	_
7	▁niveau	O	_
8	▁des	O	_
9	▁stockage	O	_
10	s	O	_
11	▁d	O	_
12	'	O	_
13	hydrocarbures	O	_
14	▁sans	O	_
15	▁atteinte	O	_
16	▁de	O	_
17	▁la	O	_
18	▁n	O	_
19	appe	O	_
20	▁(	O	_
21	jusqu	O	_
22	'	O	_
23	à	O	_
24	▁98	O	_
25	▁mg	O	_
26	/	O	_
27	kg	O	_
28	).	O	_


1	▁Les	O	_
2	▁conclusions	O	_
3	▁de	O	_
4	▁cette	O	_
5	▁ES	O	_
6	R	O	_
7	▁amène	O	_
8	nt	O	_
9	▁néanmoins	O	_
10	▁à	O	_
11	▁classer	O	_
12	▁ce	BO	_
13	▁site	BO	_
14	▁en	O	_
15	▁"	O	_
16	site	O	_
17	▁banal	O	_
18	isable	O	_
