1	▁Le	BO	_
2	▁site	EO	_
3	▁se	BL	_
4	▁situe	IL	_
5	▁dans	IL	_
6	▁le	IL	_
7	▁bourg	IL	_
8	▁de	IL	_
9	▁Neu	IL	_
10	vy	IL	_
11	-	IL	_
12	en	IL	_
13	-	EL	_
14	M	EL	_
15	auge	EL	_
16	s	EL	_
17	.	O	_


1	▁L	BO	_
2	’	BO	_
3	entreprise	IO	_
4	▁familiale	IO	_
5	▁O	IO	_
6	GER	IO	_
7	▁Père	IO	_
8	▁et	O	_
9	▁fils	O	_
10	▁(	O	_
11	SA	O	_
12	RL	O	_
13	),	O	_
14	▁débute	BA	_
15	▁l	BA	_
16	’	BN	_
17	exploitation	EN	_
18	▁de	O	_
19	▁la	BO	_
20	▁station	IO	_
21	▁service	EO	_
22	▁dans	BT	_
23	▁les	IT	_
24	▁années	IT	_
25	▁60	ET	_
26	.	ET	_


1	▁La	O	_
2	▁station	O	_
3	▁comprend	O	_
4	▁:	O	_


1	▁-	O	_
2	▁une	BO	_
3	▁cuve	IO	_
4	▁de	IO	_
5	▁stockage	EO	_
6	▁de	O	_
7	▁12	O	_
8	m	O	_
9	3	O	_
10	▁super	O	_
11	▁(	O	_
12	da	BT	_
13	tant	BT	_
14	▁de	IT	_
15	▁1974	ET	_
16	)	ET	_


1	▁-	O	_
2	▁une	O	_
3	▁cuve	O	_
4	▁de	O	_
5	▁5	O	_
6	,	O	_
7	5	O	_
8	▁m	O	_
9	3	O	_
10	▁essence	O	_
11	▁(	O	_
12	da	BT	_
13	tant	BT	_
14	▁de	IT	_
15	▁1987	ET	_
16	)	ET	_


1	▁-	O	_
2	▁une	BO	_
3	▁cuve	IN	_
4	▁enfoui	EN	_
5	e	O	_
6	▁de	O	_
7	▁3	O	_
8	▁m	O	_
9	3	O	_
10	▁ga	O	_
11	s	O	_
12	-	O	_
13	o	O	_
14	il	O	_
15	▁(	O	_
16	da	BT	_
17	tant	BT	_
18	▁de	IT	_
19	▁1963	ET	_
20	)	O	_


1	▁-	O	_
2	▁un	O	_
3	▁dispositif	O	_
4	▁de	O	_
5	▁distribution	O	_
6	▁avec	O	_
7	▁3	O	_
8	▁pompes	O	_
9	▁de	O	_
10	▁3	O	_
11	▁m	O	_
12	3/	O	_
13	h	O	_


1	▁L	BN	_
2	’	BN	_
3	installation	IN	_
4	▁est	BN	_
5	▁soumise	IN	_
6	▁à	IN	_
7	▁déclaration	EN	_
8	▁depuis	BT	_
9	▁1974	ET	_
10	▁(	O	_
11	ré	BO	_
12	cé	BN	_
13	p	EN	_
14	issé	EN	_
15	▁du	O	_
16	▁11	BT	_
17	/09	IT	_
18	/19	ET	_
19	74	ET	_
20	).	ET	_


1	▁La	BO	_
2	▁station	IO	_
3	▁service	EO	_
4	▁gérée	BR	_
5	▁par	O	_
6	▁la	BO	_
7	▁SARL	IO	_
8	▁O	IO	_
9	GER	IO	_
10	▁Père	IO	_
11	▁et	IO	_
12	▁fils	EO	_
13	▁a	BN	_
14	▁cessé	IN	_
15	▁son	IN	_
16	▁activité	EN	_
17	▁sur	O	_
18	▁le	O	_
19	▁site	BO	_
20	▁depuis	BT	_
21	▁le	IT	_
22	▁16	IT	_
23	▁novembre	IT	_
24	▁2006.	ET	_


1	▁Suite	BR	_
2	▁à	BN	_
3	▁une	IN	_
4	▁forte	IN	_
5	▁odeur	IN	_
6	▁détecté	EN	_
7	e	EN	_
8	▁par	O	_
9	▁un	BO	_
10	▁particulier	EO	_
11	▁rive	EO	_
12	rain	EO	_
13	▁de	O	_
14	▁la	O	_
15	▁station	O	_
16	▁service	O	_
17	▁(	O	_
18	s	BL	_
19	it	BL	_
20	ué	IL	_
21	▁à	IL	_
22	▁15	IL	_
23	m	IL	_
24	▁au	IL	_
25	▁Sud	EL	_
26	)	O	_
27	▁en	O	_
28	▁utilisant	O	_
29	▁l	O	_
30	'	O	_
31	eau	O	_
32	▁de	O	_
33	▁son	O	_
34	▁puits	O	_
35	,	O	_
