1	▁Le	BO	_
2	▁site	IO	_
3	▁de	IO	_
4	▁Saint	IO	_
5	▁Quentin	EO	_
6	▁a	BN	_
7	▁accueilli	EN	_
8	▁une	BO	_
9	▁usine	EO	_
10	▁fabriqu	BA	_
11	ant	BA	_
12	▁du	IA	_
13	▁gaz	EA	_
14	▁à	BR	_
15	▁partir	IR	_
16	▁de	ER	_
17	▁la	BA	_
18	▁dis	IA	_
19	till	IA	_
20	ation	IA	_
21	▁de	IA	_
22	▁la	IA	_
23	▁h	EA	_
24	ouille	EA	_
25	.	O	_


1	▁Actuellement	O	_
2	,	O	_
3	▁il	O	_
4	▁est	O	_
5	▁utilisé	O	_
6	▁pour	O	_
7	▁les	O	_
8	▁besoins	O	_
9	▁d	O	_
10	’	O	_
11	EDF	O	_
12	/	O	_
13	G	O	_
14	DF	O	_
15	.	O	_


1	▁Gaz	BO	_
2	▁de	IO	_
3	▁France	EO	_
4	▁a	BN	_
5	▁hi	EN	_
6	ér	EN	_
7	arch	EN	_
8	isé	EN	_
9	▁ses	BO	_
10	▁actions	EO	_
11	▁sur	O	_
12	▁les	O	_
13	▁4	BO	_
14	67	BO	_
15	▁sites	EO	_
16	▁d	O	_
17	'	O	_
18	ancienne	O	_
19	s	O	_
20	▁usines	O	_
21	▁à	O	_
22	▁gaz	O	_
23	▁qu	O	_
24	'	O	_
25	il	O	_
26	▁gère	O	_
27	,	O	_
28	▁répartis	O	_
29	▁sur	O	_
30	▁l	O	_
31	'	O	_
32	ensemble	O	_
33	▁du	O	_
34	▁territoire	O	_
35	.	O	_


1	▁La	O	_
2	▁méthodologie	O	_
3	▁retenue	O	_
4	▁a	O	_
5	▁cons	O	_
6	ist	O	_
7	é	O	_
8	▁à	O	_
9	▁hi	BN	_
10	ér	BN	_
11	arch	BN	_
12	iser	BN	_
13	▁les	BO	_
14	▁sites	EO	_
15	▁en	BR	_
16	▁fonction	IR	_
17	▁de	ER	_
18	▁leur	BO	_
19	▁sensibilité	EO	_
20	▁vis	BR	_
21	▁à	IR	_
22	▁vis	IR	_
23	▁de	ER	_
24	▁l	BO	_
25	'	BO	_
26	environnement	EO	_
27	▁(	O	_
28	usage	O	_
29	▁du	O	_
30	▁site	O	_
31	,	O	_
32	▁vulnérabilité	O	_
33	▁des	O	_
34	▁eaux	O	_
35	▁souterrain	O	_
36	es	O	_
37	▁et	O	_
38	▁superficielle	O	_
39	s	O	_
40	,	O	_
41	▁présence	O	_
42	▁et	O	_
43	▁type	O	_
44	▁de	O	_
45	▁population	O	_
46	▁sur	O	_
47	▁le	O	_
48	▁site	O	_
49	...).	O	_


1	▁L	BN	_
2	'	BN	_
3	application	EN	_
4	▁de	O	_
5	▁cette	BO	_
6	▁méthode	EO	_
7	▁a	BR	_
8	▁abouti	IR	_
9	▁à	ER	_
10	▁l	BN	_
11	'	BN	_
12	établissement	EN	_
13	▁de	O	_
14	▁5	BO	_
15	▁classes	IO	_
16	▁de	IO	_
17	▁priorité	EO	_
18	▁pour	O	_
19	▁lesquelles	O	_
20	▁les	BO	_
21	▁engagements	EO	_
22	▁de	O	_
23	▁Gaz	BO	_
24	▁de	IO	_
25	▁France	EO	_
26	▁ont	BR	_
27	▁fait	IR	_
28	▁l	IR	_
29	'	IR	_
30	objet	IR	_
31	▁d	ER	_
32	'	ER	_
33	un	BO	_
34	▁protocole	IO	_
35	▁d	IO	_
36	'	IO	_
37	accord	EO	_
38	s	EO	_
39	▁relatifs	BR	_
40	▁à	ER	_
41	▁la	BO	_
42	▁maîtrise	EO	_
43	▁et	O	_
44	▁au	O	_
45	▁suivi	BO	_
46	▁de	O	_
47	▁la	BN	_
48	▁réhabilitation	EN	_
49	▁des	O	_
50	▁anciens	BO	_
51	▁terrains	IO	_
52	▁d	IO	_
53	'	IO	_
54	usine	IO	_
55	s	IO	_
56	▁à	IO	_
57	▁gaz	EO	_
58	▁entre	BR	_
59	▁le	BO	_
60	▁Ministère	IO	_
61	▁de	IO	_
62	▁l	IO	_
63	'	IO	_
64	Environnement	EO	_
65	▁et	O	_
66	▁Gaz	BO	_
67	▁de	IO	_
68	▁France	EO	_
69	▁signé	BN	_
70	▁le	BT	_
71	▁25	IT	_
72	▁avril	IT	_
73	▁1996	ET	_
74	.	O	_


1	▁Le	BO	_
2	▁site	EO	_
3	▁de	IO	_
4	▁Saint	IO	_
5	▁Quentin	EO	_
6	▁est	O	_
7	▁en	O	_
8	▁classe	O	_
9	▁3	O	_
10	▁du	O	_
11	▁protocole	O	_
12	.	O	_


1	▁De	O	_
2	▁ce	O	_
3	▁fait	O	_
4	,	O	_
5	▁c	O	_
6	'	O	_
7	est	O	_
8	▁un	O	_
9	▁site	O	_
10	▁dont	O	_
11	▁la	O	_
12	▁sensibilité	O	_
13	▁vis	O	_
14	▁à	O	_
15	▁vis	O	_
16	▁de	O	_
17	▁l	O	_
18	'	O	_
19	homme	O	_
20	,	O	_
21	▁des	O	_
22	▁eaux	O	_
23	▁souterrain	O	_
24	es	O	_
25	▁et	O	_
26	▁superficielle	O	_
27	s	O	_
28	▁est	O	_
29	▁faible	O	_
30	.	O	_


1	▁Un	O	_
2	▁document	O	_
3	▁intitulé	O	_
4	▁"	O	_
5	r	O	_
6	apport	O	_
7	▁par	O	_
8	cell	O	_
9	aire	O	_
10	"	O	_
11	▁concernant	O	_
12	▁l	O	_
13	'	O	_
14	ancienne	O	_
15	▁usine	O	_
16	▁à	O	_
17	▁gaz	O	_
18	▁de	O	_
19	▁Saint	IL	_
20	▁Quentin	EL	_
21	▁a	BN	_
22	▁été	IN	_
23	▁transmis	EN	_
24	▁par	O	_
25	▁G	O	_
26	DF	O	_
27	▁à	O	_
28	▁l	BO	_
29	'	BO	_
30	Inspection	IO	_
31	▁des	IO	_
32	▁installations	IO	_
33	▁classées	EO	_
34	▁en	BT	_
35	▁octobre	IT	_
36	▁2003	ET	_
37	.	O	_


1	▁Il	BO	_
2	▁a	BN	_
3	▁été	IN	_
4	▁procédé	EN	_
5	▁à	ER	_
6	▁la	BN	_
7	▁reconnaissance	EN	_
8	▁d	O	_
9	'	O	_
10	anciens	O	_
11	▁ouvrages	O	_
12	▁souterrain	O	_
13	s	O	_
14	▁sur	O	_
15	▁le	O	_
16	▁site	O	_
17	.	O	_


1	▁Deux	BO	_
2	▁ouvrages	EO	_
3	▁ont	BN	_
4	▁ainsi	BN	_
5	▁été	IN	_
6	▁identifiés	EN	_
7	▁;	O	_
8	▁ils	O	_
9	▁avaient	BN	_
10	▁déjà	IN	_
11	▁été	IN	_
12	▁re	EN	_
13	mbl	EN	_
14	ay	EN	_
15	és	EN	_
16	.	O	_


1	▁Par	O	_
2	▁ailleurs	O	_
3	,	O	_
4	▁Gaz	BO	_
5	▁de	IO	_
6	▁France	EO	_
7	▁s	BN	_
8	’	BN	_
9	est	IN	_
10	▁engagé	IN	_
11	▁à	O	_
12	▁réaliser	BN	_
13	▁un	BN	_
14	▁diagnostic	IN	_
15	▁initial	EN	_
16	▁en	BR	_
17	▁préalable	IR	_
18	▁à	ER	_
19	▁toute	BN	_
20	▁opération	IN	_
21	▁de	IN	_
22	▁vente	EN	_
23	,	O	_
24	▁cession	BN	_
25	▁ou	O	_
26	▁réaménagement	BN	_
27	.	O	_


1	▁Les	BO	_
2	▁conditions	IO	_
3	▁de	IO	_
4	▁réhabilitation	EO	_
5	▁définies	O	_
6	▁en	O	_
7	▁accord	O	_
8	▁avec	O	_
9	▁les	O	_
10	▁services	O	_
11	▁de	O	_
12	▁l	BO	_
13	'	BO	_
14	Inspection	IO	_
15	▁des	IO	_
16	▁installations	IO	_
17	▁classées	EO	_
18	,	O	_
19	▁seront	O	_
20	▁adaptées	O	_
21	▁à	O	_
22	▁la	O	_
23	▁classe	O	_
24	▁de	O	_
25	▁sensibilité	O	_
26	▁du	O	_
27	▁site	O	_
28	▁et	O	_
29	▁à	O	_
30	▁sa	BN	_
31	▁destination	IN	_
32	▁future	EN	_
33	.	O	_


1	▁Site	BN	_
2	▁en	IN	_
3	▁activité	EN	_
4	▁sur	EN	_
5	▁lequel	O	_
6	▁se	O	_
7	▁trouvent	O	_
8	▁les	BO	_
9	▁installations	EO	_
10	▁de	O	_
11	▁RH	EO	_
12	OD	EO	_
13	IA	BO	_
14	▁PP	EO	_
15	MC	EO	_
16	▁et	O	_
17	▁celles	O	_
18	▁de	O	_
19	▁NO	BO	_
20	VA	BO	_
21	▁CHE	EO	_
22	MI	EO	_
23	CAL	EO	_
24	S	O	_
25	.	O	_


1	▁NO	BO	_
2	VA	BO	_
3	▁CHE	EO	_
4	MI	EO	_
5	CAL	EO	_
6	S	EO	_
7	▁exploite	BR	_
8	▁des	BA	_
9	▁installations	IA	_
10	▁de	IA	_
11	▁production	IA	_
12	▁de	IA	_
13	▁poly	IA	_
14	s	IA	_
15	ty	IA	_
16	rène	EA	_
17	▁exp	EA	_
18	ans	EA	_
19	é	EA	_
20	.	O	_


1	▁La	BO	_
2	▁société	IO	_
3	▁NO	IO	_
4	VA	IO	_
5	▁CHE	EO	_
6	MI	EO	_
7	CAL	EO	_
8	S	EO	_
9	▁exerce	BR	_
10	▁actuellement	IR	_
11	▁sur	ER	_
12	▁le	BO	_
13	▁site	EO	_
14	▁situé	BL	_
15	▁à	IL	_
16	▁RI	IL	_
17	BE	BO	_
18	COURT	BO	_
19	▁D	BO	_
20	RES	EO	_
21	LIN	EO	_
22	COURT	EO	_
23	▁une	BA	_
