#54.0134

#La société ROCHLING PERMALI COMPOSITES exploite sur le terrain de la commune de MAXEVILLE des installations de transformation de polymères.
1	La	le	DET	_	_	2	det	_	_
2	société	société	NOUN	_	_	6	nsubj	_	_
3	ROCHLING	ROCHLING	PROPN	_	_	2	appos	_	_
4	PERMALI	PERMALI	PROPN	_	_	3	flat:name	_	_
5	COMPOSITES	COMPOSITES	PROPN	_	_	4	flat:name	_	_
6	exploite	exploite	VERB	_	_	6	ROOT	_	_
7	sur	sur	ADP	_	_	9	case	_	_
8	le	le	DET	_	_	9	det	_	_
9	terrain	terrain	NOUN	_	_	6	obl:mod	_	_
10	de	de	ADP	_	_	12	case	_	_
11	la	le	DET	_	_	12	det	_	_
12	commune	commune	NOUN	_	_	9	nmod	_	_
13	de	de	ADP	_	_	14	case	_	_
14	MAXEVILLE	MAXEVILLE	PROPN	_	_	12	nmod	_	_
15	des	un	DET	_	_	16	det	_	_
16	installations	installation	NOUN	_	_	6	obj	_	_
17	de	de	ADP	_	_	18	case	_	_
18	transformation	transformation	NOUN	_	_	16	nmod	_	_
19	de	de	ADP	_	_	20	case	_	_
20	polymères	polymère	NOUN	_	_	18	nmod	_	_
21	.	.	PUNCT	_	_	6	punct	_	_


#Elle est soumise à autorisation au titre de la législation des installations classées pour la protection de l'environnement par l'arrêté préfectoral du 11 juin 2004.
1	Elle	lui	PRON	_	_	3	nsubj:pass	_	_
2	est	être	AUX	_	_	3	aux:pass	_	_
3	soumise	soumettre	VERB	_	_	3	ROOT	_	_
4	à	à	ADP	_	_	5	case	_	_
5	autorisation	autorisation	NOUN	_	_	3	obl:arg	_	_
6	au	au	ADP	_	_	7	case	_	_
7	titre	titre	NOUN	_	_	3	obl:mod	_	_
8	de	de	ADP	_	_	10	case	_	_
9	la	le	DET	_	_	10	det	_	_
10	législation	législation	NOUN	_	_	7	nmod	_	_
11	des	de	ADP	_	_	12	case	_	_
12	installations	installation	NOUN	_	_	10	nmod	_	_
13	classées	classer	VERB	_	_	12	acl	_	_
14	pour	pour	ADP	_	_	16	case	_	_
15	la	le	DET	_	_	16	det	_	_
16	protection	protection	NOUN	_	_	13	obl:arg	_	_
17	de	de	ADP	_	_	19	case	_	_
18	l'	le	DET	_	_	19	det	_	_
19	environnement	environnement	NOUN	_	_	16	nmod	_	_
20	par	par	ADP	_	_	22	case	_	_
21	l'	le	DET	_	_	22	det	_	_
22	arrêté	arrêté	NOUN	_	_	3	obl:agent	_	_
23	préfectoral	préfectoral	ADJ	_	_	22	amod	_	_
24	du	de	ADP	_	_	25	case	_	_
25	11	11	NUM	_	_	22	nmod	_	_
26	juin	juin	NOUN	_	_	25	nmod	_	_
27	2004	2004	NUM	_	_	26	nmod	_	_
28	.	.	PUNCT	_	_	3	punct	_	_


#En 2008, la société cesse partiellement ses activités sur les parcelles 143 et 147 de la section AD.
1	En	en	ADP	_	_	2	case	_	_
2	2008	2008	PUNCT	_	_	6	obl:mod	_	_
3	,	,	PUNCT	_	_	6	punct	_	_
4	la	le	DET	_	_	5	det	_	_
5	société	société	NOUN	_	_	6	nsubj	_	_
6	cesse	cesse	VERB	_	_	6	ROOT	_	_
7	partiellement	partiellement	ADV	_	_	6	advmod	_	_
8	ses	son	DET	_	_	9	det	_	_
9	activités	activité	NOUN	_	_	6	obj	_	_
10	sur	sur	ADP	_	_	12	case	_	_
11	les	le	DET	_	_	12	det	_	_
12	parcelles	parcelle	NOUN	_	_	6	obl:mod	_	_
13	143	143	NUM	_	_	12	nummod	_	_
14	et	et	CCONJ	_	_	15	cc	_	_
15	147	147	NUM	_	_	13	conj	_	_
16	de	de	ADP	_	_	18	case	_	_
17	la	le	DET	_	_	18	det	_	_
18	section	section	NOUN	_	_	12	nmod	_	_
19	AD	ad	NOUN	_	_	18	nmod	_	_
20	.	.	PUNCT	_	_	6	punct	_	_


#Les investigations menées sur les terrains libérés suite à la cessation d'activité ont mis en évidence une contamination des sols en hydrocarbures aromatiques polycycliques (HAP), zinc, plomb et hydrocarbures totaux (HCT).
1	Les	le	DET	_	_	2	det	_	_
2	investigations	investigation	NOUN	_	_	15	nsubj	_	_
3	menées	mener	VERB	_	_	2	acl	_	_
4	sur	sur	ADP	_	_	6	case	_	_
5	les	le	DET	_	_	6	det	_	_
6	terrains	terrain	NOUN	_	_	3	obl:mod	_	_
7	libérés	libérer	VERB	_	_	6	acl	_	_
8	suite	suite	NOUN	_	_	11	case	_	_
9	à	à	ADP	_	_	8	fixed	_	_
10	la	le	DET	_	_	11	det	_	_
11	cessation	cessation	NOUN	_	_	7	obl:mod	_	_
12	d'	de	ADP	_	_	13	case	_	_
13	activité	activité	NOUN	_	_	11	nmod	_	_
14	ont	avoir	AUX	_	_	15	aux:tense	_	_
15	mis	mettre	VERB	_	_	15	ROOT	_	_
