#77.0078

#Les Etablissements BRUN ont été autorisés par arrêté préfectoral (n° 72 DAGR 2EC 80 en date du 27 avril 1972 rectifié le 17 mai 1972) à exploiter un atelier où l’on travaille le bois comportant un stock de bois de plus de 75 m3, et ont déclaré la cessation de leur activités le 6 juin 2000.
1	Les	le	DET	_	_	2	det	_	_
2	Etablissements	etablissement	NOUN	_	_	6	nsubj:pass	_	_
3	BRUN	BRUN	PROPN	_	_	2	nmod	_	_
4	ont	avoir	AUX	_	_	6	aux:tense	_	_
5	été	être	AUX	_	_	6	aux:pass	_	_
6	autorisés	autoriser	VERB	_	_	6	ROOT	_	_
7	par	par	ADP	_	_	8	case	_	_
8	arrêté	arrêté	NOUN	_	_	6	obl:mod	_	_
9	préfectoral	préfectoral	ADJ	_	_	8	amod	_	_
10	(	(	PUNCT	_	_	8	punct	_	_
11	n°	numéro	NOUN	_	_	8	appos	_	_
12	72	72	NUM	_	_	11	nummod	_	_
13	DAGR	DAGR	PROPN	_	_	11	nmod	_	_
14	2EC	2ec	NOUN	_	_	13	nmod	_	_
15	80	80	NUM	_	_	14	nummod	_	_
16	en	en	ADP	_	_	17	case	_	_
17	date	date	NOUN	_	_	11	nmod	_	_
18	du	de	ADP	_	_	19	case	_	_
19	27	27	NUM	_	_	17	nmod	_	_
20	avril	avril	NOUN	_	_	19	nmod	_	_
21	1972	1972	NUM	_	_	20	nmod	_	_
22	rectifié	rectifier	VERB	_	_	19	acl	_	_
23	le	le	DET	_	_	24	det	_	_
24	17	17	NUM	_	_	22	obl:mod	_	_
25	mai	mai	NOUN	_	_	24	nmod	_	_
26	1972	1972	NUM	_	_	25	nmod	_	_
27	)	)	PUNCT	_	_	8	punct	_	_
28	à	à	ADP	_	_	29	mark	_	_
29	exploiter	exploiter	VERB	_	_	6	xcomp	_	_
30	un	un	DET	_	_	31	det	_	_
31	atelier	atelier	NOUN	_	_	29	obj	_	_
32	où	où	PRON	_	_	35	iobj	_	_
33	l’	l’	PRON	_	_	35	nsubj	_	_
34	on	on	PRON	_	_	35	nsubj	_	_
35	travaille	travaille	VERB	_	_	31	acl:relcl	_	_
36	le	le	DET	_	_	37	det	_	_
37	bois	bois	NOUN	_	_	35	obj	_	_
38	comportant	comporter	VERB	_	_	37	acl	_	_
39	un	un	DET	_	_	40	det	_	_
40	stock	stock	NOUN	_	_	38	obj	_	_
41	de	de	ADP	_	_	42	case	_	_
42	bois	bois	NOUN	_	_	40	nmod	_	_
43	de	de	ADP	_	_	47	case	_	_
44	plus	plus	ADV	_	_	46	advmod	_	_
45	de	de	ADP	_	_	44	fixed	_	_
46	75	75	NUM	_	_	47	nummod	_	_
47	m3	m3	PUNCT	_	_	40	nmod	_	_
48	,	,	PUNCT	_	_	29	punct	_	_
49	et	et	CCONJ	_	_	51	cc	_	_
50	ont	avoir	AUX	_	_	51	aux:tense	_	_
51	déclaré	déclarer	VERB	_	_	6	conj	_	_
52	la	le	DET	_	_	53	det	_	_
53	cessation	cessation	NOUN	_	_	51	obj	_	_
54	de	de	ADP	_	_	56	case	_	_
55	leur	leur	DET	_	_	56	det	_	_
56	activités	activité	NOUN	_	_	53	nmod	_	_
57	le	le	DET	_	_	58	det	_	_
58	6	6	NUM	_	_	51	obl:mod	_	_
59	juin	juin	NOUN	_	_	58	nmod	_	_
60	2000	2000	NUM	_	_	59	nmod	_	_
61	.	.	PUNCT	_	_	6	punct	_	_


#Ce site, d'environ 12 000 m², compris entre l’avenue de Sens et la route de l’Orvanne comportait une dizaine de hangars permettant le séchage des bois.
1	Ce	ce	DET	_	_	2	det	_	_
2	site	site	NOUN	_	_	22	nsubj	_	_
3	,	,	PUNCT	_	_	2	punct	_	_
4	d'	de	ADP	_	_	8	case	_	_
5	environ	environ	ADV	_	_	8	advmod	_	_
6	12	12	DET	_	_	8	det	_	_
7	000	000	DET	_	_	8	det	_	_
8	m²	m²	NOUN	_	_	2	nmod	_	_
9	,	,	PUNCT	_	_	2	punct	_	_
10	compris	comprendre	VERB	_	_	2	acl	_	_
11	entre	entre	ADP	_	_	13	case	_	_
12	l’	l’	DET	_	_	13	det	_	_
13	avenue	avenue	NOUN	_	_	10	obl:arg	_	_
14	de	de	ADP	_	_	15	case	_	_
15	Sens	Sens	PROPN	_	_	13	nmod	_	_
16	et	et	CCONJ	_	_	18	cc	_	_
17	la	le	DET	_	_	18	det	_	_
18	route	route	NOUN	_	_	13	conj	_	_
19	de	de	ADP	_	_	21	case	_	_
20	l’	l’	DET	_	_	21	det	_	_
21	Orvanne	Orvanne	PROPN	_	_	18	nmod	_	_
22	comportait	comporter	VERB	_	_	22	ROOT	_	_
23	une	un	DET	_	_	24	det	_	_
24	dizaine	dizaine	NOUN	_	_	22	obj	_	_
25	de	de	ADP	_	_	26	case	_	_
26	hangars	hangar	NOUN	_	_	24	nmod	_	_
27	permettant	permettre	VERB	_	_	26	acl	_	_
28	le	le	DET	_	_	29	det	_	_
29	séchage	séchage	NOUN	_	_	27	obj	_	_
30	des	de	ADP	_	_	31	case	_	_
31	bois	bois	NOUN	_	_	29	nmod	_	_
32	.	.	PUNCT	_	_	22	punct	_	_


#Cet établissement se livrait principalement aux activités de négoce et de vente au détail du bois.
1	Cet	ce	DET	_	_	2	det	_	_
2	établissement	établissement	NOUN	_	_	4	nsubj	_	_
3	se	se	PRON	_	_	4	expl:comp	_	_
4	livrait	livrer	VERB	_	_	4	ROOT	_	_
5	principalement	principalement	ADV	_	_	4	advmod	_	_
6	aux	à	ADP	_	_	7	case	_	_
7	activités	activité	NOUN	_	_	4	obl:arg	_	_
8	de	de	ADP	_	_	9	case	_	_
9	négoce	négoce	NOUN	_	_	7	nmod	_	_
10	et	et	CCONJ	_	_	12	cc	_	_
11	de	de	ADP	_	_	12	case	_	_
12	vente	vente	NOUN	_	_	9	conj	_	_
13	au	au	ADP	_	_	14	case	_	_
14	détail	détail	NOUN	_	_	12	nmod	_	_
15	du	de	ADP	_	_	16	case	_	_
16	bois	bois	NOUN	_	_	14	nmod	_	_
17	.	.	PUNCT	_	_	4	punct	_	_


#Au regard des éléments portés dans le dossier, la seule activité susceptible de générer des pollutions était le petit tunnel de charpentier permettant de procéder à un traitement du bois.
1	Au	au	ADP	_	_	2	case	_	_
2	regard	regard	NOUN	_	_	21	obl:mod	_	_
3	des	de	ADP	_	_	4	case	_	_
4	éléments	élément	NOUN	_	_	2	nmod	_	_
5	portés	porter	VERB	_	_	4	acl	_	_
6	dans	dans	ADP	_	_	8	case	_	_
7	le	le	DET	_	_	8	det	_	_
8	dossier	dossier	NOUN	_	_	5	obl:mod	_	_
9	,	,	PUNCT	_	_	21	punct	_	_
10	la	le	DET	_	_	12	det	_	_
11	seule	seul	ADJ	_	_	12	amod	_	_
12	activité	activité	NOUN	_	_	21	nsubj	_	_
13	susceptible	susceptible	ADJ	_	_	12	amod	_	_
14	de	de	ADP	_	_	15	mark	_	_
15	générer	générer	VERB	_	_	13	xcomp	_	_
16	des	un	DET	_	_	17	det	_	_
17	pollutions	pollution	NOUN	_	_	15	obj	_	_
18	était	être	AUX	_	_	21	cop	_	_
19	le	le	DET	_	_	21	det	_	_
20	petit	petit	ADJ	_	_	21	amod	_	_
21	tunnel	tunnel	NOUN	_	_	21	ROOT	_	_
22	de	de	ADP	_	_	23	case	_	_
23	charpentier	charpentier	NOUN	_	_	21	nmod	_	_
24	permettant	permettre	VERB	_	_	21	acl	_	_
25	de	de	ADP	_	_	26	mark	_	_
26	procéder	procéder	VERB	_	_	24	xcomp	_	_
27	à	à	ADP	_	_	29	case	_	_
28	un	un	DET	_	_	29	det	_	_
29	traitement	traitement	NOUN	_	_	26	obl:arg	_	_
30	du	de	ADP	_	_	31	case	_	_
31	bois	bois	NOUN	_	_	29	nmod	_	_
32	.	.	PUNCT	_	_	21	punct	_	_


#Cette zone comprenait un système d’aspersion de Xylophène sur les poutres de bois à traiter.
1	Cette	ce	DET	_	_	2	det	_	_
2	zone	zone	NOUN	_	_	3	nsubj	_	_
3	comprenait	comprendre	VERB	_	_	3	ROOT	_	_
4	un	un	DET	_	_	5	det	_	_
5	système	système	NOUN	_	_	3	obj	_	_
6	d’	d’	ADP	_	_	7	case	_	_
7	aspersion	aspersion	NOUN	_	_	5	nmod	_	_
8	de	de	ADP	_	_	9	case	_	_
9	Xylophène	Xylophène	PROPN	_	_	7	nmod	_	_
10	sur	sur	ADP	_	_	12	case	_	_
11	les	le	DET	_	_	12	det	_	_
12	poutres	poutre	NOUN	_	_	5	nmod	_	_
13	de	de	ADP	_	_	14	case	_	_
14	bois	bois	NOUN	_	_	12	nmod	_	_
15	à	à	ADP	_	_	16	mark	_	_
16	traiter	traiter	VERB	_	_	12	acl	_	_
17	.	.	PUNCT	_	_	3	punct	_	_


#L’atelier de traitement a fonctionné de 1960 à 1977.
1	L’	l’	DET	_	_	2	det	_	_
2	atelier	atelier	NOUN	_	_	6	nsubj	_	_
3	de	de	ADP	_	_	4	case	_	_
4	traitement	traitement	NOUN	_	_	2	nmod	_	_
5	a	avoir	AUX	_	_	6	aux:tense	_	_
6	fonctionné	fonctionner	VERB	_	_	6	ROOT	_	_
7	de	de	ADP	_	_	8	case	_	_
8	1960	1960	NUM	_	_	6	obl:mod	_	_
9	à	à	ADP	_	_	10	case	_	_
10	1977	1977	NUM	_	_	8	nmod	_	_
11	.	.	PUNCT	_	_	6	punct	_	_


#Le xylophène, appelé SGR-6, était constitué, d’après le fabriquant (Xylochimie) de pentachlorophénol (PCP), de lindane et de fioul.
1	Le	le	DET	_	_	2	det	_	_
2	xylophène	xylophène	NOUN	_	_	8	nsubj:pass	_	_
3	,	,	PUNCT	_	_	2	punct	_	_
4	appelé	appeler	VERB	_	_	2	acl	_	_
5	SGR-6	sgr-6	NOUN	_	_	4	xcomp	_	_
6	,	,	PUNCT	_	_	8	punct	_	_
7	était	être	AUX	_	_	8	aux:pass	_	_
8	constitué	constituer	VERB	_	_	8	ROOT	_	_
9	,	,	PUNCT	_	_	8	punct	_	_
10	d’	d’	ADP	_	_	13	case	_	_
11	après	après	ADP	_	_	10	fixed	_	_
12	le	le	DET	_	_	13	det	_	_
13	fabriquant	fabriquant	NOUN	_	_	8	obl:mod	_	_
14	(	(	PUNCT	_	_	13	punct	_	_
15	Xylochimie	Xylochimie	PROPN	_	_	13	appos	_	_
16	)	)	PUNCT	_	_	13	punct	_	_
17	de	de	ADP	_	_	18	case	_	_
18	pentachlorophénol	pentachlorophénol	NOUN	_	_	13	nmod	_	_
19	(	(	PUNCT	_	_	18	punct	_	_
20	PCP	pcp	NOUN	_	_	18	appos	_	_
21	)	)	PUNCT	_	_	18	punct	_	_
22	,	,	PUNCT	_	_	24	punct	_	_
23	de	de	ADP	_	_	24	case	_	_
24	lindane	lindane	NOUN	_	_	18	conj	_	_
25	et	et	CCONJ	_	_	27	cc	_	_
26	de	de	ADP	_	_	27	case	_	_
27	fioul	fioul	NOUN	_	_	18	conj	_	_
28	.	.	PUNCT	_	_	8	punct	_	_


#Le tunnel fonctionnait avec un bac récupérateur sur une dalle béton de  64 m².
1	Le	le	DET	_	_	2	det	_	_
2	tunnel	tunnel	NOUN	_	_	3	nsubj	_	_
3	fonctionnait	fonctionner	VERB	_	_	3	ROOT	_	_
4	avec	avec	ADP	_	_	6	case	_	_
5	un	un	DET	_	_	6	det	_	_
6	bac	bac	NOUN	_	_	3	obl:arg	_	_
7	récupérateur	récupérateur	NOUN	_	_	6	amod	_	_
8	sur	sur	ADP	_	_	10	case	_	_
9	une	un	DET	_	_	10	det	_	_
10	dalle	dalle	NOUN	_	_	3	obl:mod	_	_
11	béton	béton	NOUN	_	_	10	nmod	_	_
12	de	de	ADP	_	_	13	case	_	_
13	 	 	SPACE	_	_	3	dep	_	_
14	64	64	NUM	_	_	15	nummod	_	_
15	m²	m²	NOUN	_	_	15	ROOT	_	_
16	.	.	PUNCT	_	_	16	ROOT	_	_


#Ce terrain se situerait à moins de 500m de l'Orvanne et d’1 km du Loing, et à proximité de commerces et de résidences privées.
1	Ce	ce	DET	_	_	2	det	_	_
2	terrain	terrain	NOUN	_	_	4	nsubj	_	_
3	se	se	PRON	_	_	4	expl:comp	_	_
4	situerait	situer	VERB	_	_	4	ROOT	_	_
5	à	à	ADP	_	_	9	case	_	_
6	moins	moins	ADV	_	_	8	advmod	_	_
7	de	de	ADP	_	_	6	fixed	_	_
8	500	500	NUM	_	_	9	nummod	_	_
9	m	m	NOUN	_	_	4	obl:arg	_	_
10	de	de	ADP	_	_	12	case	_	_
11	l'	le	DET	_	_	12	det	_	_
12	Orvanne	Orvanne	PROPN	_	_	9	nmod	_	_
13	et	et	CCONJ	_	_	15	cc	_	_
14	d’1	d’1	ADP	_	_	15	case	_	_
15	km	kilomètre	NOUN	_	_	12	conj	_	_
16	du	de	ADP	_	_	17	case	_	_
17	Loing	Loing	PROPN	_	_	15	nmod	_	_
18	,	,	PUNCT	_	_	4	punct	_	_
19	et	et	CCONJ	_	_	21	cc	_	_
20	à	à	ADP	_	_	21	case	_	_
21	proximité	proximité	NOUN	_	_	4	conj	_	_
22	de	de	ADP	_	_	23	case	_	_
23	commerces	commerce	NOUN	_	_	21	nmod	_	_
24	et	et	CCONJ	_	_	26	cc	_	_
25	de	de	ADP	_	_	26	case	_	_
26	résidences	résidence	NOUN	_	_	23	conj	_	_
27	privées	privé	ADJ	_	_	26	amod	_	_
28	.	.	PUNCT	_	_	4	punct	_	_


#Le site repose sur les alluvions du Loing, essentiellement constitués de sables plus ou moins argileux.
1	Le	le	DET	_	_	2	det	_	_
2	site	site	NOUN	_	_	3	nsubj	_	_
3	repose	repose	VERB	_	_	3	ROOT	_	_
4	sur	sur	ADP	_	_	6	case	_	_
5	les	le	DET	_	_	6	det	_	_
6	alluvions	alluvion	NOUN	_	_	3	obl:arg	_	_
7	du	de	ADP	_	_	8	case	_	_
8	Loing	Loing	PROPN	_	_	6	nmod	_	_
9	,	,	PUNCT	_	_	6	punct	_	_
10	essentiellement	essentiellement	ADV	_	_	11	advmod	_	_
11	constitués	constituer	VERB	_	_	6	acl	_	_
12	de	de	ADP	_	_	13	case	_	_
13	sables	sable	NOUN	_	_	11	obl:agent	_	_
14	plus	plus	ADV	_	_	17	advmod	_	_
15	ou	ou	CCONJ	_	_	16	cc	_	_
16	moins	moins	ADV	_	_	14	conj	_	_
17	argileux	argileux	ADJ	_	_	13	amod	_	_
18	.	.	PUNCT	_	_	3	punct	_	_


#La nappe phréatique, en relation hydraulique étroite avec le Loing, est attendue à de faible profondeur 4 à 5 mètres.
1	La	le	DET	_	_	2	det	_	_
2	nappe	nappe	NOUN	_	_	14	nsubj:pass	_	_
3	phréatique	phréatique	ADJ	_	_	2	amod	_	_
4	,	,	PUNCT	_	_	2	punct	_	_
5	en	en	ADP	_	_	6	case	_	_
6	relation	relation	NOUN	_	_	14	obl:mod	_	_
7	hydraulique	hydraulique	ADJ	_	_	6	amod	_	_
8	étroite	étroit	ADJ	_	_	6	amod	_	_
9	avec	avec	ADP	_	_	11	case	_	_
10	le	le	DET	_	_	11	det	_	_
11	Loing	Loing	PROPN	_	_	8	obl:arg	_	_
12	,	,	PUNCT	_	_	14	punct	_	_
13	est	être	AUX	_	_	14	aux:pass	_	_
14	attendue	attendre	VERB	_	_	14	ROOT	_	_
15	à	à	ADP	_	_	18	case	_	_
16	de	de	DET	_	_	18	det	_	_
17	faible	faible	ADJ	_	_	18	amod	_	_
18	profondeur	profondeur	NOUN	_	_	14	obl:arg	_	_
19	4	4	NUM	_	_	22	nummod	_	_
20	à	à	ADP	_	_	21	case	_	_
21	5	5	NUM	_	_	19	nmod	_	_
22	mètres	mètre	NOUN	_	_	18	nmod	_	_
23	.	.	PUNCT	_	_	14	punct	_	_


#Des investigations de terrains constitués d'une campagne de prélèvements de sol jusqu'à 2 m à la pelle mécanique ont mis en exegue, dès octobre 2000, la présence d'hydrocarbures (6300 mg/kg) et de pentachlorophénol(260 mg/kg) au delà des seuils de VCI usage sensible respectivement (5000 mg/kg et 100 mg/kg).
1	Des	un	DET	_	_	2	det	_	_
2	investigations	investigation	NOUN	_	_	22	nsubj	_	_
3	de	de	ADP	_	_	4	case	_	_
4	terrains	terrain	NOUN	_	_	2	nmod	_	_
5	constitués	constituer	VERB	_	_	4	acl	_	_
6	d'	de	ADP	_	_	8	case	_	_
7	une	un	DET	_	_	8	det	_	_
8	campagne	campagne	NOUN	_	_	5	obl:agent	_	_
9	de	de	ADP	_	_	10	case	_	_
10	prélèvements	prélèvement	NOUN	_	_	8	nmod	_	_
11	de	de	ADP	_	_	12	case	_	_
12	sol	sol	NOUN	_	_	10	nmod	_	_
13	jusqu'	jusque	ADP	_	_	16	case	_	_
14	à	à	ADP	_	_	16	case	_	_
15	2	2	NUM	_	_	16	nummod	_	_
16	m	m	NOUN	_	_	10	nmod	_	_
17	à	à	ADP	_	_	19	case	_	_
18	la	le	DET	_	_	19	det	_	_
19	pelle	pelle	NOUN	_	_	8	nmod	_	_
20	mécanique	mécanique	ADJ	_	_	19	amod	_	_
21	ont	avoir	AUX	_	_	22	aux:tense	_	_
22	mis	mettre	VERB	_	_	22	ROOT	_	_
23	en	en	ADP	_	_	24	case	_	_
24	exegue	exegue	NOUN	_	_	22	obl:arg	_	_
25	,	,	PUNCT	_	_	22	punct	_	_
26	dès	dès	ADP	_	_	27	case	_	_
27	octobre	octobre	NOUN	_	_	22	obl:mod	_	_
28	2000	2000	NUM	_	_	27	nmod	_	_
29	,	,	NUM	_	_	22	punct	_	_
30	la	le	DET	_	_	31	det	_	_
31	présence	présence	NOUN	_	_	22	obj	_	_
32	d'	de	ADP	_	_	33	case	_	_
33	hydrocarbures	hydrocarbure	NOUN	_	_	31	nmod	_	_
34	(	(	PUNCT	_	_	33	punct	_	_
35	6300	6300	NUM	_	_	36	nummod	_	_
36	mg	milligramme	NOUN	_	_	33	appos	_	_
37	/	sur	ADP	_	_	38	case	_	_
38	kg	kilogramme	NOUN	_	_	36	nmod	_	_
39	)	)	PUNCT	_	_	33	punct	_	_
40	et	et	CCONJ	_	_	42	cc	_	_
41	de	de	ADP	_	_	42	case	_	_
42	pentachlorophénol(260	pentachlorophénol(260	NOUN	_	_	43	nummod	_	_
43	mg	milligramme	NOUN	_	_	33	nmod	_	_
44	/	sur	ADP	_	_	45	case	_	_
45	kg	kilogramme	NOUN	_	_	43	nmod	_	_
46	)	)	PUNCT	_	_	33	punct	_	_
47	au	au	ADP	_	_	58	case	_	_
48	delà	delà	ADV	_	_	47	fixed	_	_
49	des	de	ADP	_	_	50	case	_	_
50	seuils	seuil	NOUN	_	_	47	dep	_	_
51	de	de	ADP	_	_	52	case	_	_
52	VCI	VCI	PROPN	_	_	50	nmod	_	_
53	usage	usage	NOUN	_	_	52	nmod	_	_
54	sensible	sensible	ADJ	_	_	53	amod	_	_
55	respectivement	respectivement	ADV	_	_	54	advmod	_	_
56	(	(	PUNCT	_	_	47	fixed	_	_
57	5000	5000	NUM	_	_	58	nummod	_	_
58	mg	milligramme	NOUN	_	_	31	nmod	_	_
59	/	sur	ADP	_	_	60	case	_	_
60	kg	kilogramme	NOUN	_	_	58	nmod	_	_
61	et	et	CCONJ	_	_	63	cc	_	_
62	100	100	NUM	_	_	63	nummod	_	_
63	mg	milligramme	NOUN	_	_	58	conj	_	_
64	/	sur	ADP	_	_	65	case	_	_
65	kg	kilogramme	NOUN	_	_	63	nmod	_	_
66	)	)	PUNCT	_	_	31	punct	_	_
67	.	.	PUNCT	_	_	22	punct	_	_


#Cette pollution pourrait toutefois s’étendre sous la dalle de béton.
1	Cette	ce	DET	_	_	2	det	_	_
2	pollution	pollution	NOUN	_	_	3	nsubj	_	_
3	pourrait	pouvoir	VERB	_	_	3	ROOT	_	_
4	toutefois	toutefois	ADV	_	_	3	advmod	_	_
5	s’	s’	PRON	_	_	6	expl:pass	_	_
6	étendre	étendre	VERB	_	_	3	xcomp	_	_
7	sous	sous	ADP	_	_	9	case	_	_
8	la	le	DET	_	_	9	det	_	_
9	dalle	dalle	NOUN	_	_	6	obl:arg	_	_
10	de	de	ADP	_	_	11	case	_	_
11	béton	béton	NOUN	_	_	9	nmod	_	_
12	.	.	PUNCT	_	_	3	punct	_	_


#Par la suite, des prélèvements ponctuels pratiqués au niveau d’un piézomètre, entre novembre 2000,  mai 2001 et octobre 2003, ont montré une diminution des concentrations en pentachlorophénol (de 180 µg/l à < 0,5 µg/l - sur les deux derniers résultats) et une absence d’impact en rivière du Loing au droit du site pour ce même polluant (teneur pentachlorophénol < 0,5 µg/l).
1	Par	par	ADP	_	_	3	case	_	_
2	la	le	DET	_	_	3	det	_	_
3	suite	suite	NOUN	_	_	19	obl:mod	_	_
4	,	,	PUNCT	_	_	19	punct	_	_
5	des	un	DET	_	_	6	det	_	_
6	prélèvements	prélèvement	NOUN	_	_	19	nsubj	_	_
7	ponctuels	ponctuel	ADJ	_	_	6	amod	_	_
8	pratiqués	pratiquer	VERB	_	_	6	acl	_	_
9	au	au	ADP	_	_	10	case	_	_
10	niveau	niveau	NOUN	_	_	8	obl:mod	_	_
11	d’	d’	ADP	_	_	13	case	_	_
12	un	un	DET	_	_	13	det	_	_
13	piézomètre	piézomètre	NOUN	_	_	10	nmod	_	_
14	,	,	PUNCT	_	_	6	punct	_	_
15	entre	entre	ADP	_	_	16	case	_	_
16	novembre	novembre	NOUN	_	_	6	nmod	_	_
17	2000	2000	PUNCT	_	_	16	punct	_	_
18	,	,	PUNCT	_	_	6	punct	_	_
19	 	 	SPACE	_	_	19	dep	_	_
20	mai	mai	NOUN	_	_	19	obj	_	_
21	2001	2001	NUM	_	_	20	nmod	_	_
22	et	et	CCONJ	_	_	23	cc	_	_
23	octobre	octobre	NOUN	_	_	20	conj	_	_
24	2003	2003	PUNCT	_	_	23	nmod	_	_
25	,	,	PUNCT	_	_	27	punct	_	_
26	ont	avoir	AUX	_	_	27	aux:tense	_	_
27	montré	montrer	VERB	_	_	27	ROOT	_	_
28	une	un	DET	_	_	29	det	_	_
29	diminution	diminution	NOUN	_	_	27	obj	_	_
30	des	de	ADP	_	_	31	case	_	_
