
#77.0078
#Les Etablissements BRUN ont été autorisés par arrêté préfectoral (n° 72 DAGR 2EC 80 en date du 27 avril 1972 rectifié le 17 mai 1972) à exploiter un atelier où l’on travaille le bois comportant un stock de bois de plus de 75 m3, et ont déclaré la cessation de leur activités le 6 juin 2000.
1	Les	le	BO	_
2	Etablissements	etablissement	IO	_
3	BRUN	BRUN	EO	_
4	ont	avoir	BN	_
5	été	être	IN	_
6	autorisés	autoriser	IN	_
7	par	par	EN	_
8	arrêté	arrêté	BO	_
9	préfectoral	préfectoral	EO	_
10	(	(	O	_
11	n°	numéro	O	_
12	72	72	O	_
13	DAGR	DAGR	O	_
14	2EC	2ec	O	_
15	80	80	O	_
16	en	en	BT	_
17	date	date	IT	_
18	du	de	IT	_
19	27	27	IT	_
20	avril	avril	IT	_
21	1972	1972	ET	_
22	rectifié	rectifier	O	_
23	le	le	BT	_
24	17	17	IT	_
25	mai	mai	IT	_
26	1972	1972	ET	_
27	)	)	O	_
28	à	à	O	_
29	exploiter	exploiter	BN	_
30	un	un	BO	_
31	atelier	atelier	EO	_
32	où	où	BR	_
33	l’	l’	O	_
34	on	on	O	_
35	travaille	travaille	BA	_
36	le	le	IA	_
37	bois	bois	EA	_
38	comportant	comporter	O	_
39	un	un	O	_
40	stock	stock	O	_
41	de	de	O	_
42	bois	bois	O	_
43	de	de	O	_
44	plus	plus	O	_
45	de	de	O	_
46	75	75	O	_
47	m3	m3	O	_
48	,	,	O	_
49	et	et	BR	_
50	ont	avoir	BN	_
51	déclaré	déclarer	IN	_
52	la	le	IN	_
53	cessation	cessation	IN	_
54	de	de	IN	_
55	leur	leur	IN	_
56	activités	activité	EN	_
57	le	le	BT	_
58	6	6	IT	_
59	juin	juin	IT	_
60	2000	2000	ET	_
61	.	.	ET	_


#Ce site, d'environ 12 000 m², compris entre l’avenue de Sens et la route de l’Orvanne comportait une dizaine de hangars permettant le séchage des bois.
1	Ce	ce	BO	_
2	site	site	EO	_
3	,	,	O	_
4	d'	de	O	_
5	environ	environ	O	_
6	12	12	O	_
7	000	000	O	_
8	m²	m²	BR	_
9	,	,	BR	_
10	compris	comprendre	BR	_
11	entre	entre	ER	_
12	l’	l’	BL	_
13	avenue	avenue	BL	_
14	de	de	IL	_
15	Sens	Sens	IL	_
16	et	et	IL	_
17	la	le	IL	_
18	route	route	IL	_
19	de	de	EL	_
20	l’	l’	EL	_
21	Orvanne	Orvanne	EL	_
22	comportait	comporter	BR	_
23	une	un	IO	_
24	dizaine	dizaine	IO	_
25	de	de	EO	_
26	hangars	hangar	EO	_
27	permettant	permettre	BR	_
28	le	le	IA	_
29	séchage	séchage	IA	_
30	des	de	EA	_
31	bois	bois	EA	_
32	.	.	O	_


#Cet établissement se livrait principalement aux activités de négoce et de vente au détail du bois.
1	Cet	ce	BO	_
2	établissement	établissement	EO	_
3	se	se	BR	_
4	livrait	livrer	IR	_
5	principalement	principalement	IR	_
6	aux	à	ER	_
7	activités	activité	BA	_
8	de	de	IA	_
9	négoce	négoce	IA	_
10	et	et	IA	_
11	de	de	IA	_
12	vente	vente	IA	_
13	au	au	IA	_
14	détail	détail	IA	_
15	du	de	IA	_
16	bois	bois	EA	_
17	.	.	O	_


#Au regard des éléments portés dans le dossier, la seule activité susceptible de générer des pollutions était le petit tunnel de charpentier permettant de procéder à un traitement du bois.
1	Au	au	O	_
2	regard	regard	O	_
3	des	de	O	_
4	éléments	élément	O	_
5	portés	porter	O	_
6	dans	dans	O	_
7	le	le	O	_
8	dossier	dossier	O	_
9	,	,	O	_
10	la	le	BO	_
11	seule	seul	IO	_
12	activité	activité	EO	_
13	susceptible	susceptible	BR	_
14	de	de	ER	_
15	générer	générer	BA	_
16	des	un	IA	_
17	pollutions	pollution	EA	_
