
#38.0266
#Le site est situé sur l'aéroport de la commune de Saint-Etienne de Saint Geoirs (38).
1	Le	le	BO	_
2	site	site	EO	_
3	est	être	BL	_
4	situé	situer	IL	_
5	sur	sur	IL	_
6	l'	le	IL	_
7	aéroport	aéroport	IL	_
8	de	de	IL	_
9	la	le	IL	_
10	commune	commune	IL	_
11	de	de	IL	_
12	Saint-Etienne	Saint-Etienne	IL	_
13	de	de	IL	_
14	Saint	Saint	IL	_
15	Geoirs	Geoirs	EL	_
16	(	(	IL	_
17	38	38	EL	_
18	)	)	O	_
19	.	.	O	_


#La superficie totale du site est d'environ 3 300 m².
1	La	le	O	_
2	superficie	superficie	O	_
3	totale	total	O	_
4	du	de	O	_
5	site	site	O	_
6	est	être	O	_
7	d'	de	O	_
8	environ	environ	O	_
9	3	3	O	_
10	300	300	O	_
11	m²	m²	O	_
12	.	.	O	_


#La société ESSO SAF exploitait un dépôt de liquides inflammables sur le site.
1	La	le	BO	_
2	société	société	IO	_
3	ESSO	ESSO	EO	_
4	SAF	SAF	EO	_
5	exploitait	exploiter	BR	_
6	un	un	BO	_
7	dépôt	dépôt	BO	_
8	de	de	IO	_
9	liquides	liquide	IO	_
10	inflammables	inflammable	EN	_
11	sur	sur	O	_
12	le	le	O	_
13	site	site	O	_
14	.	.	O	_


#Par courrier du 08/01/2009, la société ESSO SAF a informé la Préfecture de la cessation de ses activités sur le site depuis le 01/12/2008.
1	Par	par	O	_
2	courrier	courrier	O	_
3	du	de	BT	_
4	08/01/2009	08/01/2009	IT	_
5	,	,	O	_
6	la	le	BO	_
7	société	société	IO	_
8	ESSO	ESSO	EO	_
9	SAF	SAF	EO	_
10	a	avoir	BN	_
11	informé	informer	EN	_
12	la	le	BO	_
13	Préfecture	préfecture	EO	_
14	de	de	O	_
15	la	le	BN	_
16	cessation	cessation	IN	_
17	de	de	IN	_
18	ses	son	IN	_
19	activités	activité	EN	_
20	sur	sur	O	_
21	le	le	BO	_
22	site	site	EO	_
23	depuis	depuis	BT	_
24	le	le	IT	_
25	01/12/2008	01/12/2008	IT	_
26	.	.	ET	_


#Les rapports de "Travaux de démantèlement et diagnostics des sols" et "L'analyse des risques résiduels" ont été transmis à la Préfecture le 13/04/2010.
1	Les	le	BO	_
2	rapports	rapport	EO	_
3	de	de	O	_
4	"	"	O	_
5	Travaux	travail	IN	_
6	de	de	IN	_
7	démantèlement	démantèlement	EN	_
8	et	et	O	_
9	diagnostics	diagnostic	EN	_
10	des	de	IN	_
11	sols	sol	EN	_
12	"	"	O	_
13	et	et	O	_
14	"	"	O	_
15	L'	le	O	_
16	analyse	analyse	O	_
17	des	de	O	_
18	risques	risque	O	_
19	résiduels	résiduel	O	_
20	"	"	O	_
21	ont	avoir	BN	_
22	été	être	IN	_
23	transmis	transmettre	EN	_
24	à	à	O	_
25	la	le	BO	_
26	Préfecture	préfecture	EO	_
27	le	le	BT	_
28	13/04/2010	13/04/2010	IT	_
29	.	.	ET	_


#Le rapport de l'inspection des Installations Classées  du 27/04/2010 indique :
1	Le	le	O	_
2	rapport	rapport	O	_
3	de	de	O	_
4	l'	le	BO	_
5	inspection	inspection	IO	_
6	des	de	IO	_
7	Installations	installation	IO	_
8	Classées	classer	EO	_
9	 	 	O	_
10	du	de	BT	_
11	27/04/2010	27/04/2010	ET	_
12	indique	indique	O	_
13	:	:	O	_


#- que la mise en sécurité du site est tout à fait satisfaisante ;
1	-	-	O	_
2	que	que	O	_
3	la	le	O	_
4	mise	mise	O	_
5	en	en	O	_
6	sécurité	sécurité	O	_
7	du	de	BO	_
8	site	site	EO	_
9	est	être	O	_
10	tout	tout	O	_
11	à	à	O	_
12	fait	fait	O	_
13	satisfaisante	satisfaisant	O	_
14	;	;	O	_


#- que les travaux réalisés permettent de laisser le site dans un état tel qu'il est susceptible d'accueillir l'usage futur envisagé (parking) ;
1	-	-	O	_
2	que	que	O	_
3	les	le	BN	_
4	travaux	travail	IN	_
5	réalisés	réaliser	EN	_
6	permettent	permettre	O	_
7	de	de	O	_
8	laisser	laisser	O	_
9	le	le	O	_
10	site	site	O	_
11	dans	dans	O	_
12	un	un	O	_
13	état	état	O	_
14	tel	tel	O	_
15	qu'	que	O	_
16	il	il	O	_
17	est	être	O	_
18	susceptible	susceptible	O	_
19	d'	de	IR	_
20	accueillir	accueillir	IR	_
21	l'	le	BA	_
22	usage	usage	IO	_
23	futur	futur	IO	_
24	envisagé	envisager	EO	_
25	(	(	O	_
26	parking	parking	O	_
27	)	)	O	_
28	;	;	O	_


#- qu'il n'y a pas lieu d'imposer une surveillance des eaux souterraines compte tenu de la profondeur de la nappe.
1	-	-	O	_
2	qu'	que	O	_
3	il	il	O	_
4	n'	n'	O	_
5	y	y	O	_
6	a	avoir	O	_
7	pas	pas	O	_
8	lieu	lieu	O	_
9	d'	de	O	_
10	imposer	imposer	O	_
11	une	un	O	_
12	surveillance	surveillance	BA	_
13	des	de	IA	_
14	eaux	eau	IA	_
15	souterraines	souterrain	EA	_
16	compte	compte	O	_
17	tenu	tenir	O	_
18	de	de	O	_
19	la	le	O	_
20	profondeur	profondeur	O	_
21	de	de	O	_
22	la	le	O	_
23	nappe	nappe	O	_
24	.	.	O	_


#L'inspection propose alors au Préfet d'imposer la société ESSO SAF d'établir un dossier de servitudes.
1	L'	le	O	_
2	inspection	inspection	O	_
3	propose	propose	O	_
4	alors	alors	O	_
5	au	au	O	_
6	Préfet	préfet	O	_
7	d'	de	BN	_
8	imposer	imposer	BN	_
9	la	le	BO	_
10	société	société	IO	_
11	ESSO	ESSO	EO	_
12	SAF	SAF	EO	_
13	d'	de	BN	_
14	établir	établir	EN	_
15	un	un	BO	_
16	dossier	dossier	IO	_
17	de	de	IO	_
18	servitudes	servitude	IO	_
19	.	.	O	_


#L'arrêté préfectoral complémentaire n°2010-06317 du 02/08/2010 a été émis, imposant l'exploitant la réalisation d'un dossier de servitudes et de restrictions d'usage où il sera précisé notamment :
1	L'	le	BO	_
2	arrêté	arrêté	IO	_
3	préfectoral	préfectoral	IO	_
4	complémentaire	complémentaire	IO	_
5	n°	numéro	IO	_
6	2010	2010	IO	_
7	-	-	IO	_
8	06317	06317	IO	_
9	du	de	BT	_
10	02/08/2010	02/08/2010	IT	_
11	a	avoir	BN	_
12	été	être	IN	_
13	émis	émettre	EN	_
14	,	,	O	_
15	imposant	imposer	BN	_
16	l'	le	BO	_
17	exploitant	exploitant	EO	_
18	la	le	BN	_
19	réalisation	réalisation	IN	_
20	d'	de	IN	_
21	un	un	BO	_
22	dossier	dossier	IO	_
23	de	de	IO	_
24	servitudes	servitude	IO	_
25	et	et	IO	_
26	de	de	IO	_
27	restrictions	restriction	IO	_
28	d'	de	EO	_
29	usage	usage	O	_
30	où	où	O	_
31	il	il	O	_
32	sera	être	O	_
33	précisé	préciser	O	_
34	notamment	notamment	O	_
35	:	:	O	_


#- que le site est réhabilité en vue de la construction d'un parking ;
1	-	-	O	_
2	que	que	O	_
3	le	le	BO	_
4	site	site	EO	_
5	est	être	BN	_
6	réhabilité	réhabiliter	EN	_
7	en	en	BR	_
8	vue	vue	IR	_
9	de	de	ER	_
10	la	le	BN	_
11	construction	construction	IN	_
12	d'	de	IN	_
13	un	un	BO	_
14	parking	parking	EO	_
15	;	;	O	_


#- que les aménagements extérieurs ne devront pas conduire à la mise en place de jardins, de potagers, de culture ni d'élevage ;
1	-	-	O	_
2	que	que	O	_
3	les	le	BO	_
4	aménagements	aménagement	IO	_
5	extérieurs	extérieur	EO	_
6	ne	ne	BR	_
7	devront	devoir	BR	_
8	pas	pas	IR	_
9	conduire	conduire	IR	_
10	à	à	ER	_
11	la	le	BN	_
12	mise	mise	IN	_
13	en	en	IN	_
14	place	place	IN	_
15	de	de	IN	_
16	jardins	jardin	EN	_
17	,	,	O	_
18	de	de	O	_
19	potagers	potager	O	_
20	,	,	O	_
21	de	de	O	_
22	culture	culture	BA	_
23	ni	ni	O	_
24	d'	de	O	_
25	élevage	élevage	O	_
26	;	;	O	_


#- qu'il est interdit d'utiliser la nappe souterraine située au droit du site à quelque fin que ce soit ;
1	-	-	O	_
2	qu'	que	O	_
3	il	il	O	_
4	est	être	O	_
5	interdit	interdire	O	_
6	d'	de	O	_
7	utiliser	utiliser	O	_
8	la	le	BO	_
9	nappe	nappe	EA	_
10	souterraine	souterrain	EA	_
11	située	situer	BL	_
12	au	au	IL	_
13	droit	droit	IL	_
14	du	de	IL	_
15	site	site	EL	_
16	à	à	O	_
17	quelque	quelque	O	_
18	fin	fin	O	_
19	que	que	O	_
20	ce	ce	O	_
21	soit	être	O	_
22	;	;	O	_


#- que toute modification souhaitée à l'aménagement du site par rapport aux présentes prescriptions, nécessitera d'effectuer au préalable de nouveaux calculs permettant de s'assurer de l'absence de risque sanitaire.
1	-	-	O	_
2	que	que	O	_
3	toute	tout	O	_
4	modification	modification	O	_
5	souhaitée	souhaiter	O	_
6	à	à	O	_
7	l'	le	BN	_
8	aménagement	aménagement	EN	_
9	du	de	O	_
10	site	site	O	_
11	par	par	O	_
12	rapport	rapport	O	_
13	aux	à	O	_
14	présentes	présent	BO	_
15	prescriptions	prescription	EO	_
16	,	,	O	_
17	nécessitera	nécessiter	O	_
18	d'	de	O	_
19	effectuer	effectuer	O	_
20	au	au	O	_
21	préalable	préalable	O	_
22	de	de	O	_
23	nouveaux	nouveau	O	_
24	calculs	calcul	O	_
25	permettant	permettre	O	_
26	de	de	O	_
27	s'	se	O	_
28	assurer	assurer	O	_
29	de	de	O	_
30	l'	le	O	_
31	absence	absence	O	_
32	de	de	O	_
33	risque	risque	O	_
34	sanitaire	sanitaire	O	_
35	.	.	O	_


#Un projet de servitudes a été transmis à la Préfecture le 11/04/2011.
1	Un	un	BO	_
2	projet	projet	IO	_
3	de	de	IO	_
4	servitudes	servitude	EO	_
5	a	avoir	BN	_
6	été	être	IN	_
7	transmis	transmettre	EN	_
8	à	à	O	_
9	la	le	BO	_
10	Préfecture	préfecture	EO	_
11	le	le	BT	_
12	11/04/2011	11/04/2011	IT	_
13	.	.	ET	_


#Suite au rapport de l'inspection des Installations Classées  du 13/05/2011, l'arrêté préfectoral n°2011188-0047 du 07/07/2011, instituant des servitudes d'utilités publiques a été émis.
1	Suite	suite	BR	_
2	au	au	ER	_
3	rapport	rapport	O	_
4	de	de	O	_
5	l'	le	BO	_
6	inspection	inspection	IO	_
7	des	de	IO	_
8	Installations	installation	IO	_
9	Classées	classer	EO	_
10	 	 	O	_
11	du	de	BT	_
12	13/05/2011	13/05/2011	IT	_
13	,	,	BO	_
14	l'	le	BO	_
15	arrêté	arrêté	IO	_
16	préfectoral	préfectoral	EO	_
17	n°	numéro	O	_
18	2011188	2011188	O	_
19	-	-	O	_
20	0047	0047	BT	_
21	du	de	BT	_
22	07/07/2011	07/07/2011	IT	_
23	,	,	BN	_
24	instituant	instituer	BN	_
25	des	un	BO	_
26	servitudes	servitude	IO	_
27	d'	de	BO	_
28	utilités	utilité	EO	_
29	publiques	public	EO	_
30	a	avoir	IN	_
31	été	être	IN	_
32	émis	émettre	EN	_
33	.	.	O	_


#69.0357
#Le site a accueilli à partir de 1929 les usines de fabrication automobile de la société Marius Berliet, qui y exploitait des installations d’essais de moteurs, de moulage de moteurs, de mécanique, peintures et traitement thermique, de dépôts et emploi de liquides inflammables ainsi qu’une chaufferie.
1	Le	le	BO	_
2	site	site	EO	_
3	a	avoir	BN	_
4	accueilli	accueillir	EN	_
5	à	à	BT	_
6	partir	partir	IT	_
7	de	de	IT	_
8	1929	1929	ET	_
9	les	le	BO	_
10	usines	usine	IO	_
11	de	de	IO	_
12	fabrication	fabrication	IO	_
13	automobile	automobile	EO	_
14	de	de	O	_
15	la	le	BO	_
16	société	société	IO	_
17	Marius	Marius	IO	_
18	Berliet	Berliet	EO	_
19	,	,	O	_
20	qui	qui	O	_
21	y	y	O	_
22	exploitait	exploiter	O	_
23	des	un	BO	_
24	installations	installation	EO	_
25	d’	d’	O	_
26	essais	essai	O	_
27	de	de	O	_
28	moteurs	moteur	O	_
29	,	,	O	_
30	de	de	O	_
31	moulage	moulage	BA	_
32	de	de	IA	_
33	moteurs	moteur	EA	_
34	,	,	O	_
35	de	de	O	_
36	mécanique	mécanique	O	_
37	,	,	O	_
38	peintures	peinture	O	_
39	et	et	O	_
40	traitement	traitement	BA	_
41	thermique	thermique	EA	_
42	,	,	O	_
43	de	de	O	_
44	dépôts	dépôt	O	_
45	et	et	O	_
46	emploi	emploi	IA	_
47	de	de	IA	_
48	liquides	liquide	IA	_
49	inflammables	inflammable	EA	_
50	ainsi	ainsi	O	_
51	qu’	qu’	O	_
52	une	un	BO	_
53	chaufferie	chaufferie	EO	_
54	.	.	O	_


#En 1975 le site est exploité par Renault, dont Berliet est une filiale depuis 1955.
1	En	en	BT	_
2	1975	1975	ET	_
3	le	le	BO	_
4	site	site	EO	_
5	est	être	BN	_
6	exploité	exploiter	EN	_
7	par	par	BO	_
8	Renault	Renault	EO	_
9	,	,	O	_
10	dont	dont	O	_
11	Berliet	Berliet	O	_
12	est	être	O	_
13	une	un	O	_
14	filiale	filiale	O	_
15	depuis	depuis	BT	_
16	1955	1955	ET	_
17	.	.	O	_


#La date de cessation est inconnue.
1	La	le	O	_
