
#67.0082
#Station service ayant connue une fuite d'hydrocarbures détectée le 21 avril 2001.
1	Station	station	BO	_
2	service	service	EO	_
3	ayant	avoir	BN	_
4	connue	connaître	IN	_
5	une	un	IN	_
6	fuite	fuite	IN	_
7	d'	de	IN	_
8	hydrocarbures	hydrocarbure	IN	_
9	détectée	détecter	EN	_
10	le	le	BT	_
11	21	21	IT	_
12	avril	avril	IT	_
13	2001	2001	ET	_
14	.	.	ET	_


#En réponse à une relance,l'exploitant a porté le rapport relatif au diagnostic de sol à la connaissance de l'administration le 12 août 2002.
1	En	en	O	_
2	réponse	réponse	O	_
3	à	à	O	_
4	une	un	O	_
5	relance	relance	O	_
6	,	,	O	_
7	l'	le	BO	_
8	exploitant	exploitant	EO	_
9	a	avoir	BN	_
10	porté	porter	IN	_
11	le	le	IN	_
12	rapport	rapport	IN	_
13	relatif	relatif	EN	_
14	au	au	BN	_
15	diagnostic	diagnostic	IN	_
16	de	de	IN	_
17	sol	sol	EN	_
18	à	à	O	_
19	la	le	BN	_
20	connaissance	connaissance	EN	_
21	de	de	O	_
22	l'	le	BO	_
23	administration	administration	EO	_
24	le	le	BT	_
25	12	12	IT	_
26	août	août	IT	_
27	2002	2002	ET	_
28	.	.	O	_


#Ce document met en évidence :
1	Ce	ce	O	_
2	document	document	O	_
3	met	mettre	O	_
4	en	en	O	_
5	évidence	évidence	O	_
6	:	:	O	_


#- une pollution d'un piézomètre (44 mg/l d'hydrocarbures),
1	-	-	O	_
2	une	un	BN	_
3	pollution	pollution	EN	_
4	d'	de	O	_
5	un	un	O	_
6	piézomètre	piézomètre	O	_
7	(	(	O	_
8	44	44	O	_
9	mg	milligramme	O	_
10	/	sur	O	_
11	l	l	O	_
12	d'	de	O	_
13	hydrocarbures	hydrocarbure	O	_
14	)	)	O	_
15	,	,	O	_


#- un risque de migration,
1	-	-	O	_
2	un	un	O	_
3	risque	risque	O	_
4	de	de	O	_
5	migration	migration	O	_
6	,	,	O	_


#- un environnement sensible.
1	-	-	O	_
2	un	un	O	_
3	environnement	environnement	O	_
4	sensible	sensible	O	_
5	.	.	O	_


#l'arrêté du 7/01/2003 prescrit :
1	l'	le	O	_
2	arrêté	arrêté	O	_
3	du	de	O	_
4	7/01/2003	7/01/2003	ET	_
5	prescrit	prescrire	O	_
6	:	:	O	_


#- la détermination de l'objectif de pollution à atteindre pour maîtriser les risques,
1	-	-	O	_
2	la	le	BN	_
3	détermination	détermination	EN	_
4	de	de	O	_
5	l'	le	BO	_
6	objectif	objectif	IO	_
7	de	de	IO	_
8	pollution	pollution	EO	_
9	à	à	O	_
10	atteindre	atteindre	O	_
11	pour	pour	O	_
12	maîtriser	maîtriser	O	_
13	les	le	O	_
14	risques	risque	O	_
15	,	,	O	_


#- la descriptions des moyens à mettre en oeuvre pour parvenir à l'objectif susmentionné,
1	-	-	O	_
2	la	le	O	_
3	descriptions	description	O	_
4	des	de	O	_
5	moyens	moyen	O	_
6	à	à	O	_
7	mettre	mettre	O	_
8	en	en	O	_
9	oeuvre	oeuvre	O	_
10	pour	pour	O	_
11	parvenir	parvenir	O	_
12	à	à	O	_
13	l'	le	O	_
14	objectif	objectif	O	_
15	susmentionné	susmentionner	O	_
16	,	,	O	_


#- une surveillance de la nappe trimestrielle.
1	-	-	O	_
2	une	un	O	_
3	surveillance	surveillance	EA	_
4	de	de	O	_
5	la	le	BO	_
6	nappe	nappe	BO	_
7	trimestrielle	trimestriel	EO	_
8	.	.	O	_


#Suite à une relance, l'exploitant vient de transmettre à l'administration un rapport daté d'avril 2003, fondé sur des analyses de mars 2003.
1	Suite	suite	O	_
2	à	à	O	_
3	une	un	O	_
4	relance	relance	O	_
5	,	,	O	_
6	l'	le	BO	_
7	exploitant	exploitant	EO	_
8	vient	venir	BN	_
9	de	de	IN	_
10	transmettre	transmettre	EN	_
11	à	à	O	_
12	l'	le	BO	_
13	administration	administration	EO	_
14	un	un	BN	_
15	rapport	rapport	BN	_
16	daté	dater	IN	_
17	d'	de	EN	_
18	avril	avril	IT	_
19	2003	2003	ET	_
20	,	,	ET	_
21	fondé	fonder	O	_
22	sur	sur	O	_
23	des	un	O	_
24	analyses	analyse	O	_
25	de	de	BT	_
26	mars	mars	IT	_
27	2003	2003	ET	_
28	.	.	O	_


#Sur les 4 piézomètres de surveillance un seul montre une contamination par des hydrocarbures (0,14 mg/l).
1	Sur	sur	O	_
2	les	le	O	_
3	4	4	O	_
4	piézomètres	piézomètre	O	_
5	de	de	O	_
6	surveillance	surveillance	O	_
7	un	un	O	_
8	seul	seul	O	_
9	montre	montre	O	_
10	une	un	O	_
11	contamination	contamination	EO	_
12	par	par	O	_
13	des	un	O	_
14	hydrocarbures	hydrocarbure	EO	_
15	(	(	O	_
16	0,14	0,14	O	_
17	mg	milligramme	O	_
18	/	sur	O	_
19	l	l	O	_
20	)	)	O	_
21	.	.	O	_


#Au vu de ces résultats, aucune action de dépollution n'est préconisée mais la poursuite de la surveillance est souhaitable.
1	Au	au	O	_
2	vu	vu	O	_
3	de	de	O	_
4	ces	ce	O	_
5	résultats	résultat	O	_
6	,	,	O	_
7	aucune	aucun	O	_
8	action	action	O	_
9	de	de	O	_
10	dépollution	dépollution	EN	_
11	n'	n'	O	_
12	est	être	O	_
13	préconisée	préconiser	O	_
14	mais	mais	O	_
15	la	le	BA	_
16	poursuite	poursuite	IA	_
17	de	de	IA	_
18	la	le	IA	_
19	surveillance	surveillance	EA	_
20	est	être	O	_
21	souhaitable	souhaitable	O	_
22	.	.	O	_


#Les derniers prélèvements pour analyse ont été réalisés au courant du mois d'octobre 2007.
1	Les	le	BN	_
2	derniers	dernier	IN	_
3	prélèvements	prélèvement	IN	_
4	pour	pour	IN	_
5	analyse	analyse	EN	_
6	ont	avoir	BN	_
7	été	être	IN	_
8	réalisés	réaliser	EN	_
9	au	au	BT	_
10	courant	courant	BT	_
11	du	de	IT	_
12	mois	mois	IT	_
13	d'	de	IT	_
14	octobre	octobre	IT	_
15	2007	2007	ET	_
16	.	.	ET	_


#Le bureau d'étude ayant effectué ces analyses ne préconise pas la poursuite de la surveillance.
1	Le	le	BO	_
2	bureau	bureau	IO	_
3	d'	de	IO	_
4	étude	étude	EO	_
5	ayant	avoir	BN	_
6	effectué	effectuer	EN	_
7	ces	ce	O	_
8	analyses	analyse	O	_
9	ne	ne	O	_
10	préconise	préconise	O	_
11	pas	pas	O	_
12	la	le	O	_
13	poursuite	poursuite	O	_
14	de	de	O	_
15	la	le	BO	_
16	surveillance	surveillance	EA	_
17	.	.	O	_


#Cependant, l'inspection n'a pas accordé l'arrêt de cette surveillance.
1	Cependant	cependant	O	_
2	,	,	O	_
3	l'	le	O	_
4	inspection	inspection	O	_
5	n'	n'	O	_
6	a	avoir	BN	_
7	pas	pas	IN	_
8	accordé	accorder	EN	_
9	l'	le	BO	_
10	arrêt	arrêt	O	_
11	de	de	O	_
12	cette	ce	BO	_
13	surveillance	surveillance	EA	_
14	.	.	O	_


#L'exploitant ne transmettant plus d'analyse de sa surveillance depuis 2007 et n'ayant toujours pas effectué d'étude pour déterminer l'objectif de pollution à atteindre pour maîtriser les risques, le Préfet du Bas-Rhin a mis en demeure par arrêté du 12 janvier 2009 de se conformer aux prescriptions de l'article 3 de l'arrêté du 7 janvier 2003.
1	L'	le	BO	_
2	exploitant	exploitant	EO	_
3	ne	ne	BN	_
4	transmettant	transmettre	BN	_
5	plus	plus	IN	_
6	d'	d'	O	_
7	analyse	analyse	O	_
8	de	de	O	_
9	sa	son	O	_
10	surveillance	surveillance	BA	_
11	depuis	depuis	BT	_
12	2007	2007	ET	_
13	et	et	O	_
14	n'	n'	BN	_
15	ayant	avoir	BN	_
16	toujours	toujours	IN	_
17	pas	pas	IN	_
18	effectué	effectuer	IN	_
19	d'	d'	IN	_
20	étude	étude	EN	_
21	pour	pour	O	_
22	déterminer	déterminer	O	_
23	l'	le	BO	_
24	objectif	objectif	IO	_
25	de	de	IO	_
26	pollution	pollution	EO	_
27	à	à	O	_
28	atteindre	atteindre	O	_
29	pour	pour	O	_
30	maîtriser	maîtriser	O	_
31	les	le	O	_
32	risques	risque	O	_
33	,	,	O	_
34	le	le	BO	_
35	Préfet	préfet	IO	_
36	du	de	IO	_
37	Bas-Rhin	Bas-Rhin	EO	_
38	a	avoir	BN	_
39	mis	mettre	IN	_
40	en	en	IN	_
41	demeure	demeure	IN	_
42	par	par	IN	_
43	arrêté	arrêté	EN	_
44	du	de	BT	_
45	12	12	IT	_
46	janvier	janvier	IT	_
47	2009	2009	ET	_
48	de	de	O	_
49	se	se	O	_
50	conformer	conformer	O	_
51	aux	à	O	_
52	prescriptions	prescription	O	_
53	de	de	O	_
54	l'	le	O	_
55	article	article	O	_
56	3	3	O	_
57	de	de	O	_
58	l'	le	BN	_
59	arrêté	arrêté	IN	_
60	du	de	O	_
61	7	7	BT	_
62	janvier	janvier	IT	_
63	2003	2003	ET	_
64	.	.	O	_


#L'inspection à reçu un rapport de surveillance des eaux souterraines pour le site en septembre 2009.
1	L'	le	BO	_
2	inspection	inspection	EO	_
3	à	à	BN	_
4	reçu	recevoir	EN	_
5	un	un	BO	_
6	rapport	rapport	EO	_
7	de	de	O	_
8	surveillance	surveillance	BA	_
9	des	de	IA	_
10	eaux	eau	IA	_
11	souterraines	souterrain	EA	_
12	pour	pour	O	_
13	le	le	BO	_
14	site	site	EO	_
15	en	en	BT	_
16	septembre	septembre	IT	_
17	2009	2009	ET	_
18	.	.	ET	_


#Les investigations correspondantes on eu lieu en juin 2009.
1	Les	le	BN	_
2	investigations	investigation	IN	_
3	correspondantes	correspondant	EN	_
4	on	on	BN	_
5	eu	avoir	IN	_
6	lieu	lieu	EN	_
7	en	en	BT	_
8	juin	juin	IT	_
9	2009	2009	ET	_
10	.	.	ET	_


#Le diagnostic des sols a été réalisé sur deux sondages par carottage d'une profondeur de 4,0 mètres au droit des anciennes cuves en place.
1	Le	le	BN	_
2	diagnostic	diagnostic	IN	_
3	des	de	IN	_
4	sols	sol	EN	_
5	a	avoir	BN	_
6	été	être	IN	_
7	réalisé	réaliser	EN	_
8	sur	sur	O	_
9	deux	deux	BO	_
10	sondages	sondage	IN	_
11	par	par	IN	_
12	carottage	carottage	EN	_
13	d'	de	O	_
14	une	un	O	_
15	profondeur	profondeur	O	_
16	de	de	O	_
17	4,0	4,0	O	_
18	 	 	O	_
19	mètres	mètre	BL	_
20	au	au	BL	_
21	droit	droit	IL	_
22	des	de	IL	_
23	anciennes	ancien	IL	_
24	cuves	cuve	IL	_
25	en	en	EL	_
26	place	place	EN	_
27	.	.	O	_


#Les résultats des analyses réalisées sur les échantillons lors des investigations de juin 2009 ont conrmé ceux du diagnostic réalisé en janvier 2004, à savoir l'absence de contamination significative des sols au droit des sondages réalisés.
1	Les	le	BO	_
2	résultats	résultat	EO	_
3	des	de	O	_
4	analyses	analyse	O	_
5	réalisées	réaliser	O	_
6	sur	sur	O	_
7	les	le	O	_
8	échantillons	échantillon	O	_
9	lors	lors	O	_
10	des	de	BN	_
11	investigations	investigation	EN	_
12	de	de	BT	_
13	juin	juin	IT	_
14	2009	2009	ET	_
15	ont	avoir	O	_
16	conrmé	conrmer	O	_
17	ceux	celui	O	_
18	du	de	O	_
19	diagnostic	diagnostic	BN	_
20	réalisé	réaliser	BN	_
21	en	en	BT	_
22	janvier	janvier	IT	_
23	2004	2004	ET	_
24	,	,	ET	_
25	à	à	O	_
26	savoir	savoir	O	_
27	l'	le	O	_
28	absence	absence	O	_
29	de	de	O	_
30	contamination	contamination	O	_
31	significative	significatif	O	_
32	des	de	O	_
33	sols	sol	O	_
34	au	au	O	_
35	droit	droit	O	_
36	des	de	BN	_
37	sondages	sondage	IN	_
38	réalisés	réaliser	EN	_
39	.	.	O	_


#En l'absence de nappe, le contrôle des eaux souterraines s'est limité au suivi des eaux météoriques.
1	En	en	O	_
2	l'	le	O	_
3	absence	absence	O	_
4	de	de	O	_
5	nappe	nappe	O	_
6	,	,	O	_
7	le	le	BA	_
8	contrôle	contrôle	BA	_
9	des	de	IA	_
10	eaux	eau	IA	_
11	souterraines	souterrain	EA	_
12	s'	se	BR	_
13	est	être	IR	_
14	limité	limiter	IR	_
15	au	au	ER	_
16	suivi	suivi	BA	_
17	des	de	IA	_
18	eaux	eau	IA	_
19	météoriques	météorique	EA	_
20	.	.	O	_


#elui-ci a permis de constater une atténuation des concentrations en hydrocarbures C10-C40 et en composés aromatiques volatils (BTEX) jusqu'aux seuils de potabilité.
1	elui	elui	O	_
2	-	-	O	_
3	ci	ci	O	_
4	a	avoir	O	_
5	permis	permettre	O	_
6	de	de	O	_
7	constater	constater	O	_
8	une	un	O	_
9	atténuation	atténuation	O	_
10	des	de	O	_
11	concentrations	concentration	O	_
12	en	en	O	_
13	hydrocarbures	hydrocarbure	O	_
14	C10-C40	c10-c40	O	_
15	et	et	O	_
16	en	en	O	_
17	composés	composé	O	_
18	aromatiques	aromatique	O	_
19	volatils	volatil	O	_
20	(	(	O	_
21	BTEX	bte	O	_
22	)	)	O	_
23	jusqu'	jusque	O	_
24	aux	à	O	_
25	seuils	seuil	O	_
26	de	de	O	_
27	potabilité	potabilité	O	_
28	.	.	O	_


#Le rapport conclut à l'absence de contamination significative dans les sols, ainsi que dans les eaux, confirmant le diagnostic de janvier 2004.
1	Le	le	O	_
2	rapport	rapport	O	_
3	conclut	conclure	O	_
4	à	à	O	_
5	l'	le	O	_
6	absence	absence	O	_
7	de	de	O	_
8	contamination	contamination	O	_
9	significative	significatif	O	_
10	dans	dans	O	_
11	les	le	O	_
12	sols	sol	O	_
13	,	,	O	_
14	ainsi	ainsi	O	_
15	que	que	O	_
16	dans	dans	O	_
17	les	le	O	_
18	eaux	eau	O	_
19	,	,	O	_
20	confirmant	confirmer	O	_
21	le	le	BN	_
22	diagnostic	diagnostic	EN	_
23	de	de	O	_
24	janvier	janvier	BT	_
25	2004	2004	ET	_
26	.	.	ET	_


#À ce titre, il a été mis fin au suivi analytique des eaux prescrit par l'arrêté préfectoral complémentaire du 8 janvier 2003.
1	À	à	O	_
2	ce	ce	O	_
3	titre	titre	O	_
4	,	,	O	_
5	il	il	O	_
6	a	avoir	BN	_
7	été	être	IN	_
8	mis	mettre	IN	_
9	fin	fin	EN	_
10	au	au	BA	_
11	suivi	suivi	IA	_
12	analytique	analytique	IA	_
13	des	de	IA	_
14	eaux	eau	IA	_
15	prescrit	prescrire	O	_
16	par	par	O	_
17	l'	le	BO	_
18	arrêté	arrêté	IO	_
19	préfectoral	préfectoral	IO	_
20	complémentaire	complémentaire	EO	_
21	du	de	IT	_
22	8	8	IT	_
23	janvier	janvier	IT	_
24	2003	2003	ET	_
25	.	.	ET	_


#67.0020
#Usine de fabrication d'éléments métalliques, dont la nappe et les sols étaient pollués par des solvants chlorés.
1	Usine	usine	IO	_
2	de	de	IO	_
3	fabrication	fabrication	IO	_
4	d'	de	IO	_
5	éléments	élément	IO	_
6	métalliques	métallique	EO	_
7	,	,	O	_
8	dont	dont	O	_
9	la	le	O	_
10	nappe	nappe	O	_
11	et	et	O	_
12	les	le	O	_
13	sols	sol	O	_
14	étaient	être	O	_
15	pollués	polluer	BO	_
16	par	par	O	_
17	des	un	O	_
18	solvants	solvant	O	_
19	chlorés	chlorer	O	_
20	.	.	O	_


#Le traitement par venting réalisé entre juillet 1995 et juillet 1996 a permis d’extraire des sols environ 1 tonne de trichloréthylène.
1	Le	le	BN	_
2	traitement	traitement	IN	_
3	par	par	IN	_
4	venting	venting	EN	_
5	réalisé	réaliser	BN	_
6	entre	entre	BT	_
7	juillet	juillet	IT	_
8	1995	1995	IT	_
9	et	et	IT	_
10	juillet	juillet	IT	_
11	1996	1996	ET	_
12	a	avoir	O	_
13	permis	permettre	O	_
14	d’	d’	O	_
15	extraire	extraire	O	_
16	des	de	O	_
17	sols	sol	O	_
18	environ	environ	O	_
19	1	1	BO	_
20	tonne	tonne	IO	_
21	de	de	IO	_
22	trichloréthylène	trichloréthylène	EO	_
23	.	.	O	_


#La surveillance de la nappe et de la teneur en solvants des sols est maintenue, conformément à l'AP du 22/06/92.  La dépollution du sol au trichloroéthylène a été réalisée avec succès, mais persistent des traces d'hydrocarbures et de tétrachloroéthylène.
1	La	le	BA	_
2	surveillance	surveillance	EA	_
3	de	de	O	_
4	la	le	BO	_
5	nappe	nappe	EO	_
6	et	et	O	_
7	de	de	O	_
8	la	le	O	_
9	teneur	teneur	O	_
10	en	en	O	_
11	solvants	solvant	O	_
12	des	de	O	_
13	sols	sol	O	_
14	est	être	O	_
15	maintenue	maintenir	O	_
16	,	,	O	_
17	conformément	conformément	O	_
18	à	à	O	_
19	l'	le	O	_
20	AP	ap	O	_
21	du	de	O	_
22	22/06/92	22/06/92	IT	_
23	.	.	O	_
24	 	 	BN	_
25	La	le	BN	_
26	dépollution	dépollution	EN	_
27	du	de	BO	_
28	sol	sol	BO	_
29	au	au	BO	_
30	trichloroéthylène	trichloroéthylène	BO	_
31	a	avoir	IN	_
32	été	être	IN	_
33	réalisée	réaliser	EN	_
34	avec	avec	O	_
35	succès	succès	O	_
36	,	,	O	_
37	mais	mais	O	_
38	persistent	persister	O	_
39	des	un	O	_
40	traces	trace	O	_
41	d'	de	O	_
42	hydrocarbures	hydrocarbure	O	_
43	et	et	O	_
44	de	de	O	_
45	tétrachloroéthylène	tétrachloroéthylène	O	_
46	.	.	O	_


#Ce site est soumis à la réalisation d'une ESR.
1	Ce	ce	BO	_
2	site	site	EO	_
3	est	être	O	_
4	soumis	soumettre	O	_
5	à	à	O	_
6	la	le	O	_
7	réalisation	réalisation	O	_
8	d'	de	O	_
9	une	un	O	_
10	ESR	esr	O	_
11	.	.	O	_


#n piézomètre supplémentaire situé à l'aval immédiat des zones pêinture, traitement de surface, stockage de solvants a été mis en place suite au diagnostic simplifié réalisé en octobre 2004 et a mis en évidence des teneurs en plomb supérieures à la VCI usage sensible.
1	n	n	BO	_
2	piézomètre	piézomètre	EO	_
3	supplémentaire	supplémentaire	O	_
4	situé	situer	BL	_
5	à	à	IL	_
6	l'	le	IL	_
7	aval	aval	IL	_
8	immédiat	immédiat	IL	_
9	des	de	IL	_
10	zones	zone	IL	_
11	pêinture	pêinture	IL	_
12	,	,	O	_
13	traitement	traitement	BA	_
14	de	de	IA	_
15	surface	surface	EA	_
16	,	,	O	_
17	stockage	stockage	BA	_
18	de	de	IA	_
19	solvants	solvant	EA	_
20	a	avoir	BN	_
21	été	être	IN	_
22	mis	mettre	EN	_
23	en	en	EN	_
24	place	place	EN	_
25	suite	suite	BR	_
26	au	au	ER	_
27	diagnostic	diagnostic	BO	_
28	simplifié	simplifier	EO	_
29	réalisé	réaliser	BN	_
30	en	en	BT	_
31	octobre	octobre	IT	_
32	2004	2004	ET	_
33	et	et	O	_
34	a	avoir	BR	_
35	mis	mettre	IR	_
36	en	en	IR	_
37	évidence	évidence	ER	_
38	des	un	BO	_
39	teneurs	teneur	EO	_
40	en	en	O	_
41	plomb	plomb	O	_
42	supérieures	supérieur	O	_
43	à	à	O	_
44	la	le	O	_
45	VCI	vci	O	_
46	usage	usage	O	_
