
#87.0008
#La CGEP a exploité de 1917 à 1999 des activités de raffinage électrolytique du cuivre, de fonderie de cuivre et de pyrométallurgie.
1	La	le	BO	_
2	CGEP	CGEP	EO	_
3	a	avoir	BN	_
4	exploité	exploiter	EN	_
5	de	de	BT	_
6	1917	1917	IT	_
7	à	à	IT	_
8	1999	1999	ET	_
9	des	un	BA	_
10	activités	activité	IA	_
11	de	de	IA	_
12	raffinage	raffinage	IA	_
13	électrolytique	électrolytique	IA	_
14	du	de	IA	_
15	cuivre	cuivre	EA	_
16	,	,	O	_
17	de	de	O	_
18	fonderie	fonderie	BA	_
19	de	de	IA	_
20	cuivre	cuivre	EA	_
21	et	et	O	_
22	de	de	O	_
23	pyrométallurgie	pyrométallurgie	IA	_
24	.	.	O	_


#Un arrêté préfectoral d'autorisation lui a été délivré en date du 18 mars 1994.
1	Un	un	BO	_
2	arrêté	arrêté	IO	_
3	préfectoral	préfectoral	IO	_
4	d'	de	EO	_
5	autorisation	autorisation	EO	_
6	lui	lui	O	_
7	a	avoir	BN	_
8	été	être	IN	_
9	délivré	délivrer	IN	_
10	en	en	EN	_
11	date	date	IT	_
12	du	de	IT	_
13	18	18	IT	_
14	mars	mars	IT	_
15	1994	1994	ET	_
16	.	.	ET	_


#Ses activités ont définitivement été mises à l'arrêt en 1999 et les bâtiments correspondant à l'activité originelle ont été vendue à la société VALDI, tandis que les activités de fonderie sont reprises par la Fonderie de Cuivre du Palais (FCP).
1	Ses	son	BO	_
2	activités	activité	EO	_
3	ont	avoir	BN	_
4	définitivement	définitivement	IN	_
5	été	être	IN	_
6	mises	mettre	IN	_
7	à	à	IN	_
8	l'	le	IN	_
9	arrêt	arrêt	EN	_
10	en	en	BT	_
11	1999	1999	ET	_
12	et	et	O	_
13	les	le	BO	_
14	bâtiments	bâtiment	EO	_
15	correspondant	correspondre	BR	_
16	à	à	ER	_
17	l'	le	BO	_
18	activité	activité	IO	_
19	originelle	originel	EO	_
20	ont	avoir	BN	_
21	été	être	IN	_
22	vendue	vendre	EN	_
23	à	à	EN	_
24	la	le	BO	_
25	société	société	IO	_
26	VALDI	VALDI	EO	_
27	,	,	O	_
28	tandis	tandis	O	_
29	que	que	O	_
30	les	le	BA	_
31	activités	activité	IA	_
32	de	de	IA	_
33	fonderie	fonderie	EA	_
34	sont	être	BN	_
35	reprises	reprendre	EN	_
36	par	par	O	_
37	la	le	BA	_
38	Fonderie	fonderie	BA	_
39	de	de	IA	_
40	Cuivre	cuivre	BO	_
41	du	de	IO	_
42	Palais	palais	EO	_
43	(	(	O	_
44	FCP	FCP	O	_
45	)	)	O	_
46	.	.	O	_


#Historiquement, des espaces contigus au site ont été utilisés pour stocker divers produits et déchets générés par les activités industrielles de la plateforme industrielle CGEP.
1	Historiquement	historiquement	O	_
2	,	,	O	_
3	des	un	BO	_
4	espaces	espace	IO	_
5	contigus	contigu	EO	_
6	au	au	IL	_
7	site	site	EL	_
8	ont	avoir	BN	_
9	été	être	IN	_
10	utilisés	utiliser	EN	_
11	pour	pour	O	_
12	stocker	stocker	O	_
13	divers	divers	O	_
14	produits	produit	O	_
15	et	et	O	_
16	déchets	déchet	O	_
17	générés	générer	O	_
18	par	par	O	_
19	les	le	BA	_
20	activités	activité	IA	_
21	industrielles	industriel	EA	_
22	de	de	O	_
23	la	le	BO	_
24	plateforme	plateforme	IO	_
25	industrielle	industriel	IO	_
26	CGEP	CGEP	EO	_
27	.	.	O	_


#Les déchets stockés au droit de ces espaces sont principalement des scories et laitiers, des briques et réfractaires, des plaques, du bois et des voûtes d'électrolyse, des poussières de filtration des fumées et des déblais de démolition.
1	Les	le	O	_
2	déchets	déchet	O	_
3	stockés	stocker	O	_
4	au	au	BL	_
5	droit	droit	IL	_
6	de	de	IL	_
7	ces	ce	BO	_
8	espaces	espace	EO	_
9	sont	être	O	_
10	principalement	principalement	O	_
11	des	un	O	_
12	scories	scorie	O	_
13	et	et	O	_
14	laitiers	laitier	O	_
15	,	,	O	_
16	des	un	O	_
17	briques	brique	O	_
18	et	et	O	_
19	réfractaires	réfractaire	O	_
20	,	,	O	_
21	des	un	O	_
22	plaques	plaque	O	_
23	,	,	O	_
24	du	de	O	_
25	bois	bois	O	_
26	et	et	O	_
27	des	un	O	_
28	voûtes	voûte	O	_
29	d'	de	O	_
30	électrolyse	électrolyse	EO	_
31	,	,	O	_
32	des	un	O	_
33	poussières	poussière	O	_
34	de	de	O	_
35	filtration	filtration	BA	_
36	des	de	O	_
37	fumées	fumée	O	_
38	et	et	O	_
39	des	de	O	_
40	déblais	déblai	O	_
41	de	de	O	_
42	démolition	démolition	O	_
43	.	.	O	_


#Ces déposantes de déchets sont réparties sur trois sites différents:
1	Ces	ce	O	_
2	déposantes	déposant	O	_
3	de	de	O	_
4	déchets	déchet	O	_
5	sont	être	O	_
6	réparties	répartir	O	_
7	sur	sur	O	_
8	trois	trois	O	_
9	sites	site	O	_
10	différents	différent	O	_
11	:	:	O	_


#- la décharge interne, utilisée de 1945 à 1993, s'étendant sur 23000 m², et localisée en bordure de la plateforme industrielle CGEP,
1	-	-	O	_
2	la	le	O	_
3	décharge	décharge	O	_
4	interne	interne	O	_
5	,	,	O	_
6	utilisée	utiliser	O	_
7	de	de	BT	_
8	1945	1945	IT	_
9	à	à	IT	_
10	1993	1993	ET	_
11	,	,	O	_
12	s'	se	O	_
13	étendant	étendre	O	_
14	sur	sur	O	_
15	23000	23000	O	_
16	m²	m²	O	_
17	,	,	O	_
18	et	et	O	_
19	localisée	localiser	BL	_
20	en	en	IL	_
21	bordure	bordure	IL	_
22	de	de	IL	_
23	la	le	IL	_
24	plateforme	plateforme	IL	_
25	industrielle	industriel	IL	_
26	CGEP	CGEP	EL	_
27	,	,	O	_


#- le prolongement de la décharge interne, appelée la décharge de la Cité, d'une surface d'environ 5500 m² et situées en limite sud-est de la décharge interne,
1	-	-	O	_
2	le	le	BO	_
3	prolongement	prolongement	EO	_
4	de	de	O	_
5	la	le	BO	_
6	décharge	décharge	IO	_
7	interne	interne	EO	_
8	,	,	O	_
9	appelée	appeler	O	_
10	la	le	O	_
11	décharge	décharge	O	_
12	de	de	O	_
13	la	le	O	_
14	Cité	cité	O	_
15	,	,	O	_
16	d'	de	O	_
17	une	un	O	_
18	surface	surface	O	_
19	d'	de	O	_
20	environ	environ	O	_
21	5500	5500	O	_
22	m²	m²	O	_
23	et	et	O	_
24	situées	situer	BL	_
25	en	en	BL	_
26	limite	limite	IL	_
27	sud-est	sud-est	IL	_
28	de	de	IL	_
29	la	le	IL	_
30	décharge	décharge	IL	_
31	interne	interne	EL	_
32	,	,	O	_


#- la décharge du Poueix constituant la zone de dépose la plus ancienne (1920) et s'étendant sur4500 m², localisée à quelques centaines de mètres au sud des deux autres décharges, au lieu-dit "Le Poueix".
1	-	-	O	_
2	la	le	BO	_
3	décharge	décharge	EO	_
4	du	de	BL	_
5	Poueix	Poueix	EO	_
6	constituant	constituer	O	_
7	la	le	BO	_
8	zone	zone	IO	_
9	de	de	IO	_
10	dépose	dépose	EO	_
11	la	le	O	_
12	plus	plus	O	_
13	ancienne	ancien	O	_
14	(	(	O	_
15	1920	1920	O	_
16	)	)	O	_
17	et	et	O	_
18	s'	se	O	_
19	étendant	étendre	O	_
20	sur4500	sur4500	O	_
21	m²	m²	O	_
22	,	,	O	_
23	localisée	localiser	BL	_
24	à	à	IL	_
25	quelques	quelque	IL	_
26	centaines	centaine	IL	_
27	de	de	IL	_
28	mètres	mètre	IL	_
29	au	au	IL	_
30	sud	sud	IL	_
31	des	de	IL	_
32	deux	deux	IL	_
33	autres	autre	IL	_
34	décharges	décharge	EL	_
35	,	,	O	_
36	au	au	BL	_
37	lieu	lieu	IL	_
38	-	-	IL	_
39	dit	dit	IL	_
40	"	"	IL	_
41	Le	le	IL	_
42	Poueix	Poueix	EL	_
43	"	"	O	_
44	.	.	O	_


#Différentes investigations ont été menées sur ces sites de 1995 à 2009 afin d'étudier l'impact que la dépose de déchets, directement sur des terrains naturels, a pu entraîner sur le milieu naturel.
1	Différentes	différents	BN	_
2	investigations	investigation	BN	_
3	ont	avoir	BN	_
4	été	être	IN	_
5	menées	mener	EN	_
6	sur	sur	O	_
7	ces	ce	BO	_
8	sites	site	EO	_
9	de	de	BT	_
10	1995	1995	IT	_
11	à	à	IT	_
12	2009	2009	ET	_
13	afin	afin	O	_
14	d'	de	O	_
15	étudier	étudier	O	_
16	l'	le	O	_
17	impact	impact	O	_
18	que	que	O	_
19	la	le	BN	_
20	dépose	dépose	EN	_
21	de	de	O	_
22	déchets	déchet	O	_
23	,	,	O	_
24	directement	directement	O	_
25	sur	sur	O	_
26	des	un	BN	_
27	terrains	terrain	IN	_
28	naturels	naturel	EN	_
29	,	,	O	_
30	a	avoir	O	_
31	pu	pouvoir	O	_
32	entraîner	entraîner	O	_
33	sur	sur	O	_
34	le	le	O	_
35	milieu	milieu	O	_
36	naturel	naturel	O	_
37	.	.	O	_


#Les diagnostics et études relatifs à la décharge interne ont été réalisés préalablement aux années 2000 et ne répondent donc pas aux nouvelles dispositions afférentes aux nouvelles dispositions de gestion des sites et sols pollués entrées en vigueur en 2007.
1	Les	le	BN	_
2	diagnostics	diagnostic	IN	_
3	et	et	IN	_
4	études	étude	IN	_
5	relatifs	relatif	EN	_
6	à	à	O	_
7	la	le	O	_
8	décharge	décharge	BO	_
9	interne	interne	EO	_
10	ont	avoir	BN	_
11	été	être	IN	_
12	réalisés	réaliser	EN	_
13	préalablement	préalablement	BT	_
14	aux	à	IT	_
15	années	année	IT	_
16	2000	2000	ET	_
17	et	et	O	_
18	ne	ne	O	_
19	répondent	répondre	O	_
20	donc	donc	O	_
21	pas	pas	O	_
22	aux	à	O	_
23	nouvelles	nouveau	O	_
24	dispositions	disposition	O	_
25	afférentes	afférent	O	_
26	aux	à	O	_
27	nouvelles	nouveau	IO	_
28	dispositions	disposition	IO	_
29	de	de	IO	_
30	gestion	gestion	IO	_
31	des	de	IO	_
32	sites	site	IO	_
33	et	et	IO	_
34	sols	sol	IO	_
35	pollués	polluer	EO	_
36	entrées	entrer	O	_
37	en	en	O	_
38	vigueur	vigueur	O	_
39	en	en	BT	_
40	2007	2007	ET	_
41	.	.	ET	_


#Sur la base de ces études, l'arrêté préfectoral du 30 mars 2001 a prescrit la mise en œuvre de différents travaux de réhabilitation qui sont les suivants:
1	Sur	sur	O	_
2	la	le	O	_
3	base	base	O	_
4	de	de	O	_
5	ces	ce	O	_
6	études	étude	O	_
7	,	,	O	_
8	l'	le	BO	_
9	arrêté	arrêté	IO	_
10	préfectoral	préfectoral	EO	_
11	du	de	O	_
12	30	30	IT	_
13	mars	mars	IT	_
14	2001	2001	ET	_
15	a	avoir	BN	_
16	prescrit	prescrire	EN	_
17	la	le	BN	_
18	mise	mise	IN	_
19	en	en	IN	_
20	œuvre	œuvre	IN	_
21	de	de	IN	_
22	différents	différent	IN	_
23	travaux	travail	IN	_
24	de	de	IN	_
25	réhabilitation	réhabilitation	EN	_
26	qui	qui	O	_
27	sont	être	O	_
28	les	le	O	_
29	suivants	suivant	O	_
30	:	:	O	_


#- l'expertise de l'étanchéité de la galerie technique passant sous la décharge,
