
#38.0102
#Cette usine créée en 1967 possède deux INB (n°65 et 90).
1	Cette	ce	DET	BO	O	2	det
2	usine	usine	NOUN	EO	O	6	nsubj
3	créée	créer	VERB	BN	O	2	acl
4	en	en	ADP	IN	O	5	case
5	1967	1967	NUM	ET	O	3	obl:mod
6	possède	posséder	VERB	BR	O	6	ROOT
7	deux	deux	NUM	BO	O	8	nummod
8	INB	inb	NOUN	EO	O	6	obj
9	(	(	PUNCT	O	O	8	punct
10	n°	numéro	NOUN	O	O	8	appos
11	65	65	NUM	O	O	10	nummod
12	et	et	CCONJ	O	O	13	cc
13	90	90	NUM	O	O	11	conj
14	)	)	PUNCT	O	O	8	punct
15	.	.	PUNCT	O	O	6	punct


#Elle a cessé toute production fin 2002 et rentre à partir de 2003 dans une phase d'assainissement et de démantèlement qui durera plusieurs années.
1	Elle	lui	PRON	BO	O	3	nsubj
2	a	avoir	AUX	BN	O	3	aux:tense
3	cessé	cesser	VERB	IN	O	3	ROOT
4	toute	tout	DET	IN	O	5	det
5	production	production	NOUN	IN	O	3	obj
6	fin	fin	NOUN	BT	O	3	obl:mod
7	2002	2002	NUM	ET	O	6	nmod
8	et	et	CCONJ	O	O	9	cc
9	rentre	rentre	VERB	BN	O	3	conj
10	à	à	ADP	BT	O	9	advmod
11	partir	partir	VERB	IT	O	10	fixed
12	de	de	ADP	BN	O	13	case
13	2003	2003	NUM	ET	O	10	dep
14	dans	dans	ADP	O	O	16	case
15	une	un	DET	BN	O	16	det
16	phase	phase	NOUN	IN	O	9	obl:arg
17	d'	de	ADP	IN	O	18	case
18	assainissement	assainissement	NOUN	EN	O	16	nmod
19	et	et	CCONJ	O	O	21	cc
20	de	de	ADP	BN	O	21	case
21	démantèlement	démantèlement	NOUN	EN	O	18	conj
22	qui	qui	PRON	O	O	23	nsubj
23	durera	durer	VERB	BT	O	16	acl:relcl
24	plusieurs	plusieurs	DET	IT	O	25	det
25	années	année	NOUN	ET	O	23	obj
26	.	.	PUNCT	O	O	3	punct


#La demande d'autorisation à démanteler associée au dossier de sûreté a été transmise à l'Autorité de Sûreté Nucléaire (D.
1	La	le	DET	BO	O	2	det
2	demande	demande	NOUN	IO	O	14	nsubj:pass
3	d'	de	ADP	IO	O	4	case
4	autorisation	autorisation	NOUN	IO	O	2	nmod
5	à	à	ADP	IO	O	6	mark
6	démanteler	démanteler	VERB	EN	O	4	acl
7	associée	associer	VERB	BR	O	4	acl
8	au	au	ADP	ER	O	9	case
9	dossier	dossier	NOUN	BO	O	7	obl:arg
10	de	de	ADP	IO	O	11	case
11	sûreté	sûreté	NOUN	EO	O	9	nmod
12	a	avoir	AUX	BN	O	14	aux:tense
13	été	être	AUX	IN	O	14	aux:pass
14	transmise	transmettre	VERB	EN	O	14	ROOT
15	à	à	ADP	O	O	17	case
16	l'	le	DET	BO	O	17	det
17	Autorité	autorité	NOUN	IO	O	14	obl:arg
18	de	de	ADP	IO	O	19	case
19	Sûreté	sûreté	NOUN	IO	O	17	nmod
20	Nucléaire	nucléaire	ADJ	EO	O	19	amod
21	(	(	PUNCT	O	O	17	punct
22	D.	d.	NOUN	O	O	17	appos


#.S.
1	.S.	.s.	NOUN	O	O	1	ROOT


#.R.)en mars 2003.
1	.R.)en	.r.)en	NOUN	BT	O	2	case
2	mars	mars	NOUN	IT	O	2	ROOT
3	2003	2003	NUM	ET	O	2	nmod
4	.	.	PUNCT	ET	O	2	punct


#L'instruction du dossier est en cours.
1	L'	le	DET	O	O	2	det
2	instruction	instruction	NOUN	O	O	7	nsubj
3	du	de	ADP	O	O	4	case
4	dossier	dossier	NOUN	O	O	2	nmod
5	est	être	AUX	O	O	7	cop
6	en	en	ADP	O	O	7	case
7	cours	cours	NOUN	ET	O	7	ROOT
8	.	.	PUNCT	O	O	7	punct


#Les principales activités de l'établissement concernaient la fabrication du combustible (pastillage, assemblage) pour la filière UNGG, surgénérateurs (Superphénix et Phénix), réacteurs expérimentaux; les applications militaires du CEA, équipements ou matériels spéciaux (prototypes mécaniques : atelier, soudage, expertise métallurgique, traitements thermiques,...), produits durs à applications industrielles (diamant de synthèse), assistance combustible MOX (mélange de plutonium recyclé et d'uranium).
1	Les	le	DET	O	O	3	det
2	principales	principal	ADJ	O	O	3	amod
3	activités	activité	NOUN	O	O	7	nsubj
4	de	de	ADP	O	O	6	case
5	l'	le	DET	BO	O	6	det
6	établissement	établissement	NOUN	EO	O	3	nmod
7	concernaient	concerner	VERB	BA	O	7	ROOT
8	la	le	DET	BA	O	9	det
9	fabrication	fabrication	NOUN	EA	O	7	obj
10	du	de	ADP	O	O	11	case
11	combustible	combustible	NOUN	O	BU	9	nmod
12	(	(	PUNCT	O	O	11	punct
13	pastillage	pastillage	NOUN	O	O	11	appos
14	,	,	PUNCT	O	O	15	punct
15	assemblage	assemblage	NOUN	O	O	13	conj
16	)	)	PUNCT	O	O	11	punct
17	pour	pour	ADP	O	O	19	case
18	la	le	DET	BA	O	19	det
19	filière	filière	NOUN	IO	O	9	nmod
20	UNGG	UNGG	PROPN	EO	EI	19	nmod
21	,	,	PUNCT	O	O	22	punct
22	surgénérateurs	surgénérateur	NOUN	O	O	9	conj
23	(	(	PUNCT	O	O	22	punct
24	Superphénix	Superphénix	PROPN	O	BS	22	appos
25	et	et	CCONJ	O	O	26	cc
26	Phénix	Phénix	PROPN	O	BS	24	conj
27	)	)	PUNCT	O	O	22	punct
28	,	,	PUNCT	O	O	29	punct
29	réacteurs	réacteur	NOUN	O	O	7	conj
30	expérimentaux	expérimental	ADJ	O	O	29	amod
31	;	;	PUNCT	O	O	7	punct
32	les	le	DET	BA	O	33	det
33	applications	application	NOUN	IA	O	33	ROOT
34	militaires	militaire	ADJ	EA	O	33	amod
35	du	de	ADP	O	O	36	case
36	CEA	CEA	PROPN	BO	O	33	nmod
37	,	,	PUNCT	O	O	38	punct
38	équipements	équipement	NOUN	O	O	33	conj
39	ou	ou	CCONJ	O	O	40	cc
40	matériels	matériel	NOUN	O	O	38	conj
41	spéciaux	spécial	ADJ	O	O	40	amod
42	(	(	PUNCT	O	O	38	punct
43	prototypes	prototype	NOUN	O	O	38	appos
44	mécaniques	mécanique	ADJ	O	O	43	amod
45	:	:	PUNCT	O	O	43	punct
46	atelier	atelier	NOUN	O	O	43	appos
47	,	,	PUNCT	O	O	48	punct
48	soudage	soudage	NOUN	BA	O	46	conj
49	,	,	PUNCT	O	O	50	punct
50	expertise	expertise	NOUN	BA	O	46	conj
51	métallurgique	métallurgique	ADJ	EN	O	50	amod
52	,	,	PUNCT	O	O	53	punct
53	traitements	traitement	NOUN	O	O	46	conj
54	thermiques	thermique	ADJ	O	O	53	amod
55	,	,	PUNCT	O	O	46	punct
56	...	...	PUNCT	O	O	38	punct
57	)	)	PUNCT	O	O	38	punct
58	,	,	PUNCT	O	O	59	punct
59	produits	produit	NOUN	O	O	33	conj
60	durs	dur	ADJ	O	O	59	amod
61	à	à	ADP	O	O	62	case
62	applications	application	NOUN	O	O	59	nmod
63	industrielles	industriel	ADJ	O	O	62	amod
64	(	(	PUNCT	O	O	59	punct
65	diamant	diamant	NOUN	O	O	59	appos
66	de	de	ADP	O	O	67	case
67	synthèse	synthèse	NOUN	O	O	65	nmod
68	)	)	PUNCT	O	O	59	punct
69	,	,	PUNCT	O	O	70	punct
70	assistance	assistance	NOUN	O	O	33	conj
71	combustible	combustible	NOUN	O	BU	70	nmod
72	MOX	MOX	PROPN	O	EU	71	nmod
73	(	(	PUNCT	O	O	70	punct
74	mélange	mélange	NOUN	O	O	70	appos
75	de	de	ADP	O	O	76	case
76	plutonium	plutonium	NOUN	O	ES	74	nmod
77	recyclé	recycler	VERB	O	ES	76	acl
78	et	et	CCONJ	O	O	80	cc
79	d'	de	ADP	O	O	80	case
80	uranium	uranium	NOUN	O	O	76	conj
81	)	)	PUNCT	O	O	70	punct
82	.	.	PUNCT	O	O	33	punct


#Après le démantèlement et le Déclassement de l'usine, l'objectif est une cession des terrains et des locaux restants dans le domaine public à des fins industrielles.
1	Après	après	ADP	BR	O	3	case
2	le	le	DET	BN	O	3	det
3	démantèlement	démantèlement	NOUN	BN	O	15	obl:mod
4	et	et	CCONJ	O	O	6	cc
5	le	le	DET	BN	O	6	det
6	Déclassement	déclassement	NOUN	BN	O	3	conj
7	de	de	ADP	O	O	9	case
8	l'	le	DET	BO	O	9	det
9	usine	usine	NOUN	EO	O	3	nmod
10	,	,	PUNCT	O	O	15	punct
11	l'	le	DET	BO	O	12	det
12	objectif	objectif	NOUN	EO	O	15	nsubj
13	est	être	AUX	O	O	15	cop
14	une	un	DET	O	O	15	det
15	cession	cession	NOUN	BN	O	15	ROOT
16	des	de	ADP	IN	O	17	case
17	terrains	terrain	NOUN	EN	O	15	nmod
18	et	et	CCONJ	O	O	20	cc
19	des	de	ADP	O	O	20	case
20	locaux	local	NOUN	IN	O	17	conj
21	restants	restant	ADJ	IN	O	20	amod
22	dans	dans	ADP	IN	O	24	case
23	le	le	DET	IN	O	24	det
24	domaine	domaine	NOUN	IN	O	15	nmod
25	public	public	ADJ	EN	O	24	amod
26	à	à	ADP	O	O	28	case
27	des	un	DET	BN	O	28	det
28	fins	fin	NOUN	IN	O	15	nmod
29	industrielles	industriel	ADJ	EN	O	28	amod
30	.	.	PUNCT	O	O	15	punct


#Le site pourra disposer d'installations communes pour les entreprises déjà implantées (SOFRADIR, ULIS).
1	Le	le	DET	BO	O	2	det
2	site	site	NOUN	EO	O	3	nsubj
3	pourra	pouvoir	VERB	O	O	3	ROOT
4	disposer	disposer	VERB	O	O	3	xcomp
5	d'	de	ADP	O	O	6	case
6	installations	installation	NOUN	O	O	4	obl:arg
7	communes	commun	ADJ	O	O	6	amod
8	pour	pour	ADP	O	O	10	case
9	les	le	DET	O	O	10	det
10	entreprises	entreprise	NOUN	O	O	6	nmod
11	déjà	déjà	ADV	O	O	12	advmod
12	implantées	implanter	VERB	O	O	10	acl
13	(	(	PUNCT	O	O	10	punct
14	SOFRADIR	SOFRADIR	PROPN	EO	BI	10	appos
15	,	,	PUNCT	O	O	16	punct
16	ULIS	ULIS	PROPN	EO	EI	14	conj
17	)	)	PUNCT	O	O	3	punct
18	.	.	PUNCT	O	O	3	punct


#Les risques principaux pour l'environnement interne à l'usine liés aux activités antérieures du site sont de nature radiochimique (uraniums 235 et 238) et chimique (chrome, cuivre, PCB,COHV,...).
1	Les	le	DET	O	O	2	det
2	risques	risque	NOUN	O	O	19	nsubj
3	principaux	principal	ADJ	O	O	2	amod
4	pour	pour	ADP	O	O	6	case
5	l'	le	DET	O	O	6	det
6	environnement	environnement	NOUN	O	O	2	nmod
7	interne	interne	ADJ	O	O	6	amod
8	à	à	ADP	O	O	10	case
9	l'	le	DET	O	O	10	det
10	usine	usine	NOUN	O	O	6	nmod
11	liés	lier	VERB	O	O	2	acl
12	aux	à	ADP	O	O	13	case
