
#92.0046
#Site en bordure de Seine, en activité (Etude conception, fabrication et essai de moteurs d'avions, turboréacteurs).
1	Site	site	NOUN	BO	O	10	det
2	en	en	ADP	BL	O	3	case
3	bordure	bordure	NOUN	IL	O	1	nmod
4	de	de	ADP	IL	O	5	case
5	Seine	Seine	PROPN	EL	O	3	nmod
6	,	,	PUNCT	O	O	1	punct
7	en	en	ADP	BT	O	8	case
8	activité	activité	NOUN	ET	O	1	nmod
9	(	(	PUNCT	O	O	8	punct
10	Etude	etude	NOUN	BA	O	10	ROOT
11	conception	conception	NOUN	IA	O	10	nmod
12	,	,	PUNCT	IA	O	13	punct
13	fabrication	fabrication	NOUN	IA	O	11	conj
14	et	et	CCONJ	IA	O	15	cc
15	essai	essai	NOUN	IA	O	13	conj
16	de	de	ADP	IA	O	17	case
17	moteurs	moteur	NOUN	IA	O	13	nmod
18	d'	de	ADP	IA	O	19	case
19	avions	avion	NOUN	EO	O	17	nmod
20	,	,	PUNCT	O	O	21	punct
21	turboréacteurs	turboréacteur	NOUN	BO	O	19	conj
22	)	)	PUNCT	O	O	11	punct
23	.	.	PUNCT	O	O	10	punct


#Site soumis à l'arrêté du 2 février 1998 concernant la surveillance des eaux souterraines.
1	Site	site	NOUN	BO	O	1	ROOT
2	soumis	soumettre	VERB	O	O	1	acl
3	à	à	ADP	O	O	5	case
4	l'	le	DET	O	O	5	det
5	arrêté	arrêté	NOUN	O	O	2	obl:arg
6	du	de	ADP	O	O	7	case
7	2	2	NUM	BT	O	5	nmod
8	février	février	NOUN	IT	O	7	nmod
9	1998	1998	NUM	ET	O	8	nmod
10	concernant	concerner	VERB	O	O	5	acl
11	la	le	DET	O	O	12	det
12	surveillance	surveillance	NOUN	BA	O	10	obj
13	des	de	ADP	IA	O	14	case
14	eaux	eau	NOUN	IA	O	12	nmod
15	souterraines	souterrain	ADJ	EA	O	14	amod
16	.	.	PUNCT	O	O	1	punct


