
#40.0146
#L'établissement est situé au Sud du Bourg au bord de la RD834.
1	L'	le	DET	BO	O	2	det
2	établissement	établissement	NOUN	EO	O	4	nsubj:pass
3	est	être	AUX	BL	O	4	aux:pass
4	situé	situer	VERB	IL	O	4	ROOT
5	au	au	ADP	IL	O	6	case
6	Sud	sud	NOUN	IL	O	4	obl:arg
7	du	de	ADP	IL	O	8	case
8	Bourg	bourg	NOUN	IL	O	6	nmod
9	au	au	ADP	IL	O	10	case
10	bord	bord	NOUN	IL	O	4	obl:mod
11	de	de	ADP	IL	O	13	case
12	la	le	DET	IL	O	13	det
13	RD834	RD834	NUM	IL	O	10	nmod
14	.	.	PUNCT	EL	O	4	punct


#Les premières habitations sont situées à proximité immédiate du site.
1	Les	le	DET	BO	O	3	det
2	premières	premier	ADJ	IO	O	3	amod
3	habitations	habitation	NOUN	EO	O	5	nsubj:pass
4	sont	être	AUX	BL	O	5	aux:pass
5	situées	situer	VERB	IL	O	5	ROOT
6	à	à	ADP	IL	O	7	case
7	proximité	proximité	NOUN	IL	O	5	obl:arg
8	immédiate	immédiat	ADJ	IL	O	7	amod
9	du	de	ADP	IL	O	10	case
10	site	site	NOUN	EL	O	7	nmod
11	.	.	PUNCT	O	O	5	punct


#Le site est implanté à 600 mètres du Ruisseau du Marc.
1	Le	le	DET	BO	O	2	det
2	site	site	NOUN	EO	O	4	nsubj:pass
3	est	être	AUX	BL	O	4	aux:pass
4	implanté	implanter	VERB	IL	O	4	ROOT
5	à	à	ADP	IL	O	7	case
6	600	600	NUM	IL	O	7	nummod
7	mètres	mètre	NOUN	IL	O	4	obl:arg
8	du	de	ADP	IL	O	9	case
9	Ruisseau	ruisseau	NOUN	IL	O	7	nmod
10	du	de	ADP	IL	O	11	case
11	Marc	Marc	PROPN	EL	O	9	nmod
12	.	.	PUNCT	O	O	4	punct


#La société Bertrand NAVARRE a été créée à Garein en 1905, à l'origine pour exercer une activité de distillation de gemme et fabrication notamment d'essence de térébenthine et de colophane.
1	La	le	DET	BO	BI	2	det
2	société	société	NOUN	IO	II	7	nsubj:pass
3	Bertrand	Bertrand	PROPN	IO	II	2	appos
4	NAVARRE	NAVARRE	PROPN	EO	EI	3	flat:name
5	a	avoir	AUX	BN	O	7	aux:tense
6	été	être	AUX	IN	O	7	aux:pass
7	créée	créer	VERB	EN	O	7	ROOT
8	à	à	ADP	IL	O	9	case
9	Garein	Garein	PROPN	EL	O	7	obl:mod
10	en	en	ADP	BT	O	11	case
11	1905	1905	NUM	ET	O	7	obl:mod
12	,	,	PUNCT	O	O	7	punct
13	à	à	ADP	BR	O	15	case
14	l'	le	DET	IR	O	15	det
15	origine	origine	NOUN	IR	O	7	obl:mod
16	pour	pour	ADP	O	O	17	mark
17	exercer	exercer	VERB	O	O	7	advcl
18	une	un	DET	BA	O	19	det
19	activité	activité	NOUN	IA	O	17	obj
20	de	de	ADP	IA	O	21	case
21	distillation	distillation	NOUN	IA	O	19	nmod
22	de	de	ADP	IA	O	23	case
23	gemme	gemme	NOUN	EA	O	21	nmod
24	et	et	CCONJ	O	O	25	cc
25	fabrication	fabrication	NOUN	BA	O	21	conj
26	notamment	notamment	ADV	IA	O	28	advmod
27	d'	de	ADP	IA	O	28	case
28	essence	essence	NOUN	IA	BS	25	nmod
29	de	de	ADP	IA	O	30	case
30	térébenthine	térébenthine	NOUN	EA	BS	28	nmod
31	et	et	CCONJ	O	O	33	cc
32	de	de	ADP	O	O	33	case
33	colophane	colophane	NOUN	O	O	30	conj
34	.	.	PUNCT	O	O	7	punct


#Le niveau de production d'essence de térébenthine a atteint un volume de 8 millions de litres par an.
1	Le	le	DET	BO	O	2	det
2	niveau	niveau	NOUN	EO	O	10	nsubj
3	de	de	ADP	BA	O	4	case
4	production	production	NOUN	IA	O	2	nmod
5	d'	de	ADP	IA	O	6	case
6	essence	essence	NOUN	IA	BS	4	nmod
7	de	de	ADP	IA	O	8	case
8	térébenthine	térébenthine	NOUN	EA	BS	6	nmod
9	a	avoir	AUX	BN	O	10	aux:tense
10	atteint	atteindre	VERB	EN	O	10	ROOT
11	un	un	DET	O	O	12	det
12	volume	volume	NOUN	O	O	10	obj
13	de	de	ADP	O	O	15	case
14	8	8	NUM	O	O	15	nummod
15	millions	million	NOUN	O	O	12	nmod
16	de	de	ADP	O	O	17	case
17	litres	litre	NOUN	O	O	15	nmod
18	par	par	ADP	O	O	19	case
19	an	an	NOUN	O	O	12	nmod
20	.	.	PUNCT	O	O	10	punct


#Cette activité a été abandonnée en 1985.
1	Cette	ce	DET	BO	O	2	det
2	activité	activité	NOUN	EO	O	5	nsubj:pass
3	a	avoir	AUX	BN	O	5	aux:tense
4	été	être	AUX	IN	O	5	aux:pass
5	abandonnée	abandonner	VERB	EN	O	5	ROOT
6	en	en	ADP	BT	O	7	case
7	1985	1985	NUM	ET	O	5	obl:mod
8	.	.	PUNCT	ET	O	5	punct


#La production avait diminuée à 0.3 millions de litres / an.
1	La	le	DET	O	O	2	det
2	production	production	NOUN	O	O	4	nsubj
3	avait	avoir	AUX	O	O	4	aux:tense
4	diminuée	diminuer	VERB	EN	O	4	ROOT
5	à	à	ADP	O	O	7	case
6	0.3	0.3	NUM	O	O	7	nummod
7	millions	million	NOUN	O	O	4	obl:arg
8	de	de	ADP	O	O	9	case
9	litres	litre	NOUN	O	O	7	nmod
10	/	sur	ADP	O	O	11	case
11	an	an	NOUN	O	O	7	nmod
12	.	.	PUNCT	O	O	4	punct


#Parallèlement, une activité de fabrication de charbon de bois a débutée en 1946.
1	Parallèlement	parallèlement	ADV	O	O	12	advmod
2	,	,	PUNCT	O	O	12	punct
3	une	un	DET	O	O	4	det
4	activité	activité	NOUN	BA	O	12	nsubj
5	de	de	ADP	IA	O	6	case
6	fabrication	fabrication	NOUN	IA	O	4	nmod
7	de	de	ADP	IA	O	8	case
8	charbon	charbon	NOUN	IA	BU	6	nmod
9	de	de	ADP	IA	IU	10	case
10	bois	bois	NOUN	EA	EU	8	nmod
11	a	avoir	AUX	BN	O	12	aux:tense
12	débutée	débuter	VERB	EN	O	12	ROOT
13	en	en	ADP	BT	O	14	case
14	1946	1946	NUM	ET	O	12	obl:mod
15	.	.	PUNCT	ET	O	12	punct


#Cette activité perdura jusqu'en septembre 2010 avec la liquidation judiciaire de la société NAVARRE à partir du 24/09/2010.
1	Cette	ce	DET	BN	O	2	det
2	activité	activité	NOUN	IN	O	3	nsubj
3	perdura	perdurer	VERB	EN	O	3	ROOT
4	jusqu'	jusque	ADP	BT	O	6	case
5	en	en	ADP	BT	O	6	case
6	septembre	septembre	NOUN	IT	O	3	obl:mod
7	2010	2010	NUM	ET	O	6	nmod
8	avec	avec	ADP	O	O	10	case
9	la	le	DET	BN	O	10	det
10	liquidation	liquidation	NOUN	IN	O	3	obl:mod
11	judiciaire	judiciaire	ADJ	EN	O	10	amod
12	de	de	ADP	O	O	14	case
13	la	le	DET	BO	BI	14	det
14	société	société	NOUN	IO	II	10	nmod
15	NAVARRE	NAVARRE	PROPN	EO	EI	14	nmod
16	à	à	ADP	O	O	10	advmod
17	partir	partir	VERB	BT	O	16	fixed
18	du	de	ADP	IT	O	19	case
19	24/09/2010	24/09/2010	PRON	IT	O	16	dep
20	.	.	PUNCT	ET	O	3	punct


#Les activités étaient autorisées par arrêté préfectoral du 29 mai 1978.
1	Les	le	DET	BO	O	2	det
2	activités	activité	NOUN	EO	O	4	nsubj:pass
3	étaient	être	AUX	BN	O	4	aux:pass
4	autorisées	autoriser	VERB	EN	O	4	ROOT
5	par	par	ADP	BO	O	6	case
6	arrêté	arrêté	NOUN	IO	O	4	obl:mod
7	préfectoral	préfectoral	ADJ	EO	O	6	amod
8	du	de	ADP	IT	O	9	case
9	29	29	NUM	IT	O	6	nmod
10	mai	mai	NOUN	IT	O	9	nmod
11	1978	1978	NUM	ET	O	10	nmod
12	.	.	PUNCT	ET	O	4	punct


#Par ordonnance du 08/12/2010, Mr le Juge Commissaire a autorisé la cession du fonds de commerce de la SARL BERTRAND NAVARRE au profit de la société PROGAREIN.
1	Par	par	ADP	O	O	2	case
2	ordonnance	ordonnance	NOUN	O	O	11	obl:mod
3	du	de	ADP	BT	O	4	case
4	08/12/2010	08/12/2010	NOUN	IT	O	2	nmod
5	,	,	PUNCT	O	O	11	punct
6	Mr	mr	NOUN	O	O	11	nsubj
7	le	le	DET	O	BI	8	det
8	Juge	juge	NOUN	O	II	6	nmod
9	Commissaire	commissaire	NOUN	O	EI	6	nmod
10	a	avoir	AUX	BN	O	11	aux:tense
11	autorisé	autoriser	VERB	EN	O	11	ROOT
12	la	le	DET	BN	O	13	det
13	cession	cession	NOUN	IN	O	11	obj
14	du	de	ADP	IN	O	15	case
15	fonds	fonds	NOUN	IN	O	13	nmod
16	de	de	ADP	IN	O	17	case
17	commerce	commerce	NOUN	EN	O	15	nmod
18	de	de	ADP	O	O	20	case
19	la	le	DET	BO	BI	20	det
20	SARL	sarl	NOUN	IO	II	15	nmod
21	BERTRAND	BERTRAND	PROPN	BO	EI	20	appos
22	NAVARRE	NAVARRE	PROPN	EO	EI	21	flat:name
23	au	au	ADP	BR	O	24	case
24	profit	profit	NOUN	IR	O	13	nmod
25	de	de	ADP	ER	O	27	case
26	la	le	DET	BO	BI	27	det
27	société	société	NOUN	IO	II	24	nmod
28	PROGAREIN	PROGAREIN	PROPN	EO	EI	27	nmod
29	.	.	PUNCT	O	O	11	punct


#Dans son courrier du 15/04/2011, la SARL PROGAREIN déclare avoir repris l'activité des Ets NAVARRE depuis le 10 janvier 2011 pour ce qui concerne l'activité de production de mastic et glu, et le conditionnement de goudron.
1	Dans	dans	ADP	O	O	3	case
2	son	son	DET	O	O	3	det
3	courrier	courrier	NOUN	O	O	10	obl:mod
4	du	de	ADP	O	O	5	case
5	15/04/2011	15/04/2011	NOUN	ET	O	3	nmod
6	,	,	PUNCT	O	O	10	punct
7	la	le	DET	BO	BI	8	det
8	SARL	sarl	NOUN	IO	II	10	nsubj
9	PROGAREIN	PROGAREIN	PROPN	EO	EI	8	nmod
10	déclare	déclare	VERB	BN	O	10	ROOT
11	avoir	avoir	AUX	BN	O	12	aux:tense
12	repris	reprendre	VERB	EN	O	10	xcomp
13	l'	le	DET	EN	O	14	det
14	activité	activité	NOUN	EN	O	12	obj
15	des	de	ADP	O	BI	16	case
16	Ets	et	NOUN	IO	II	14	nmod
17	NAVARRE	NAVARRE	PROPN	EO	EI	16	flat:name
18	depuis	depuis	ADP	BT	O	20	case
19	le	le	DET	BT	O	20	det
20	10	10	NUM	IT	O	12	obl:mod
21	janvier	janvier	NOUN	IT	O	20	nmod
22	2011	2011	NUM	ET	O	21	nmod
23	pour	pour	ADP	O	O	28	case
24	ce	ce	PRON	O	O	23	fixed
25	qui	qui	PRON	O	O	23	fixed
26	concerne	concerne	VERB	O	O	23	fixed
27	l'	le	DET	BA	O	28	det
28	activité	activité	NOUN	IA	O	12	obl:mod
29	de	de	ADP	IA	O	30	case
30	production	production	NOUN	IA	O	28	nmod
31	de	de	ADP	IA	O	32	case
32	mastic	mastic	NOUN	IA	BU	30	nmod
33	et	et	CCONJ	IA	O	34	cc
34	glu	glu	NOUN	EA	BU	32	conj
