
#09.0001
#Cette ancienne carrière d'argile a été exploitée jusqu'en 1989 par une briqueterie.
1	Cette	ce	DET	BO	O	3	det
2	ancienne	ancien	ADJ	IO	O	3	amod
3	carrière	carrière	NOUN	IO	O	8	nsubj:pass
4	d'	de	ADP	IO	O	5	case
5	argile	argile	NOUN	EO	O	3	nmod
6	a	avoir	AUX	BN	O	8	aux:tense
7	été	être	AUX	IN	O	8	aux:pass
8	exploitée	exploiter	VERB	EN	O	8	ROOT
9	jusqu'	jusque	ADP	BT	O	11	case
10	en	en	ADP	BT	O	11	case
11	1989	1989	NUM	ET	O	8	obl:mod
12	par	par	ADP	O	O	14	case
13	une	un	DET	BO	O	14	det
14	briqueterie	briqueterie	NOUN	BO	O	8	obl:agent
15	.	.	PUNCT	O	O	8	punct


#Elle a servi ensuite de dépôt à la fabrique de peintures MASTER (actuellement PEINTURES MAESTRIA) pour des résidus de peintures, solvants et déchets divers (emballages, plastiques souillés, …).
1	Elle	lui	PRON	BO	O	3	nsubj
2	a	avoir	AUX	BR	O	3	aux:tense
3	servi	servir	VERB	IR	O	3	ROOT
4	ensuite	ensuite	ADV	BO	O	3	advmod
5	de	de	ADP	IO	O	6	case
6	dépôt	dépôt	NOUN	EO	O	3	obl:arg
7	à	à	ADP	O	O	9	case
8	la	le	DET	BO	BI	9	det
9	fabrique	fabrique	NOUN	IO	II	3	obl:arg
10	de	de	ADP	IO	II	11	case
11	peintures	peinture	NOUN	IO	EI	9	nmod
12	MASTER	MASTER	PROPN	EO	EI	11	nmod
13	(	(	PUNCT	O	O	9	punct
14	actuellement	actuellement	ADV	O	O	15	advmod
15	PEINTURES	peinture	NOUN	BA	EI	9	appos
16	MAESTRIA	MAESTRIA	PROPN	EO	EI	15	nmod
17	)	)	PUNCT	O	O	9	punct
18	pour	pour	ADP	O	O	20	case
19	des	un	DET	O	O	20	det
20	résidus	résidu	NOUN	O	BU	3	obl:mod
21	de	de	ADP	O	IU	22	case
22	peintures	peinture	NOUN	O	EU	20	nmod
23	,	,	PUNCT	O	O	24	punct
24	solvants	solvant	NOUN	O	O	22	conj
25	et	et	CCONJ	O	O	26	cc
26	déchets	déchet	NOUN	O	O	22	conj
27	divers	divers	ADJ	O	O	26	amod
28	(	(	PUNCT	O	O	26	punct
29	emballages	emballage	NOUN	O	O	26	appos
30	,	,	PUNCT	O	O	31	punct
31	plastiques	plastique	NOUN	O	BU	29	conj
32	souillés	souiller	VERB	O	EU	31	acl
33	,	,	PUNCT	O	O	29	punct
34	…	…	PUNCT	O	O	26	punct
35	)	)	PUNCT	O	O	3	punct
36	.	.	PUNCT	O	O	36	ROOT


#Le ruisseau du Payroulié coule en contrebas à 200 m.
1	Le	le	DET	O	O	2	det
2	ruisseau	ruisseau	NOUN	O	O	5	nsubj
3	du	de	ADP	O	O	4	case
4	Payroulié	Payroulié	PROPN	O	O	2	nmod
5	coule	coule	VERB	O	O	5	ROOT
6	en	en	ADP	O	O	7	case
7	contrebas	contrebas	NOUN	O	O	5	obl:mod
8	à	à	ADP	O	O	10	case
9	200	200	NUM	O	O	10	nummod
10	m.	m.	PUNCT	O	O	5	obl:mod


#Suite à un rapport de services de la santé signalant la présence d'un dépôt sauvage de déchets industriels dans l'ancienne carrière de la briqueterie des PUJOLS, l'inspection des installations classées (IIC) a visité le site le 15 avril 1989, constaté l'infraction et dressé procès-verbal à l'encontre de la société MASTER PEINTURES.
1	Suite	suite	NOUN	BR	O	4	case
2	à	à	ADP	ER	O	1	fixed
3	un	un	DET	BN	O	4	det
4	rapport	rapport	NOUN	IN	O	39	obl:mod
5	de	de	ADP	O	O	6	case
6	services	service	NOUN	O	O	4	nmod
7	de	de	ADP	O	O	9	case
8	la	le	DET	O	O	9	det
