
#59.0433
#- Le plan d'occupation des sols indique que le site est localisé en zone prioritaire pour les activités industrielles.
1	-	-	PUNCT	O	O	8	punct
2	Le	le	DET	BO	O	3	det
3	plan	plan	NOUN	IO	O	8	nsubj
4	d'	de	ADP	IO	O	5	case
5	occupation	occupation	NOUN	IO	O	3	nmod
6	des	de	ADP	IO	O	7	case
7	sols	sol	NOUN	EO	O	5	nmod
8	indique	indique	VERB	O	O	8	ROOT
9	que	que	SCONJ	O	O	13	mark
10	le	le	DET	BO	O	11	det
11	site	site	NOUN	EO	O	13	nsubj:pass
12	est	être	AUX	BL	O	13	aux:pass
13	localisé	localiser	VERB	IL	O	8	ccomp
14	en	en	ADP	IL	O	15	case
15	zone	zone	NOUN	BO	O	13	obl:arg
16	prioritaire	prioritaire	ADJ	EO	O	15	amod
17	pour	pour	ADP	O	O	19	case
18	les	le	DET	O	O	19	det
19	activités	activité	NOUN	IA	O	15	nmod
20	industrielles	industriel	ADJ	EA	O	19	amod
21	.	.	PUNCT	O	O	8	punct


#- Le site exploite deux parcelles séparées par l'avenue George Hannart.
1	-	-	PUNCT	O	O	4	punct
2	Le	le	DET	BO	O	3	det
3	site	site	NOUN	EO	O	4	nsubj
4	exploite	exploite	VERB	BN	O	4	ROOT
5	deux	deux	NUM	BO	O	6	nummod
6	parcelles	parcelle	NOUN	EO	O	4	obj
7	séparées	séparer	VERB	O	O	6	acl
8	par	par	ADP	O	O	10	case
9	l'	le	DET	BL	O	10	det
10	avenue	avenue	NOUN	IL	O	7	obl:agent
11	George	George	PROPN	IL	O	10	appos
12	Hannart	Hannart	PROPN	EL	O	11	flat:name
13	.	.	PUNCT	O	O	4	punct


#La parcelle sud contient l'usine dite " Dubled ": activités: zone de stockage et de préparation des outils et de la matière première, ateliers de presse...
1	La	le	DET	BO	O	2	det
2	parcelle	parcelle	NOUN	IO	O	4	nsubj
3	sud	sud	ADJ	EO	O	2	amod
4	contient	contenir	VERB	BR	O	4	ROOT
5	l'	le	DET	BO	O	6	det
6	usine	usine	NOUN	IO	O	4	obj
7	dite	dire	VERB	IO	O	6	acl
8	"	"	PUNCT	IO	O	9	punct
9	Dubled	Dubled	PROPN	EO	O	7	xcomp
10	"	"	PUNCT	O	O	9	punct
11	:	:	PUNCT	O	O	6	punct
12	activités	activité	NOUN	O	O	6	nmod
13	:	:	PUNCT	O	O	12	punct
14	zone	zone	NOUN	O	O	12	appos
15	de	de	ADP	BA	O	16	case
16	stockage	stockage	NOUN	IA	O	14	nmod
17	et	et	CCONJ	IA	O	19	cc
18	de	de	ADP	IA	O	19	case
19	préparation	préparation	NOUN	IA	O	16	conj
20	des	de	ADP	IA	O	21	case
21	outils	outil	NOUN	EA	O	19	nmod
22	et	et	CCONJ	O	O	25	cc
23	de	de	ADP	O	O	25	case
24	la	le	DET	O	O	25	det
25	matière	matière	NOUN	O	O	21	conj
26	première	premier	ADJ	O	O	25	amod
27	,	,	PUNCT	O	O	28	punct
28	ateliers	atelier	NOUN	O	O	12	conj
29	de	de	ADP	O	O	30	case
30	presse	presse	NOUN	O	O	28	nmod
31	...	...	PUNCT	O	O	4	punct


#La partie nord est utilisée par l'usine dite " Hannart ": activités: lignes de soudure, chaine de traitement de surface, fours de séchage, atelier de montage et d'habillage des cabines...
1	La	le	DET	BO	O	2	det
2	partie	partie	NOUN	IO	O	5	nsubj:pass
3	nord	nord	ADJ	EO	O	2	amod
4	est	être	AUX	BR	O	5	aux:pass
5	utilisée	utiliser	VERB	IR	O	5	ROOT
6	par	par	ADP	ER	O	8	case
7	l'	le	DET	BO	O	8	det
8	usine	usine	NOUN	IO	O	5	obl:agent
9	dite	dire	VERB	IO	O	8	acl
10	"	"	PUNCT	IO	O	11	punct
11	Hannart	Hannart	PROPN	EO	O	9	xcomp
12	"	"	PUNCT	O	O	11	punct
13	:	:	PUNCT	O	O	8	punct
14	activités	activité	NOUN	O	O	8	nmod
15	:	:	PUNCT	O	O	14	punct
16	lignes	ligne	NOUN	O	O	14	appos
17	de	de	ADP	O	O	18	case
18	soudure	soudure	NOUN	O	O	16	nmod
19	,	,	PUNCT	O	O	20	punct
20	chaine	chaine	NOUN	O	O	16	conj
21	de	de	ADP	O	O	22	case
22	traitement	traitement	NOUN	BA	O	20	nmod
23	de	de	ADP	IA	O	24	case
24	surface	surface	NOUN	EA	O	22	nmod
25	,	,	PUNCT	O	O	26	punct
26	fours	four	NOUN	O	O	16	conj
27	de	de	ADP	O	O	28	case
28	séchage	séchage	NOUN	O	O	26	nmod
29	,	,	PUNCT	O	O	30	punct
30	atelier	atelier	NOUN	BA	O	16	conj
31	de	de	ADP	IA	O	32	case
32	montage	montage	NOUN	IA	O	30	nmod
33	et	et	CCONJ	IA	O	35	cc
34	d'	de	ADP	IA	O	35	case
35	habillage	habillage	NOUN	IA	O	32	conj
36	des	de	ADP	IA	O	37	case
37	cabines	cabine	NOUN	EA	O	35	nmod
38	...	...	PUNCT	O	O	5	punct


#- La surface du site est de 6,6ha.
1	-	-	PUNCT	O	O	9	punct
2	La	le	DET	O	O	3	det
3	surface	surface	NOUN	O	O	9	nsubj
4	du	de	ADP	O	O	5	case
5	site	site	NOUN	O	O	3	nmod
6	est	être	AUX	O	O	9	cop
7	de	de	ADP	O	O	9	case
8	6,6	6,6	NUM	BO	O	9	nummod
9	ha	ha	NOUN	EO	O	9	ROOT
10	.	.	PUNCT	O	O	9	punct


#- Site en activité.
1	-	-	PUNCT	O	O	2	punct
2	Site	site	NOUN	O	O	2	ROOT
3	en	en	ADP	O	O	4	case
4	activité	activité	NOUN	O	O	2	nmod
5	.	.	PUNCT	O	O	2	punct


#Le site mis en sécurité vis à vis des tiers.
1	Le	le	DET	O	O	2	det
2	site	site	NOUN	O	O	2	ROOT
3	mis	mettre	VERB	O	O	2	acl
4	en	en	ADP	O	O	5	case
5	sécurité	sécurité	NOUN	O	O	3	obl:arg
6	vis	vis	NOUN	O	O	2	nmod
7	à	à	ADP	O	O	6	fixed
8	vis	vis	NOUN	O	O	6	fixed
9	des	de	ADP	O	O	10	case
10	tiers	tiers	NOUN	O	O	6	nmod
