#38.0266

#Le site est situé sur l'aéroport de la commune de Saint-Etienne de Saint Geoirs (38).
1	Le	le	DET	_	_	2	det	_	_
2	site	site	NOUN	_	_	4	nsubj:pass	_	_
3	est	être	AUX	_	_	4	aux:pass	_	_
4	situé	situer	VERB	_	_	4	ROOT	_	_
5	sur	sur	ADP	_	_	7	case	_	_
6	l'	le	DET	_	_	7	det	_	_
7	aéroport	aéroport	NOUN	_	_	4	obl:arg	_	_
8	de	de	ADP	_	_	10	case	_	_
9	la	le	DET	_	_	10	det	_	_
10	commune	commune	NOUN	_	_	7	nmod	_	_
11	de	de	ADP	_	_	12	case	_	_
12	Saint-Etienne	Saint-Etienne	PROPN	_	_	10	nmod	_	_
13	de	de	ADP	_	_	14	case	_	_
14	Saint	Saint	PROPN	_	_	10	nmod	_	_
15	Geoirs	Geoirs	PROPN	_	_	14	flat:name	_	_
16	(	(	PUNCT	_	_	14	punct	_	_
17	38	38	PRON	_	_	14	appos	_	_
18	)	)	PUNCT	_	_	4	punct	_	_
19	.	.	PUNCT	_	_	4	punct	_	_


#La superficie totale du site est d'environ 3 300 m².
1	La	le	DET	_	_	2	det	_	_
2	superficie	superficie	NOUN	_	_	6	nsubj	_	_
3	totale	total	ADJ	_	_	2	amod	_	_
4	du	de	ADP	_	_	5	case	_	_
5	site	site	NOUN	_	_	2	nmod	_	_
6	est	être	AUX	_	_	6	ROOT	_	_
7	d'	de	ADP	_	_	11	case	_	_
8	environ	environ	ADV	_	_	11	advmod	_	_
9	3	3	DET	_	_	11	det	_	_
10	300	300	DET	_	_	11	nummod	_	_
11	m²	m²	PUNCT	_	_	11	ROOT	_	_
12	.	.	PUNCT	_	_	11	punct	_	_


#La société ESSO SAF exploitait un dépôt de liquides inflammables sur le site.
1	La	le	DET	_	_	2	det	_	_
2	société	société	NOUN	_	_	5	nsubj	_	_
3	ESSO	ESSO	PROPN	_	_	2	appos	_	_
4	SAF	SAF	PROPN	_	_	3	flat:name	_	_
5	exploitait	exploiter	VERB	_	_	5	ROOT	_	_
6	un	un	DET	_	_	7	det	_	_
7	dépôt	dépôt	NOUN	_	_	5	obj	_	_
8	de	de	ADP	_	_	9	case	_	_
9	liquides	liquide	NOUN	_	_	7	nmod	_	_
10	inflammables	inflammable	ADJ	_	_	9	amod	_	_
11	sur	sur	ADP	_	_	13	case	_	_
12	le	le	DET	_	_	13	det	_	_
13	site	site	NOUN	_	_	5	obl:mod	_	_
14	.	.	PUNCT	_	_	5	punct	_	_


#Par courrier du 08/01/2009, la société ESSO SAF a informé la Préfecture de la cessation de ses activités sur le site depuis le 01/12/2008.
1	Par	par	ADP	_	_	2	case	_	_
2	courrier	courrier	NOUN	_	_	11	obl:mod	_	_
3	du	de	ADP	_	_	4	case	_	_
4	08/01/2009	08/01/2009	NOUN	_	_	2	nmod	_	_
5	,	,	PUNCT	_	_	11	punct	_	_
6	la	le	DET	_	_	7	det	_	_
7	société	société	NOUN	_	_	11	nsubj	_	_
8	ESSO	ESSO	PROPN	_	_	7	appos	_	_
9	SAF	SAF	PROPN	_	_	8	flat:name	_	_
10	a	avoir	AUX	_	_	11	aux:tense	_	_
