#69.0056

#Le site est localisé au 130 rue Léon Blum, en bordure est de la commune de Villeurbanne, à l'est de Lyon.
1	Le	le	DET	_	_	2	det	_	_
2	site	site	NOUN	_	_	4	nsubj:pass	_	_
3	est	être	AUX	_	_	4	aux:pass	_	_
4	localisé	localiser	VERB	_	_	4	ROOT	_	_
5	au	au	ADP	_	_	7	case	_	_
6	130	130	NUM	_	_	7	nummod	_	_
7	rue	rue	NOUN	_	_	4	obl:arg	_	_
8	Léon	Léon	PROPN	_	_	7	appos	_	_
9	Blum	Blum	PROPN	_	_	8	flat:name	_	_
10	,	,	PUNCT	_	_	4	punct	_	_
11	en	en	ADP	_	_	12	case	_	_
12	bordure	bordure	NOUN	_	_	4	obl:mod	_	_
13	est	être	VERB	_	_	12	nmod	_	_
14	de	de	ADP	_	_	16	case	_	_
15	la	le	DET	_	_	16	det	_	_
16	commune	commune	NOUN	_	_	12	nmod	_	_
17	de	de	ADP	_	_	18	case	_	_
18	Villeurbanne	Villeurbanne	PROPN	_	_	16	nmod	_	_
19	,	,	PUNCT	_	_	12	punct	_	_
20	à	à	ADP	_	_	22	case	_	_
21	l'	le	DET	_	_	22	det	_	_
22	est	est	NOUN	_	_	12	nmod	_	_
23	de	de	ADP	_	_	24	case	_	_
24	Lyon	Lyon	PROPN	_	_	22	nmod	_	_
25	.	.	PUNCT	_	_	4	punct	_	_


#Les premières activités sur ce site datent de 1916, les terrains utilisés étaient alors constitués de jardins et champs agricoles.
1	Les	le	DET	_	_	3	det	_	_
2	premières	premier	ADJ	_	_	3	amod	_	_
3	activités	activité	NOUN	_	_	7	nsubj	_	_
4	sur	sur	ADP	_	_	6	case	_	_
5	ce	ce	DET	_	_	6	det	_	_
6	site	site	NOUN	_	_	3	nmod	_	_
7	datent	dater	VERB	_	_	7	ROOT	_	_
8	de	de	ADP	_	_	9	case	_	_
9	1916	1916	NUM	_	_	7	obl:arg	_	_
10	,	,	PUNCT	_	_	7	punct	_	_
11	les	le	DET	_	_	12	det	_	_
12	terrains	terrain	NOUN	_	_	16	nsubj:pass	_	_
13	utilisés	utiliser	VERB	_	_	12	acl	_	_
14	étaient	être	AUX	_	_	16	aux:pass	_	_
15	alors	alors	ADV	_	_	16	advmod	_	_
16	constitués	constituer	VERB	_	_	7	advcl	_	_
17	de	de	ADP	_	_	18	case	_	_
18	jardins	jardin	NOUN	_	_	16	obl:arg	_	_
19	et	et	CCONJ	_	_	20	cc	_	_
20	champs	champ	NOUN	_	_	18	conj	_	_
21	agricoles	agricole	ADJ	_	_	20	amod	_	_
22	.	.	PUNCT	_	_	7	punct	_	_


#Depuis cette date, l'usine s'est progressivement développée en s'étendant d'ouest en est (1950), puis vers le nord (1966) pour atteindre la rue Léon Blum.
1	Depuis	depuis	ADP	_	_	3	case	_	_
2	cette	ce	DET	_	_	3	det	_	_
3	date	date	NOUN	_	_	10	obl:mod	_	_
4	,	,	PUNCT	_	_	10	punct	_	_
5	l'	le	DET	_	_	6	det	_	_
6	usine	usine	NOUN	_	_	10	nsubj	_	_
7	s'	se	PRON	_	_	10	expl:comp	_	_
8	est	être	AUX	_	_	10	aux:tense	_	_
