#69.0379

#Par courrier en date du 16 janvier 2015, l’exploitant a fait part de la mise à l’arrêt de ses activités survenues au 4ème trimestre 2014.
1	Par	par	ADP	_	_	2	case	_	_
2	courrier	courrier	NOUN	_	_	13	obl:mod	_	_
3	en	en	ADP	_	_	4	case	_	_
4	date	date	NOUN	_	_	2	nmod	_	_
5	du	de	ADP	_	_	6	case	_	_
6	16	16	NUM	_	_	4	nmod	_	_
7	janvier	janvier	NOUN	_	_	6	nmod	_	_
8	2015	2015	PUNCT	_	_	7	nmod	_	_
9	,	,	PUNCT	_	_	13	punct	_	_
10	l’	l’	DET	_	_	11	det	_	_
11	exploitant	exploitant	NOUN	_	_	13	nsubj	_	_
12	a	avoir	AUX	_	_	13	aux:tense	_	_
13	fait	faire	VERB	_	_	13	ROOT	_	_
14	part	part	NOUN	_	_	13	obj	_	_
15	de	de	ADP	_	_	17	case	_	_
16	la	le	DET	_	_	17	det	_	_
17	mise	mise	NOUN	_	_	13	obl:arg	_	_
18	à	à	ADP	_	_	20	case	_	_
19	l’	l’	DET	_	_	20	det	_	_
20	arrêt	arrêt	NOUN	_	_	17	nmod	_	_
21	de	de	ADP	_	_	23	case	_	_
22	ses	son	DET	_	_	23	det	_	_
23	activités	activité	NOUN	_	_	17	nmod	_	_
24	survenues	survenir	VERB	_	_	23	acl	_	_
25	au	au	ADP	_	_	27	case	_	_
26	4ème	4èm	ADJ	_	_	27	amod	_	_
27	trimestre	trimestre	NOUN	_	_	24	obl:arg	_	_
28	2014	2014	PUNCT	_	_	27	nummod	_	_
29	.	.	PUNCT	_	_	13	punct	_	_


#Le site implanté 38 rue Poizat sur la commune de Villeurbanne occupe une superficie de 10150 m2 (Coordonnées lambert II X=798840 ; Y= 2087275).
1	Le	le	DET	_	_	2	det	_	_
2	site	site	NOUN	_	_	12	nsubj	_	_
3	implanté	implanter	VERB	_	_	2	acl	_	_
4	38	38	NUM	_	_	5	nummod	_	_
5	rue	rue	NOUN	_	_	3	obl:mod	_	_
