
#88.0002
#La Société SAS CHARPENTE HOUOT est autorisée par l’arrêté préfectoral n° 448/98 du 06 mars 1998 à exploiter une installation de mise en œuvre de produit de préservation du bois dans son établissement sis 40, Boulevard de la Jamagne 88400 GERARDMER.
1	La	DET	BI	_
2	Société	NOUN	II	_
3	SAS	PROPN	II	_
4	CHARPENTE	AUX	EI	_
5	HOUOT	VERB	EI	_
6	est	AUX	O	_
7	autorisée	VERB	O	_
8	par	ADP	O	_
9	l’	PROPN	O	_
10	arrêté	NOUN	O	_
11	préfectoral	ADJ	O	_
12	n°	NOUN	O	_
13	448/98	PROPN	O	_
14	du	DET	O	_
15	06	NUM	O	_
16	mars	NOUN	O	_
17	1998	NUM	O	_
18	à	ADP	O	_
19	exploiter	VERB	O	_
20	une	DET	O	_
21	installation	NOUN	O	_
22	de	ADP	O	_
23	mise	NOUN	O	_
24	en	ADP	O	_
25	œuvre	NOUN	O	_
26	de	ADP	O	_
27	produit	NOUN	O	_
28	de	ADP	O	_
29	préservation	NOUN	O	_
30	du	DET	O	_
31	bois	NOUN	O	_
32	dans	ADP	O	_
33	son	DET	O	_
34	établissement	NOUN	O	_
35	sis	NOUN	O	_
36	40	NUM	O	_
37	,	PUNCT	O	_
38	Boulevard	NOUN	O	_
39	de	ADP	O	_
40	la	DET	O	_
41	Jamagne	NOUN	O	_
42	88400	NUM	O	_
43	GERARDMER	NOUN	EI	_
44	.	PUNCT	O	_


#L’entreprise CHARPENTE HOUOT résulte de réorganisations successives des activités de l’ancienne SARL Emile HOUOT.
1	L’	NOUN	O	_
2	entreprise	NOUN	O	_
3	CHARPENTE	PROPN	EI	_
4	HOUOT	PROPN	EI	_
5	résulte	VERB	O	_
6	de	ADP	O	_
7	réorganisations	NOUN	O	_
8	successives	ADJ	O	_
9	des	DET	O	_
10	activités	NOUN	O	_
11	de	ADP	O	_
12	l’	PROPN	O	_
13	ancienne	ADJ	O	_
14	SARL	PROPN	O	_
15	Emile	PROPN	O	_
16	HOUOT	PROPN	EI	_
17	.	PUNCT	O	_


#Toutes ces activités ont été réglementées depuis 1962 (arrêté préfectoral initial du 02/03/1962, travail du bois).
1	Toutes	ADJ	O	_
2	ces	DET	O	_
3	activités	NOUN	O	_
4	ont	AUX	O	_
5	été	AUX	O	_
6	réglementées	VERB	O	_
7	depuis	ADP	O	_
8	1962	NUM	O	_
9	(	PUNCT	O	_
10	arrêté	VERB	O	_
11	préfectoral	ADJ	O	_
12	initial	ADJ	O	_
13	du	DET	O	_
14	02/03/1962	PROPN	O	_
15	,	PUNCT	O	_
16	travail	NOUN	O	_
17	du	DET	O	_
18	bois	NOUN	O	_
19	)	PUNCT	O	_
20	.	PUNCT	O	_


#Conformément aux dispositions prévues à l’article R. 512-39-1 du Code de l’Environnement, l’exploitant a notifié par courrier du 13 mars 2014 à Monsieur le Préfet des Vosges la cessation de l’activité et a transmis le mémoire de cessation d’activité correspondant, par courrier du 03 février 2016.
1	Conformément	ADV	O	_
2	aux	ADJ	O	_
3	dispositions	NOUN	O	_
4	prévues	ADJ	O	_
5	à	ADP	O	_
6	l’	PROPN	O	_
7	article	NOUN	O	_
8	R.	ADJ	O	_
9	512	NUM	O	_
10	-	PUNCT	O	_
11	39	NUM	O	_
12	-	PUNCT	O	_
13	1	NUM	O	_
14	du	DET	O	_
15	Code	NOUN	O	_
16	de	ADP	O	_
17	l’	PROPN	O	_
18	Environnement	NOUN	O	_
19	,	PUNCT	O	_
20	l’	PROPN	O	_
21	exploitant	VERB	O	_
22	a	AUX	O	_
23	notifié	VERB	O	_
24	par	ADP	O	_
25	courrier	NOUN	O	_
26	du	DET	O	_
27	13	NUM	O	_
28	mars	NOUN	O	_
29	2014	NUM	O	_
30	à	ADP	O	_
31	Monsieur	NOUN	O	_
32	le	DET	BI	_
33	Préfet	NOUN	EI	_
34	des	DET	EI	_
35	Vosges	NOUN	EI	_
36	la	DET	O	_
37	cessation	NOUN	O	_
38	de	ADP	O	_
39	l’	ADJ	O	_
40	activité	NOUN	O	_
41	et	CCONJ	O	_
42	a	AUX	O	_
43	transmis	VERB	O	_
44	le	DET	O	_
45	mémoire	NOUN	O	_
46	de	ADP	O	_
47	cessation	NOUN	O	_
48	d’	DET	O	_
49	activité	NOUN	O	_
50	correspondant	VERB	O	_
51	,	PUNCT	O	_
52	par	ADP	O	_
53	courrier	NOUN	O	_
54	du	DET	O	_
55	03	NUM	O	_
56	février	NOUN	O	_
57	2016	NUM	O	_
58	.	PUNCT	O	_


#A noter qu'en 1992, il a été constaté une fuite sur une cuve de stockage de produits de traitement de bois.
1	A	AUX	O	_
2	noter	VERB	O	_
3	qu'	SCONJ	O	_
4	en	ADP	O	_
5	1992	NUM	O	_
6	,	PUNCT	O	_
7	il	PRON	O	_
8	a	AUX	O	_
9	été	AUX	O	_
10	constaté	VERB	O	_
11	une	DET	O	_
12	fuite	NOUN	O	_
13	sur	ADP	O	_
14	une	DET	BD	_
15	cuve	NOUN	ED	_
16	de	ADP	O	_
17	stockage	NOUN	O	_
18	de	ADP	O	_
19	produits	NOUN	O	_
20	de	ADP	O	_
21	traitement	NOUN	O	_
22	de	ADP	O	_
23	bois	NOUN	O	_
24	.	PUNCT	O	_


#Le site a été à l’origine d’une pollution de la nappe alluviale par du lindane et pentachlorophénol (PCP), découverte en 1992.
1	Le	DET	O	_
2	site	NOUN	O	_
3	a	AUX	O	_
4	été	AUX	O	_
5	à	ADP	O	_
6	l’	PROPN	O	_
7	origine	NOUN	O	_
8	d’	VERB	O	_
9	une	DET	O	_
10	pollution	NOUN	O	_
11	de	ADP	O	_
12	la	DET	O	_
13	nappe	NOUN	O	_
14	alluviale	ADJ	O	_
15	par	ADP	O	_
16	du	DET	BS	_
17	lindane	NOUN	BS	_
18	et	CCONJ	BS	_
19	pentachlorophénol	NOUN	BS	_
20	(	PUNCT	O	_
21	PCP	NOUN	BS	_
22	)	PUNCT	O	_
23	,	PUNCT	O	_
24	découverte	VERB	O	_
25	en	ADP	O	_
26	1992	NUM	O	_
27	.	PUNCT	O	_


#Plusieurs études de sols et des eaux souterraines ont été effectuées.
1	Plusieurs	DET	O	_
2	études	NOUN	O	_
3	de	ADP	O	_
4	sols	NOUN	O	_
5	et	CCONJ	O	_
6	des	DET	O	_
7	eaux	NOUN	O	_
8	souterraines	NOUN	O	_
9	ont	AUX	O	_
10	été	AUX	O	_
11	effectuées	VERB	O	_
12	.	PUNCT	O	_


#Suite au diagnostic de pollution, les actions menées ont été les suivantes :
1	Suite	NOUN	O	_
2	au	PROPN	O	_
3	diagnostic	VERB	O	_
4	de	ADP	O	_
5	pollution	NOUN	O	_
6	,	PUNCT	O	_
7	les	DET	O	_
8	actions	NOUN	O	_
9	menées	VERB	O	_
10	ont	AUX	O	_
11	été	AUX	O	_
12	les	DET	O	_
13	suivantes	NOUN	O	_
14	:	PUNCT	O	_


#- mise en place d’un suivi piézométrique trimestriel sur cinq piézomètres (P1, P2, P6, P10, P14) en 1992 ;
1	-	PUNCT	O	_
2	mise	NOUN	O	_
3	en	ADP	O	_
4	place	NOUN	O	_
5	d’	VERB	O	_
6	un	DET	O	_
7	suivi	NOUN	O	_
8	piézométrique	ADJ	O	_
9	trimestriel	PROPN	O	_
10	sur	ADP	O	_
11	cinq	NUM	O	_
12	piézomètres	NOUN	O	_
13	(	PUNCT	O	_
14	P1	PROPN	O	_
15	,	PUNCT	O	_
16	P2	ADJ	O	_
17	,	PUNCT	O	_
18	P6	ADJ	O	_
19	,	PUNCT	O	_
20	P10	PROPN	O	_
21	,	PUNCT	O	_
22	P14	PROPN	O	_
23	)	PUNCT	O	_
24	en	ADP	O	_
25	1992	NUM	O	_
26	;	PUNCT	O	_


#- pompage de 2 m3 de produit en phase de surnageant dans le puits de pompage (PE1) situé à l’intérieur de l’usine voisine ;
1	-	PUNCT	O	_
2	pompage	NOUN	O	_
3	de	ADP	O	_
4	2	NUM	O	_
5	m3	NOUN	O	_
6	de	ADP	O	_
7	produit	NOUN	O	_
8	en	ADP	O	_
9	phase	NOUN	O	_
10	de	ADP	O	_
11	surnageant	VERB	O	_
12	dans	ADP	O	_
13	le	DET	O	_
14	puits	NOUN	O	_
15	de	ADP	O	_
16	pompage	NOUN	O	_
17	(	PUNCT	O	_
18	PE1	NOUN	O	_
19	)	PUNCT	O	_
20	situé	VERB	O	_
21	à	ADP	O	_
22	l’	PROPN	O	_
23	intérieur	NOUN	O	_
24	de	ADP	O	_
25	l’	NUM	O	_
26	usine	NOUN	O	_
27	voisine	ADJ	O	_
28	;	PUNCT	O	_


#- réalisation d’une étude complémentaire de caractérisation de la pollution ;
1	-	PUNCT	O	_
2	réalisation	NOUN	O	_
3	d’	VERB	O	_
4	une	DET	O	_
5	étude	NOUN	O	_
6	complémentaire	ADJ	O	_
7	de	ADP	O	_
8	caractérisation	NOUN	O	_
9	de	ADP	O	_
10	la	DET	O	_
11	pollution	NOUN	O	_
12	;	PUNCT	O	_


#- travaux de résorption des sols imprégnés (traitement de la pollution) à l’occasion d’une réorganisation des installations de traitement du bois.
1	-	PUNCT	O	_
2	travaux	NOUN	O	_
3	de	ADP	O	_
4	résorption	NOUN	O	_
5	des	DET	O	_
6	sols	NOUN	O	_
7	imprégnés	VERB	O	_
8	(	PUNCT	O	_
9	traitement	NOUN	O	_
10	de	ADP	O	_
11	la	DET	O	_
12	pollution	NOUN	O	_
13	)	PUNCT	O	_
14	à	ADP	O	_
15	l’	PROPN	O	_
16	occasion	NOUN	O	_
17	d’	VERB	O	_
18	une	DET	O	_
19	réorganisation	NOUN	O	_
20	des	DET	O	_
21	installations	NOUN	O	_
22	de	ADP	O	_
23	traitement	NOUN	O	_
24	du	DET	O	_
25	bois	NOUN	O	_
26	.	PUNCT	O	_


