
#31.0034
#L'usine AIRBUS (ex EADS ex AEROSPATIALE) de St Martin-du-Touch, 316 route de Bayonne à Toulouse, est spécialisée depuis sa création dans la production d'avions.
1	L'	DET	O	_
2	usine	NOUN	O	_
3	AIRBUS	PROPN	EI	_
4	(	PUNCT	O	_
5	ex	NOUN	O	_
6	EADS	NOUN	EI	_
7	ex	NOUN	EI	_
8	AEROSPATIALE	PROPN	EI	_
9	)	PUNCT	O	_
10	de	ADP	O	_
11	St	PROPN	O	_
12	Martin-du-Touch	PROPN	O	_
13	,	PUNCT	O	_
14	316	NUM	O	_
15	route	NOUN	O	_
16	de	ADP	O	_
17	Bayonne	NOUN	O	_
18	à	ADP	O	_
19	Toulouse	NOUN	O	_
20	,	PUNCT	O	_
21	est	AUX	O	_
22	spécialisée	VERB	O	_
23	depuis	ADP	O	_
24	sa	DET	O	_
25	création	NOUN	O	_
26	dans	ADP	O	_
27	la	DET	O	_
28	production	NOUN	O	_
29	d'	ADP	O	_
30	avions	NOUN	O	_
31	.	PUNCT	O	_


#La surface du site est d'environ 110 ha dont 18 ha bâtis.
1	La	DET	O	_
2	surface	NOUN	O	_
3	du	DET	O	_
4	site	NOUN	O	_
5	est	AUX	O	_
6	d'	ADP	O	_
7	environ	ADV	O	_
8	110	NUM	O	_
9	ha	NOUN	O	_
10	dont	PRON	O	_
11	18	NUM	O	_
12	ha	PROPN	O	_
13	bâtis	NOUN	O	_
14	.	PUNCT	O	_


#Les activités développées relèvent du régime de l'autorisation au titre de la réglementation sur les installations classées.
1	Les	DET	O	_
2	activités	NOUN	O	_
3	développées	VERB	O	_
4	relèvent	VERB	O	_
5	du	DET	O	_
6	régime	NOUN	O	_
7	de	ADP	O	_
8	l'	DET	O	_
9	autorisation	NOUN	O	_
10	au	PROPN	O	_
11	titre	NOUN	O	_
12	de	ADP	O	_
13	la	DET	O	_
14	réglementation	NOUN	O	_
15	sur	ADP	O	_
16	les	DET	O	_
17	installations	NOUN	O	_
18	classées	VERB	O	_
19	.	PUNCT	O	_


#Créé en 1936 pour la fabrication d'avions Dewoitine, le site n'a cessé d'évoluer avec le développement d'activités tels que bureaux d'étude, centre d'informatique.
1	Créé	VERB	O	_
2	en	ADP	O	_
3	1936	NUM	O	_
4	pour	ADP	O	_
5	la	DET	O	_
6	fabrication	NOUN	O	_
7	d'	ADP	O	_
8	avions	NOUN	O	_
9	Dewoitine	PROPN	O	_
10	,	PUNCT	O	_
11	le	DET	O	_
12	site	NOUN	O	_
13	n'	ADV	O	_
14	a	AUX	O	_
15	cessé	VERB	O	_
16	d'	ADP	O	_
17	évoluer	VERB	O	_
18	avec	ADP	O	_
19	le	DET	O	_
20	développement	NOUN	O	_
21	d'	ADP	O	_
22	activités	NOUN	O	_
23	tels	ADJ	O	_
24	que	SCONJ	O	_
25	bureaux	NOUN	O	_
26	d'	ADP	O	_
27	étude	NOUN	O	_
28	,	PUNCT	O	_
29	centre	NOUN	O	_
30	d'	ADP	O	_
31	informatique	NOUN	O	_
32	.	PUNCT	O	_


#A ce jour, les activités exercées sur le site sont la fabrication, l’assemblage et l’aménagement intérieur des avions, des essais sur avions sur des aires extérieures, la préparation et la conduite d’essais en vol, le stockage du carburant avion et le hall de peinture des avions.
1	A	NOUN	O	_
2	ce	DET	O	_
3	jour	NOUN	O	_
4	,	PUNCT	O	_
5	les	DET	O	_
6	activités	NOUN	O	_
7	exercées	VERB	O	_
8	sur	ADP	O	_
9	le	DET	O	_
10	site	NOUN	O	_
11	sont	AUX	O	_
12	la	DET	O	_
13	fabrication	NOUN	O	_
14	,	PUNCT	O	_
15	l’	PROPN	O	_
16	assemblage	NOUN	O	_
17	et	CCONJ	O	_
18	l’	PROPN	O	_
19	aménagement	NOUN	O	_
20	intérieur	ADJ	O	_
21	des	DET	O	_
22	avions	NOUN	O	_
23	,	PUNCT	O	_
24	des	DET	O	_
25	essais	NOUN	O	_
26	sur	ADP	O	_
27	avions	NOUN	O	_
28	sur	ADP	O	_
29	des	DET	O	_
30	aires	NOUN	O	_
31	extérieures	ADJ	O	_
32	,	PUNCT	O	_
33	la	DET	O	_
34	préparation	NOUN	O	_
35	et	CCONJ	O	_
36	la	DET	O	_
37	conduite	NOUN	O	_
38	d’	NUM	O	_
39	essais	NOUN	O	_
40	en	ADP	O	_
41	vol	NOUN	O	_
42	,	PUNCT	O	_
43	le	DET	O	_
44	stockage	NOUN	O	_
45	du	DET	O	_
46	carburant	NOUN	BU	_
47	avion	NOUN	O	_
48	et	CCONJ	O	_
49	le	DET	O	_
50	hall	NOUN	O	_
51	de	ADP	O	_
52	peinture	VERB	O	_
53	des	DET	O	_
54	avions	NOUN	O	_
55	.	PUNCT	O	_


#Le site est réglementé par l’arrêté préfectoral du 12/09/2011.
1	Le	DET	O	_
2	site	NOUN	O	_
3	est	AUX	O	_
4	réglementé	VERB	O	_
5	par	ADP	O	_
6	l’	PROPN	O	_
7	arrêté	VERB	O	_
8	préfectoral	ADJ	O	_
9	du	DET	O	_
10	12/09/2011	NOUN	O	_
11	.	PUNCT	O	_


#Ce site a été sélectionné par l'inspection des installations classées (IIC), dans le cadre de l'application de la circulaire du 3 avril 1996, pour faire l'objet d'un diagnostic initial et d'une évaluation simplifiée des risques.
1	Ce	DET	O	_
2	site	NOUN	O	_
3	a	AUX	O	_
4	été	AUX	O	_
5	sélectionné	VERB	O	_
6	par	ADP	O	_
7	l'	DET	O	_
8	inspection	NOUN	O	_
9	des	DET	O	_
10	installations	NOUN	O	_
11	classées	ADJ	O	_
12	(	PUNCT	O	_
13	IIC	NOUN	O	_
14	)	PUNCT	O	_
15	,	PUNCT	O	_
16	dans	ADP	O	_
17	le	DET	O	_
18	cadre	NOUN	O	_
19	de	ADP	O	_
20	l'	DET	O	_
21	application	NOUN	O	_
22	de	ADP	O	_
23	la	DET	O	_
24	circulaire	NOUN	O	_
25	du	DET	O	_
26	3	NUM	O	_
27	avril	NOUN	O	_
28	1996	NUM	O	_
29	,	PUNCT	O	_
30	pour	ADP	O	_
31	faire	VERB	O	_
32	l'	DET	O	_
33	objet	NOUN	O	_
34	d'	ADP	O	_
35	un	DET	O	_
36	diagnostic	NOUN	O	_
37	initial	ADJ	O	_
38	et	CCONJ	O	_
39	d'	ADP	O	_
40	une	DET	O	_
41	évaluation	NOUN	O	_
42	simplifiée	ADP	O	_
43	des	DET	O	_
44	risques	NOUN	O	_
45	.	PUNCT	O	_


#L'étude des sols (diagnostic initial du site et évaluation simplifiée des risques) a été présentée à l'IIC le 29 novembre 2001.
1	L'	DET	O	_
2	étude	NOUN	O	_
3	des	DET	O	_
4	sols	NOUN	O	_
5	(	PUNCT	O	_
6	diagnostic	NOUN	O	_
7	initial	VERB	O	_
8	du	DET	O	_
9	site	NOUN	O	_
10	et	CCONJ	O	_
11	évaluation	NOUN	O	_
12	simplifiée	ADP	O	_
13	des	DET	O	_
14	risques	NOUN	O	_
15	)	PUNCT	O	_
16	a	AUX	O	_
17	été	AUX	O	_
18	présentée	VERB	O	_
19	à	ADP	O	_
20	l'	DET	O	_
21	IIC	PROPN	O	_
22	le	DET	O	_
23	29	NUM	O	_
24	novembre	NOUN	O	_
25	2001	NUM	O	_
26	.	PUNCT	O	_


#L'étape A (étude de l'historique et de la vulnérabilité environnementale du site) a identifié 8 zones de pollution potentielle des sols.
1	L'	DET	O	_
2	étape	NOUN	O	_
3	A	NOUN	O	_
4	(	PUNCT	O	_
5	étude	NOUN	O	_
6	de	ADP	O	_
7	l'	DET	O	_
8	historique	NOUN	O	_
9	et	CCONJ	O	_
10	de	ADP	O	_
11	la	DET	O	_
12	vulnérabilité	NOUN	O	_
13	environnementale	ADJ	O	_
14	du	DET	O	_
15	site	NOUN	O	_
16	)	PUNCT	O	_
17	a	AUX	O	_
18	identifié	VERB	O	_
19	8	NUM	O	_
20	zones	NOUN	O	_
21	de	ADP	O	_
22	pollution	NOUN	O	_
23	potentielle	VERB	O	_
24	des	DET	O	_
25	sols	NOUN	O	_
26	.	PUNCT	O	_


#Sur cette base a été réalisée une étape B d'investigations de terrain (27 prélèvements de sols dont 6 servant à créer des piézomètres) et d'analyses des prélèvements de sols et d'eaux souterraines.
1	Sur	ADP	O	_
2	cette	DET	O	_
3	base	NOUN	O	_
4	a	AUX	O	_
5	été	AUX	O	_
6	réalisée	VERB	O	_
7	une	DET	O	_
8	étape	NOUN	O	_
9	B	NOUN	O	_
10	d'	ADP	O	_
11	investigations	NOUN	O	_
12	de	ADP	O	_
13	terrain	NOUN	O	_
14	(	PUNCT	O	_
15	27	NUM	O	_
16	prélèvements	NOUN	O	_
17	de	ADP	O	_
18	sols	NOUN	O	_
19	dont	PRON	O	_
20	6	PRON	O	_
21	servant	VERB	O	_
22	à	ADP	O	_
23	créer	VERB	O	_
24	des	DET	O	_
25	piézomètres	NOUN	O	_
26	)	PUNCT	O	_
27	et	CCONJ	O	_
28	d'	ADP	O	_
29	analyses	NOUN	O	_
30	des	DET	O	_
31	prélèvements	NOUN	O	_
32	de	ADP	O	_
33	sols	NOUN	O	_
34	et	CCONJ	O	_
35	d'	ADP	O	_
36	eaux	NOUN	O	_
37	souterraines	ADJ	O	_
38	.	PUNCT	O	_


#Concernant les sols, les substances présentes en teneurs supérieures aux valeurs guides sont le cuivre, le chrome et le nickel.
1	Concernant	VERB	O	_
2	les	DET	O	_
3	sols	NOUN	O	_
4	,	PUNCT	O	_
5	les	DET	O	_
6	substances	NOUN	O	_
7	présentes	ADJ	O	_
8	en	ADP	O	_
9	teneurs	NOUN	O	_
10	supérieures	ADJ	O	_
11	aux	ADJ	O	_
12	valeurs	NOUN	O	_
13	guides	NOUN	O	_
14	sont	AUX	O	_
15	le	DET	O	_
16	cuivre	NOUN	BS	_
17	,	PUNCT	O	_
18	le	DET	BS	_
19	chrome	NOUN	BS	_
20	et	CCONJ	O	_
21	le	DET	O	_
22	nickel	NOUN	BS	_
23	.	PUNCT	O	_


#Dans les eaux souterraines, les substances détectées en teneurs supérieures aux valeurs de constat d’impact et/ou avec un gradient de concentrations croissant vers l’aval sont les hydrocarbures totaux, le chrome, le nickel, le plomb, le zinc, le cis-1,2-dichloroéthylène, le 1,1 dichloroéthylène et le trichloroéthylène.
1	Dans	ADP	O	_
2	les	DET	O	_
3	eaux	NOUN	O	_
4	souterraines	ADJ	O	_
5	,	PUNCT	O	_
6	les	DET	O	_
7	substances	NOUN	BS	_
8	détectées	VERB	O	_
9	en	ADP	O	_
10	teneurs	NOUN	O	_
11	supérieures	ADJ	O	_
12	aux	ADJ	O	_
13	valeurs	NOUN	O	_
14	de	ADP	O	_
15	constat	NOUN	O	_
16	d’	VERB	O	_
17	impact	NOUN	O	_
18	et	CCONJ	O	_
19	/	PUNCT	O	_
20	ou	CCONJ	O	_
21	avec	ADP	O	_
22	un	DET	O	_
23	gradient	NOUN	O	_
24	de	ADP	O	_
25	concentrations	NOUN	O	_
26	croissant	VERB	O	_
27	vers	ADP	O	_
28	l’	PROPN	O	_
29	aval	VERB	O	_
30	sont	AUX	O	_
31	les	DET	BS	_
32	hydrocarbures	NOUN	BS	_
33	totaux	ADJ	ES	_
34	,	PUNCT	O	_
35	le	DET	BS	_
36	chrome	NOUN	BS	_
37	,	PUNCT	O	_
38	le	DET	BS	_
39	nickel	NOUN	BS	_
40	,	PUNCT	O	_
41	le	DET	BS	_
42	plomb	PROPN	BS	_
43	,	PUNCT	O	_
44	le	DET	BS	_
45	zinc	PROPN	BS	_
46	,	PUNCT	O	_
47	le	DET	BS	_
48	cis-1,2-dichloroéthylène	PROPN	BS	_
49	,	PUNCT	O	_
50	le	DET	BS	_
51	1,1	NUM	BS	_
52	dichloroéthylène	NOUN	BS	_
53	et	CCONJ	O	_
54	le	DET	BS	_
55	trichloroéthylène	NOUN	BS	_
56	.	PUNCT	O	_


#Le zinc a été détecté en concentrations inférieures à la VCI dans la nappe mais avec un gradient de teneurs croissant vers l’aval.
1	Le	DET	BS	_
2	zinc	NOUN	BS	_
3	a	AUX	O	_
4	été	AUX	O	_
5	détecté	VERB	O	_
6	en	ADP	O	_
7	concentrations	NOUN	O	_
8	inférieures	ADJ	O	_
9	à	ADP	O	_
10	la	DET	O	_
11	VCI	PROPN	O	_
12	dans	ADP	O	_
13	la	DET	O	_
14	nappe	PROPN	O	_
