
#59.0351
#Ancien fleuron de l'industrie textile de Roubaix / Wattrelos : filature, teinture et activités
1	Ancien	ancien	O	_
2	fleuron	fleuron	O	_
3	de	de	O	_
4	l'	le	O	_
5	industrie	industrie	O	_
6	textile	textile	O	_
7	de	de	O	_
8	Roubaix	Roubaix	O	_
9	/	/	O	_
10	Wattrelos	Wattrelos	O	_
11	:	:	O	_
12	filature	filature	O	_
13	,	,	O	_
14	teinture	teinture	O	_
15	et	et	O	_
16	activités	activité	O	_


#annexes
1	annexes	annexe	BI	_


#Plus de 60 000 m² couverts, sur plusieurs niveaux, en milieu urbanisé, répartis entre les
1	Plus	plus	O	_
2	de	de	O	_
3	60	60	O	_
4	000	000	O	_
5	m²	m²	O	_
6	couverts	couvert	O	_
7	,	,	O	_
8	sur	sur	O	_
9	plusieurs	plusieurs	O	_
10	niveaux	niveau	O	_
11	,	,	O	_
12	en	en	O	_
13	milieu	milieu	O	_
14	urbanisé	urbaniser	O	_
15	,	,	O	_
16	répartis	répartir	O	_
17	entre	entre	O	_
18	les	le	O	_


#communes de Roubaix et Wattrelos.
1	communes	commune	O	_
2	de	de	O	_
3	Roubaix	Roubaix	O	_
4	et	et	O	_
5	Wattrelos	Wattrelos	O	_
6	.	.	O	_


#Une partie des activités a cessé lors du dépôt de bilan du groupe Lainière.
1	Une	un	O	_
2	partie	partie	O	_
3	des	de	O	_
4	activités	activité	O	_
5	a	avoir	O	_
6	cessé	cesser	O	_
7	lors	lors	O	_
8	du	de	O	_
9	dépôt	dépôt	O	_
10	de	de	O	_
11	bilan	bilan	O	_
12	du	de	O	_
13	groupe	groupe	BI	_
14	Lainière	Lainière	BI	_
15	.	.	O	_


#Certaines activités ont été reprise par la société Nouvelles filatures lainières de Roubaix et exploitées par celle-ci jusqu'en 1999.
1	Certaines	certain	O	_
2	activités	activité	O	_
3	ont	avoir	O	_
4	été	être	O	_
5	reprise	reprendre	O	_
6	par	par	O	_
7	la	le	BI	_
8	société	société	II	_
9	Nouvelles	nouveau	II	_
10	filatures	filature	II	_
11	lainières	lainier	II	_
12	de	de	II	_
13	Roubaix	Roubaix	EI	_
14	et	et	O	_
15	exploitées	exploiter	O	_
16	par	par	O	_
17	celle-ci	celui-ci	O	_
18	jusqu'	jusque	O	_
19	en	en	O	_
20	1999	1999	O	_
21	.	.	O	_


#Dans le cadre de l'arrêt définitif des activités textiles, une étude des sols devrait être prescrite à
1	Dans	dans	O	_
2	le	le	O	_
3	cadre	cadre	O	_
4	de	de	O	_
5	l'	le	O	_
6	arrêt	arrêt	O	_
