
#77.0078
#Les Etablissements BRUN ont été autorisés par arrêté préfectoral (n° 72 DAGR 2EC 80 en date du 27 avril 1972 rectifié le 17 mai 1972) à exploiter un atelier où l’on travaille le bois comportant un stock de bois de plus de 75 m3, et ont déclaré la cessation de leur activités le 6 juin 2000.
1	Les	le	BI	_
2	Etablissements	etablissement	II	_
3	BRUN	BRUN	EI	_
4	ont	avoir	O	_
5	été	être	O	_
6	autorisés	autoriser	O	_
7	par	par	O	_
8	arrêté	arrêté	O	_
9	préfectoral	préfectoral	O	_
10	(	(	O	_
11	n°	numéro	O	_
12	72	72	O	_
13	DAGR	DAGR	O	_
14	2EC	2ec	O	_
15	80	80	O	_
16	en	en	O	_
17	date	date	O	_
18	du	de	O	_
19	27	27	O	_
20	avril	avril	O	_
21	1972	1972	O	_
22	rectifié	rectifier	O	_
23	le	le	O	_
24	17	17	O	_
25	mai	mai	O	_
26	1972	1972	O	_
27	)	)	O	_
28	à	à	O	_
29	exploiter	exploiter	O	_
30	un	un	O	_
31	atelier	atelier	O	_
32	où	où	O	_
33	l’	l’	O	_
34	on	on	O	_
35	travaille	travaille	O	_
36	le	le	O	_
37	bois	bois	O	_
38	comportant	comporter	O	_
39	un	un	O	_
40	stock	stock	O	_
41	de	de	O	_
42	bois	bois	O	_
43	de	de	O	_
44	plus	plus	O	_
45	de	de	O	_
46	75	75	O	_
47	m3	m3	O	_
48	,	,	O	_
49	et	et	O	_
50	ont	avoir	O	_
51	déclaré	déclarer	O	_
52	la	le	O	_
53	cessation	cessation	O	_
54	de	de	O	_
55	leur	leur	O	_
56	activités	activité	O	_
57	le	le	O	_
58	6	6	O	_
59	juin	juin	O	_
60	2000	2000	O	_
61	.	.	O	_


#Ce site, d'environ 12 000 m², compris entre l’avenue de Sens et la route de l’Orvanne comportait une dizaine de hangars permettant le séchage des bois.
1	Ce	ce	O	_
2	site	site	O	_
3	,	,	O	_
4	d'	de	O	_
5	environ	environ	O	_
6	12	12	O	_
7	000	000	O	_
8	m²	m²	O	_
9	,	,	O	_
10	compris	comprendre	O	_
11	entre	entre	O	_
12	l’	l’	O	_
13	avenue	avenue	O	_
14	de	de	O	_
15	Sens	Sens	O	_
16	et	et	O	_
17	la	le	O	_
18	route	route	O	_
19	de	de	O	_
20	l’	l’	O	_
21	Orvanne	Orvanne	O	_
22	comportait	comporter	O	_
23	une	un	O	_
24	dizaine	dizaine	O	_
25	de	de	O	_
26	hangars	hangar	O	_
27	permettant	permettre	O	_
28	le	le	O	_
29	séchage	séchage	O	_
30	des	de	O	_
31	bois	bois	O	_
32	.	.	O	_


#Cet établissement se livrait principalement aux activités de négoce et de vente au détail du bois.
1	Cet	ce	O	_
2	établissement	établissement	O	_
3	se	se	O	_
4	livrait	livrer	O	_
5	principalement	principalement	O	_
6	aux	à	O	_
7	activités	activité	O	_
8	de	de	O	_
9	négoce	négoce	O	_
10	et	et	O	_
11	de	de	O	_
12	vente	vente	O	_
13	au	au	O	_
14	détail	détail	O	_
15	du	de	O	_
16	bois	bois	O	_
17	.	.	O	_


#Au regard des éléments portés dans le dossier, la seule activité susceptible de générer des pollutions était le petit tunnel de charpentier permettant de procéder à un traitement du bois.
1	Au	au	O	_
2	regard	regard	O	_
3	des	de	O	_
4	éléments	élément	O	_
5	portés	porter	O	_
6	dans	dans	O	_
7	le	le	O	_
8	dossier	dossier	O	_
9	,	,	O	_
10	la	le	O	_
11	seule	seul	O	_
12	activité	activité	O	_
13	susceptible	susceptible	O	_
14	de	de	O	_
15	générer	générer	O	_
16	des	un	O	_
17	pollutions	pollution	O	_
18	était	être	O	_
19	le	le	O	_
20	petit	petit	O	_
21	tunnel	tunnel	O	_
22	de	de	O	_
23	charpentier	charpentier	O	_
24	permettant	permettre	O	_
25	de	de	O	_
26	procéder	procéder	O	_
27	à	à	O	_
28	un	un	O	_
29	traitement	traitement	O	_
30	du	de	O	_
31	bois	bois	O	_
32	.	.	O	_


#Cette zone comprenait un système d’aspersion de Xylophène sur les poutres de bois à traiter.
1	Cette	ce	O	_
2	zone	zone	O	_
3	comprenait	comprendre	O	_
4	un	un	O	_
5	système	système	O	_
6	d’	d’	O	_
7	aspersion	aspersion	O	_
8	de	de	O	_
9	Xylophène	Xylophène	BS	_
10	sur	sur	O	_
11	les	le	O	_
12	poutres	poutre	O	_
13	de	de	O	_
14	bois	bois	O	_
15	à	à	O	_
16	traiter	traiter	O	_
17	.	.	O	_


#L’atelier de traitement a fonctionné de 1960 à 1977.
1	L’	l’	O	_
2	atelier	atelier	O	_
3	de	de	O	_
4	traitement	traitement	O	_
5	a	avoir	O	_
6	fonctionné	fonctionner	O	_
7	de	de	O	_
8	1960	1960	O	_
9	à	à	O	_
10	1977	1977	O	_
11	.	.	O	_


#Le xylophène, appelé SGR-6, était constitué, d’après le fabriquant (Xylochimie) de pentachlorophénol (PCP), de lindane et de fioul.
1	Le	le	BS	_
2	xylophène	xylophène	ES	_
3	,	,	O	_
4	appelé	appeler	BR	_
5	SGR-6	sgr-6	BS	_
6	,	,	O	_
7	était	être	BR	_
8	constitué	constituer	ER	_
9	,	,	O	_
10	d’	d’	O	_
11	après	après	O	_
12	le	le	O	_
13	fabriquant	fabriquant	O	_
14	(	(	O	_
15	Xylochimie	Xylochimie	O	_
16	)	)	O	_
17	de	de	O	_
18	pentachlorophénol	pentachlorophénol	BS	_
19	(	(	O	_
20	PCP	pcp	BS	_
21	)	)	O	_
22	,	,	O	_
23	de	de	O	_
24	lindane	lindane	BS	_
25	et	et	O	_
26	de	de	O	_
27	fioul	fioul	BS	_
28	.	.	O	_


#Le tunnel fonctionnait avec un bac récupérateur sur une dalle béton de  64 m².
1	Le	le	O	_
2	tunnel	tunnel	O	_
3	fonctionnait	fonctionner	O	_
4	avec	avec	O	_
5	un	un	O	_
6	bac	bac	O	_
7	récupérateur	récupérateur	O	_
8	sur	sur	O	_
9	une	un	O	_
10	dalle	dalle	O	_
11	béton	béton	O	_
12	de	de	O	_
13	 	 	O	_
14	64	64	O	_
15	m²	m²	O	_
16	.	.	O	_


#Ce terrain se situerait à moins de 500m de l'Orvanne et d’1 km du Loing, et à proximité de commerces et de résidences privées.
1	Ce	ce	O	_
2	terrain	terrain	O	_
3	se	se	O	_
4	situerait	situer	O	_
5	à	à	O	_
6	moins	moins	O	_
7	de	de	O	_
8	500	500	O	_
9	m	m	O	_
10	de	de	O	_
11	l'	le	O	_
12	Orvanne	Orvanne	O	_
13	et	et	O	_
14	d’1	d’1	O	_
15	km	kilomètre	O	_
16	du	de	O	_
17	Loing	Loing	O	_
18	,	,	O	_
19	et	et	O	_
20	à	à	O	_
21	proximité	proximité	O	_
22	de	de	O	_
23	commerces	commerce	O	_
24	et	et	O	_
25	de	de	O	_
26	résidences	résidence	O	_
27	privées	privé	O	_
28	.	.	O	_


