
#68.0023
#Dépôt entre 1959 et 1969 de résidus miniers issus de l'exploitation de la potasse.
1	Dépôt	dépôt	O	_
2	entre	entre	O	_
3	1959	1959	O	_
4	et	et	O	_
5	1969	1969	O	_
6	de	de	O	_
7	résidus	résidu	O	_
8	miniers	minier	O	_
9	issus	issu	O	_
10	de	de	O	_
11	l'	le	O	_
12	exploitation	exploitation	O	_
13	de	de	O	_
14	la	le	O	_
15	potasse	potasse	O	_
16	.	.	O	_


#Le terril Joseph Else Est a été constitué entre 1959 et 1969 par les matériaux issus de l'exploitation du sel gemme, composés de chlorure de sodium (NaCl) et d'insolubles (mélange d'argiles et d’une fraction dure et dense constituée d’anhydrite (sulfate de calcium CaSO4) et de dolomie (carbonates de calcium et de magnésium)).
1	Le	le	O	_
2	terril	terril	O	_
3	Joseph	Joseph	O	_
4	Else	Else	O	_
5	Est	Est	O	_
6	a	avoir	O	_
7	été	être	O	_
8	constitué	constituer	O	_
9	entre	entre	O	_
10	1959	1959	O	_
11	et	et	O	_
12	1969	1969	O	_
13	par	par	O	_
14	les	le	O	_
15	matériaux	matériau	O	_
16	issus	issu	O	_
17	de	de	O	_
18	l'	le	O	_
19	exploitation	exploitation	O	_
20	du	de	O	_
21	sel	sel	BU	_
22	gemme	gemme	EU	_
23	,	,	O	_
24	composés	composer	O	_
25	de	de	O	_
26	chlorure	chlorure	BS	_
27	de	de	O	_
28	sodium	sodium	BS	_
29	(	(	O	_
30	NaCl	nacl	BS	_
31	)	)	O	_
32	et	et	O	_
33	d'	de	O	_
34	insolubles	insoluble	O	_
35	(	(	O	_
36	mélange	mélange	O	_
37	d'	de	O	_
38	argiles	argile	O	_
39	et	et	O	_
40	d’	d’	O	_
41	une	un	O	_
42	fraction	fraction	O	_
43	dure	dur	O	_
44	et	et	O	_
45	dense	dense	O	_
46	constituée	constituer	O	_
47	d’	d’	O	_
48	anhydrite	anhydrite	BS	_
49	(	(	O	_
50	sulfate	sulfate	BS	_
51	de	de	O	_
52	calcium	calcium	BS	_
53	CaSO4	caso4	BS	_
54	)	)	BS	_
55	et	et	O	_
56	de	de	O	_
57	dolomie	dolomie	O	_
58	(	(	O	_
59	carbonates	carbonate	BS	_
60	de	de	O	_
61	calcium	calcium	BS	_
62	et	et	O	_
63	de	de	O	_
64	magnésium	magnésium	BS	_
65	)	)	O	_
66	)	)	O	_
67	.	.	O	_


#Au total 2 100 000 tonnes de matériaux ont été déposés dont 1 100 000 tonnes de NaCl.
1	Au	au	O	_
2	total	total	O	_
3	2	2	O	_
4	100	100	O	_
5	000	000	O	_
6	tonnes	tonne	O	_
7	de	de	O	_
8	matériaux	matériau	O	_
9	ont	avoir	O	_
10	été	être	O	_
11	déposés	déposer	O	_
12	dont	dont	O	_
13	1	1	O	_
14	100	100	O	_
15	000	000	O	_
16	tonnes	tonne	O	_
17	de	de	O	_
18	NaCl	nacl	BS	_
19	.	.	O	_


#Sans traitement des terrils, l’eau de pluie ruisselle sur les flancs du terril et s’infiltre dans la masse du terril.
1	Sans	sans	O	_
2	traitement	traitement	O	_
3	des	de	O	_
4	terrils	terril	O	_
5	,	,	O	_
6	l’	l’	O	_
7	eau	eau	O	_
8	de	de	O	_
9	pluie	pluie	O	_
10	ruisselle	ruisseler	O	_
11	sur	sur	O	_
12	les	le	O	_
13	flancs	flanc	O	_
14	du	de	O	_
15	terril	terril	O	_
16	et	et	O	_
17	s’	s’	O	_
18	infiltre	infiltre	O	_
19	dans	dans	O	_
20	la	le	O	_
21	masse	masse	O	_
22	du	de	O	_
23	terril	terril	O	_
24	.	.	O	_


#L’eau se charge ainsi des sels contenus dans les matériaux déposés.
1	L’	l’	O	_
2	eau	eau	O	_
3	se	se	O	_
4	charge	charger	O	_
5	ainsi	ainsi	O	_
6	des	de	O	_
7	sels	sel	O	_
8	contenus	contenir	O	_
9	dans	dans	O	_
10	les	le	O	_
11	matériaux	matériau	O	_
12	déposés	déposer	O	_
13	.	.	O	_


#L’eau infiltrée rencontre à la base du terril des matériaux perméables et continue sa progression dans les alluvions sous-jacentes, pour rejoindre l’eau de la nappe phréatique.
1	L’	l’	O	_
2	eau	eau	O	_
3	infiltrée	infiltrer	O	_
4	rencontre	rencontre	O	_
5	à	à	O	_
6	la	le	O	_
7	base	base	O	_
8	du	de	O	_
9	terril	terril	O	_
10	des	un	O	_
11	matériaux	matériau	O	_
12	perméables	perméable	O	_
13	et	et	O	_
14	continue	continue	O	_
15	sa	son	O	_
16	progression	progression	O	_
17	dans	dans	O	_
18	les	le	O	_
19	alluvions	alluvion	O	_
20	sous-jacentes	sous-jacent	O	_
21	,	,	O	_
22	pour	pour	O	_
23	rejoindre	rejoindre	O	_
24	l’	l’	O	_
25	eau	eau	O	_
26	de	de	O	_
27	la	le	O	_
28	nappe	nappe	O	_
29	phréatique	phréatique	O	_
30	.	.	O	_


#Les eaux souterraines se chargent ainsi progressivement de sels et plus particulièrement de chlorures au droit des terrils.
1	Les	le	O	_
2	eaux	eau	O	_
3	souterraines	souterrain	O	_
4	se	se	O	_
5	chargent	charger	O	_
6	ainsi	ainsi	O	_
7	progressivement	progressivement	O	_
8	de	de	O	_
9	sels	sel	O	_
10	et	et	O	_
11	plus	plus	O	_
12	particulièrement	particulièrement	O	_
13	de	de	O	_
14	chlorures	chlorure	BS	_
15	au	au	O	_
16	droit	droit	O	_
17	des	de	O	_
18	terrils	terril	O	_
19	.	.	O	_


#Par la suite, ces chlorures se propagent vers l’aval, selon les différents mécanismes régissant le transport de polluant et forment des langues salées à l’aval des terrils.
1	Par	par	O	_
2	la	le	O	_
3	suite	suite	O	_
4	,	,	O	_
5	ces	ce	O	_
6	chlorures	chlorure	BS	_
7	se	se	O	_
8	propagent	propager	O	_
9	vers	vers	O	_
10	l’	l’	O	_
11	aval	aval	O	_
12	,	,	O	_
13	selon	selon	O	_
14	les	le	O	_
15	différents	différent	O	_
16	mécanismes	mécanisme	O	_
17	régissant	régir	O	_
18	le	le	O	_
19	transport	transport	O	_
20	de	de	O	_
21	polluant	polluant	O	_
22	et	et	O	_
23	forment	former	O	_
24	des	un	O	_
25	langues	langue	O	_
26	salées	salé	O	_
27	à	à	O	_
28	l’	l’	O	_
29	aval	aval	O	_
30	des	de	O	_
31	terrils	terril	O	_
32	.	.	O	_


#La plupart des terrils présentaient des fortes pentes et des surfaces avec de forts ravinements engendrés par le ruissellement des eaux de pluie.
1	La	le	O	_
2	plupart	plupart	O	_
3	des	de	O	_
4	terrils	terril	O	_
5	présentaient	présenter	O	_
6	des	un	O	_
7	fortes	fort	O	_
8	pentes	pente	O	_
9	et	et	O	_
10	des	un	O	_
11	surfaces	surface	O	_
12	avec	avec	O	_
13	de	de	O	_
14	forts	fort	O	_
15	ravinements	ravinement	O	_
16	engendrés	engendrer	O	_
17	par	par	O	_
18	le	le	O	_
19	ruissellement	ruissellement	O	_
20	des	de	O	_
21	eaux	eau	O	_
22	de	de	O	_
23	pluie	pluie	O	_
24	.	.	O	_


#La formation de cavités (par dissolution naturelle du sel) rendait les sols très instables sur les terrils.
1	La	le	O	_
2	formation	formation	O	_
3	de	de	O	_
4	cavités	cavité	O	_
5	(	(	O	_
6	par	par	O	_
7	dissolution	dissolution	O	_
8	naturelle	naturel	O	_
9	du	de	O	_
10	sel	sel	O	_
11	)	)	O	_
12	rendait	rendre	O	_
13	les	le	O	_
14	sols	sol	O	_
15	très	très	O	_
16	instables	instable	O	_
17	sur	sur	O	_
18	les	le	O	_
19	terrils	terril	O	_
20	.	.	O	_


#Globalement les dispositions mises en œuvre par les MDPA pour retrouver une situation non dégradée des eaux souterraines sont les suivantes :
1	Globalement	globalement	O	_
2	les	le	O	_
3	dispositions	disposition	O	_
4	mises	mettre	O	_
5	en	en	O	_
6	œuvre	œuvre	O	_
7	par	par	O	_
8	les	le	BI	_
9	MDPA	mdpa	EI	_
10	pour	pour	O	_
11	retrouver	retrouver	O	_
12	une	un	O	_
13	situation	situation	O	_
14	non	non	O	_
15	dégradée	dégradé	O	_
16	des	de	O	_
17	eaux	eau	O	_
18	souterraines	souterrain	O	_
19	sont	être	O	_
20	les	le	O	_
21	suivantes	suivant	O	_
22	:	:	O	_


#supprimer les sources de pollution des terrils « salés » par la technique de la dissolution accélérée
1	supprimer	supprimer	O	_
2	les	le	O	_
3	sources	source	O	_
4	de	de	O	_
5	pollution	pollution	O	_
6	des	de	O	_
7	terrils	terril	O	_
8	«	«	O	_
9	 	 	O	_
10	salés	saler	O	_
11	 	 	O	_
12	»	»	O	_
13	par	par	O	_
14	la	le	O	_
15	technique	technique	O	_
16	de	de	O	_
17	la	le	O	_
18	dissolution	dissolution	O	_
19	accélérée	accélérer	O	_


#neutraliser les sources de pollution des terrils « peu salés » par des techniques d’étanchement-végétalisation ;
1	neutraliser	neutraliser	O	_
2	les	le	O	_
3	sources	source	O	_
4	de	de	O	_
5	pollution	pollution	O	_
6	des	de	O	_
7	terrils	terril	O	_
8	«	«	O	_
9	 	 	O	_
10	peu	peu	O	_
11	salés	saler	O	_
12	 	 	O	_
13	»	»	O	_
14	par	par	O	_
15	des	un	O	_
16	techniques	technique	O	_
17	d’	d’	O	_
18	étanchement	étanchement	O	_
19	-	-	O	_
20	végétalisation	végétalisation	O	_
21	;	;	O	_


#stopper l’alimentation des langues salées avec des puits de fixation à l’aval immédiat des terrils (barrière hydraulique)
1	stopper	stopper	O	_
2	l’	l’	O	_
3	alimentation	alimentation	O	_
4	des	de	O	_
5	langues	langue	O	_
6	salées	salé	O	_
7	avec	avec	O	_
8	des	un	O	_
9	puits	puits	O	_
10	de	de	O	_
11	fixation	fixation	O	_
12	à	à	O	_
13	l’	l’	O	_
14	aval	aval	O	_
15	immédiat	immédiat	O	_
16	des	de	O	_
17	terrils	terril	O	_
18	(	(	O	_
19	barrière	barrière	O	_
20	hydraulique	hydraulique	O	_
21	)	)	O	_


#reconquérir la qualité des eaux de la nappe par l’implantation de puits de dépollution
1	reconquérir	reconquérir	O	_
2	la	le	O	_
3	qualité	qualité	O	_
4	des	de	O	_
5	eaux	eau	O	_
6	de	de	O	_
7	la	le	O	_
8	nappe	nappe	O	_
9	par	par	O	_
10	l’	l’	O	_
11	implantation	implantation	O	_
12	de	de	O	_
13	puits	puits	O	_
14	de	de	O	_
15	dépollution	dépollution	BS	_


#évaluer l’efficacité de ces actions, par le suivi d’un réseau de points de contrôle de la qualité des eaux souterraines
1	évaluer	évaluer	O	_
2	l’	l’	O	_
3	efficacité	efficacité	O	_
4	de	de	O	_
5	ces	ce	O	_
6	actions	action	O	_
7	,	,	O	_
8	par	par	O	_
9	le	le	O	_
10	suivi	suivi	O	_
11	d’	d’	O	_
12	un	un	O	_
13	réseau	réseau	O	_
14	de	de	O	_
15	points	point	O	_
16	de	de	O	_
17	contrôle	contrôle	O	_
18	de	de	O	_
19	la	le	O	_
20	qualité	qualité	O	_
21	des	de	O	_
22	eaux	eau	O	_
23	souterraines	souterrain	O	_


#Le terril Joseph Else Est a  été traité par dissolution accélérée de 1995 à 2005.
1	Le	le	O	_
2	terril	terril	O	_
3	Joseph	Joseph	O	_
4	Else	Else	O	_
5	Est	être	O	_
6	a	avoir	O	_
7	 	 	O	_
8	été	être	O	_
9	traité	traiter	O	_
10	par	par	O	_
11	dissolution	dissolution	O	_
12	accélérée	accélérer	O	_
13	de	de	O	_
14	1995	1995	O	_
15	à	à	O	_
16	2005	2005	O	_
17	.	.	O	_


#Cette méthode consiste à accélérer le phénomène naturel de dissolution par un arrosage intensif des terrils avec récupération des saumures en périphérie du terril et dans la nappe par l’intermédiaire de puits de pompage (puits de fixation).
1	Cette	ce	O	_
2	méthode	méthode	O	_
3	consiste	consiste	O	_
4	à	à	O	_
5	accélérer	accélérer	O	_
6	le	le	O	_
7	phénomène	phénomène	O	_
8	naturel	naturel	O	_
9	de	de	O	_
10	dissolution	dissolution	O	_
11	par	par	O	_
12	un	un	O	_
13	arrosage	arrosage	O	_
14	intensif	intensif	O	_
15	des	de	O	_
16	terrils	terril	O	_
17	avec	avec	O	_
18	récupération	récupération	O	_
19	des	de	O	_
20	saumures	saumure	O	_
21	en	en	O	_
22	périphérie	périphérie	O	_
23	du	de	O	_
24	terril	terril	O	_
25	et	et	O	_
26	dans	dans	O	_
27	la	le	O	_
28	nappe	nappe	O	_
29	par	par	O	_
30	l’	l’	O	_
31	intermédiaire	intermédiaire	O	_
32	de	de	O	_
33	puits	puits	O	_
34	de	de	O	_
35	pompage	pompage	O	_
36	(	(	O	_
37	puits	puits	O	_
38	de	de	O	_
39	fixation	fixation	O	_
40	)	)	O	_
41	.	.	O	_


#Les saumures récupérées après décantation et les eaux pompées dans le puits et le drain de fixation étaient envoyées au Rhin via la Saumoduc.
1	Les	le	O	_
2	saumures	saumure	O	_
3	récupérées	récupérer	O	_
4	après	après	O	_
5	décantation	décantation	O	_
6	et	et	O	_
7	les	le	O	_
8	eaux	eau	O	_
9	pompées	pomper	O	_
10	dans	dans	O	_
11	le	le	O	_
12	puits	puits	O	_
13	et	et	O	_
14	le	le	O	_
15	drain	drain	O	_
16	de	de	O	_
17	fixation	fixation	O	_
18	étaient	être	O	_
19	envoyées	envoyer	O	_
20	au	au	O	_
21	Rhin	Rhin	O	_
22	via	via	O	_
23	la	le	O	_
24	Saumoduc	Saumoduc	O	_
25	.	.	O	_


#Le terril a ensuite fait l'objet d'un important remodelage en 2007 ayant pour objectif sa stabilisation, la gestion des eaux pluviales et l'intégration paysagère dans la réserve naturelle du Rothmoos après comblement du fossé périphérique profond.
1	Le	le	O	_
2	terril	terril	O	_
3	a	avoir	O	_
4	ensuite	ensuite	O	_
5	fait	faire	O	_
6	l'	le	O	_
7	objet	objet	O	_
8	d'	de	O	_
9	un	un	O	_
10	important	important	O	_
11	remodelage	remodelage	O	_
12	en	en	O	_
13	2007	2007	O	_
14	ayant	avoir	O	_
15	pour	pour	O	_
16	objectif	objectif	O	_
17	sa	son	O	_
18	stabilisation	stabilisation	O	_
19	,	,	O	_
20	la	le	O	_
21	gestion	gestion	O	_
22	des	de	O	_
23	eaux	eau	O	_
24	pluviales	pluvial	O	_
25	et	et	O	_
26	l'	le	O	_
27	intégration	intégration	O	_
28	paysagère	paysager	O	_
29	dans	dans	O	_
30	la	le	O	_
31	réserve	réserve	O	_
32	naturelle	naturel	O	_
33	du	de	O	_
34	Rothmoos	Rothmoos	O	_
35	après	après	O	_
36	comblement	comblement	O	_
37	du	de	O	_
38	fossé	fossé	O	_
39	périphérique	périphérique	O	_
40	profond	profond	O	_
41	.	.	O	_


#Les installations techniques de dissolution ont été démantelées.
1	Les	le	O	_
2	installations	installation	O	_
3	techniques	technique	O	_
4	de	de	O	_
5	dissolution	dissolution	O	_
6	ont	avoir	O	_
7	été	être	O	_
8	démantelées	démanteler	O	_
9	.	.	O	_


#Le terril a été remodelé en forme de plateaux de 7 m de hauteur maximum présentant des secteurs intérieurs avec retenue d'eau.
1	Le	le	O	_
2	terril	terril	O	_
3	a	avoir	O	_
4	été	être	O	_
5	remodelé	remodeler	O	_
6	en	en	O	_
7	forme	forme	O	_
8	de	de	O	_
9	plateaux	plateau	O	_
10	de	de	O	_
11	7	7	O	_
12	m	m	O	_
13	de	de	O	_
14	hauteur	hauteur	O	_
15	maximum	maximum	O	_
16	présentant	présenter	O	_
17	des	un	O	_
18	secteurs	secteur	O	_
19	intérieurs	intérieur	O	_
20	avec	avec	O	_
21	retenue	retenue	O	_
22	d'	de	O	_
23	eau	eau	O	_
24	.	.	O	_


#Les talus extérieurs ont été ensemencés pour assurer leur stabilité et leur résistance à l'érosion.
1	Les	le	O	_
2	talus	talus	O	_
3	extérieurs	extérieur	O	_
4	ont	avoir	O	_
5	été	être	O	_
6	ensemencés	ensemencer	O	_
7	pour	pour	O	_
8	assurer	assurer	O	_
9	leur	leur	O	_
10	stabilité	stabilité	O	_
11	et	et	O	_
12	leur	leur	O	_
13	résistance	résistance	O	_
14	à	à	O	_
15	l'	le	O	_
16	érosion	érosion	O	_
17	.	.	O	_


#Le plateau n'a pas été ensemencé à la demande du CSA (Conservatoire des Sites Alsaciens), qui souhaitait un développement naturel de la végétation.
1	Le	le	O	_
2	plateau	plateau	O	_
3	n'	n'	O	_
4	a	avoir	O	_
5	pas	pas	O	_
6	été	être	O	_
7	ensemencé	ensemencer	O	_
8	à	à	O	_
9	la	le	O	_
10	demande	demande	O	_
11	du	de	O	_
12	CSA	CSA	O	_
13	(	(	O	_
14	Conservatoire	conservatoire	O	_
15	des	de	O	_
16	Sites	site	O	_
17	Alsaciens	alsacien	O	_
18	)	)	O	_
19	,	,	O	_
20	qui	qui	O	_
21	souhaitait	souhaiter	O	_
22	un	un	O	_
23	développement	développement	O	_
24	naturel	naturel	O	_
25	de	de	O	_
26	la	le	O	_
27	végétation	végétation	O	_
28	.	.	O	_


