
#42.0162
#Historique :
1	Historique	historique	O	_
2	 	 	O	_
3	:	:	O	_


#- Vers 1900-1910 : Construction du premier bâtiment, nommé aujourd’hui « magasin », le plus ancien du site.
1	-	-	O	_
2	Vers	vers	O	_
3	1900	1900	O	_
4	-	-	O	_
5	1910	1910	O	_
6	 	 	O	_
7	:	:	O	_
8	Construction	construction	O	_
9	du	de	O	_
10	premier	premier	O	_
11	bâtiment	bâtiment	O	_
12	,	,	O	_
13	nommé	nommer	O	_
14	aujourd’hui	aujourd’hui	O	_
15	«	«	O	_
16	 	 	O	_
17	magasin	magasin	O	_
18	 	 	O	_
19	»	»	O	_
20	,	,	O	_
21	le	le	O	_
22	plus	plus	O	_
23	ancien	ancien	O	_
24	du	de	O	_
25	site	site	O	_
26	.	.	O	_


#- Vers 1954 : Activité de réparation de locomotives.
1	-	-	O	_
2	Vers	vers	O	_
3	1954	1954	O	_
4	 	 	O	_
5	:	:	O	_
6	Activité	activité	O	_
7	de	de	O	_
8	réparation	réparation	O	_
9	de	de	O	_
10	locomotives	locomotive	O	_
11	.	.	O	_


#- 1956-1980 : Le site est exploité par la société GEVARM qui exerce les activités de fabrication d’armes,de sous traitance pour la fabrication de pelleteuses et la fabrication de tracteurs à chenilles.
1	-	-	O	_
2	1956	1956	O	_
3	-	-	O	_
4	1980	1980	O	_
5	 	 	O	_
6	:	:	O	_
7	Le	le	O	_
8	site	site	O	_
9	est	être	O	_
10	exploité	exploiter	O	_
11	par	par	BI	_
12	la	le	BI	_
13	société	société	II	_
14	GEVARM	GEVARM	EI	_
15	qui	qui	O	_
16	exerce	exercer	O	_
17	les	le	O	_
18	activités	activité	O	_
19	de	de	O	_
20	fabrication	fabrication	O	_
21	d’	d’	O	_
22	armes	arme	O	_
23	,	,	O	_
24	de	de	O	_
25	sous	sou	O	_
26	traitance	traitance	O	_
27	pour	pour	O	_
28	la	le	O	_
29	fabrication	fabrication	O	_
30	de	de	O	_
31	pelleteuses	pelleteuse	O	_
32	et	et	O	_
33	la	le	O	_
34	fabrication	fabrication	O	_
35	de	de	O	_
36	tracteurs	tracteur	O	_
37	à	à	O	_
38	chenilles	chenille	O	_
39	.	.	O	_


#Activités de dépôts de carburant enterrés, de dépôts de gaz combustibles, d’atelier de mécano soudure, de compresseur, de traitement de surface.
1	Activités	activité	O	_
2	de	de	O	_
3	dépôts	dépôt	O	_
4	de	de	O	_
5	carburant	carburant	BU	_
6	enterrés	enterrer	EU	_
7	,	,	O	_
8	de	de	O	_
9	dépôts	dépôt	BU	_
10	de	de	IU	_
11	gaz	gaz	EU	_
12	combustibles	combustible	EU	_
13	,	,	O	_
14	d’	d’	O	_
15	atelier	atelier	O	_
16	de	de	O	_
17	mécano	mécano	O	_
18	soudure	soudure	O	_
19	,	,	O	_
20	de	de	O	_
21	compresseur	compresseur	O	_
22	,	,	O	_
23	de	de	O	_
24	traitement	traitement	O	_
25	de	de	O	_
26	surface	surface	O	_
27	.	.	O	_


#- 1980-1984 : Le site est exploité par SIMI (Société Internationale de Matériel Industriel) qui fabrique des véhicules 4x4.
1	-	-	O	_
2	1980	1980	O	_
3	-	-	O	_
4	1984	1984	O	_
5	 	 	O	_
6	:	:	O	_
7	Le	le	O	_
8	site	site	O	_
9	est	être	O	_
10	exploité	exploiter	O	_
11	par	par	BI	_
12	SIMI	SIMI	BI	_
13	(	(	II	_
14	Société	société	II	_
15	Internationale	international	II	_
16	de	de	II	_
17	Matériel	matériel	II	_
18	Industriel	industriel	EI	_
19	)	)	O	_
20	qui	qui	O	_
21	fabrique	fabrique	O	_
22	des	un	O	_
23	véhicules	véhicule	O	_
24	4x4	4x4	O	_
25	.	.	O	_


#- 1984-2001 : La société AUVERLAND reprend l’exploitation du site pour y fabriquer des 4x4 destinés aux secteurs civil et militaires.
1	-	-	O	_
2	1984	1984	O	_
3	-	-	O	_
4	2001	2001	O	_
5	 	 	O	_
6	:	:	BI	_
7	La	le	BI	_
8	société	société	II	_
9	AUVERLAND	AUVERLAND	EI	_
10	reprend	reprendre	O	_
11	l’	l’	O	_
12	exploitation	exploitation	O	_
13	du	de	O	_
14	site	site	O	_
